Date,Durables,Services,Nondurables
1995-07-01,0.19591,0.88574,2.77401
1995-08-01,0.22019,0.54281,2.8821
1995-09-01,-0.00215,0.55458,2.8536
1995-10-01,-0.0688,0.87091,2.88915
1995-11-01,-0.50357,0.54737,2.78758
1995-12-01,-0.1905,0.72555,2.85877
1996-01-01,-0.4767,1.3614,2.70901
1996-02-01,-0.57452,1.57689,2.61507
1996-03-01,-0.68021,2.28389,2.55908
1996-04-01,-1.08218,2.57719,2.59269
1996-05-01,-1.18929,2.5475,2.66072
1996-06-01,-1.10286,2.14463,2.63371
1996-07-01,-1.03423,2.12309,2.76906
1996-08-01,-1.14789,1.84889,2.70065
1996-09-01,-1.0095,2.18391,2.89048
1996-10-01,-1.00623,2.41307,2.87433
1996-11-01,-1.06471,2.99565,2.96455
1996-12-01,-1.74716,3.10567,2.9438
1997-01-01,-1.85283,2.64073,2.99067
1997-02-01,-1.62371,2.48971,3.08324
1997-03-01,-1.70465,1.58515,3.12361
1997-04-01,-2.09375,1.09928,3.06522
1997-05-01,-1.94601,0.70234,2.8242
1997-06-01,-2.0465,0.81256,3.00898
1997-07-01,-2.25725,0.69298,2.8517
1997-08-01,-2.48677,1.14293,2.70809
1997-09-01,-2.54876,1.03606,2.69799
1997-10-01,-2.54512,0.62112,2.57367
1997-11-01,-2.69224,0.12209,2.51425
1997-12-01,-2.42087,-0.33643,2.41164
1998-01-01,-2.57456,-0.63927,2.42681
1998-02-01,-3.00331,-1.10316,2.27151
1998-03-01,-3.10801,-1.43146,2.26248
1998-04-01,-2.32011,-1.54515,2.17694
1998-05-01,-2.772,-0.81368,2.29895
1998-06-01,-2.95363,-0.49656,1.88163
1998-07-01,-2.67144,-0.25628,2.0317
1998-08-01,-2.7395,-0.37476,2.18426
1998-09-01,-2.91123,-0.83639,1.91395
1998-10-01,-3.03235,-0.6001,1.99763
1998-11-01,-2.83169,-0.56378,1.94047
1998-12-01,-3.00406,-0.14939,2.02385
1999-01-01,-2.92905,0.45339,1.93562
1999-02-01,-2.99023,0.52305,1.91872
1999-03-01,-3.25816,1.14261,1.85287
1999-04-01,-3.18502,2.73774,1.84252
1999-05-01,-2.70242,2.16737,1.82701
1999-06-01,-2.55936,2.19432,1.97116
1999-07-01,-2.68239,2.51599,1.91776
1999-08-01,-2.50905,2.8018,1.84863
1999-09-01,-2.36544,3.83016,2.12228
1999-10-01,-2.40039,3.69292,2.10035
1999-11-01,-2.3847,3.68607,2.23558
1999-12-01,-2.33247,4.06692,2.2967
2000-01-01,-2.25341,3.87724,2.55561
2000-02-01,-2.15419,4.96471,2.75258
2000-03-01,-1.59794,6.29959,2.73587
2000-04-01,-1.87034,4.1867,2.6207
2000-05-01,-1.61396,4.13091,2.61262
2000-06-01,-1.67658,5.03185,2.80604
2000-07-01,-1.79951,4.75077,2.9038
2000-08-01,-2.04668,3.7643,3.00349
2000-09-01,-1.76414,3.95176,2.98852
2000-10-01,-1.76818,3.58503,3.06326
2000-11-01,-1.52183,3.88479,2.98466
2000-12-01,-1.27111,3.19468,3.04986
2001-01-01,-1.29929,3.19733,3.39681
2001-02-01,-1.35521,2.62376,3.35203
2001-03-01,-1.86039,0.99379,3.37241
2001-04-01,-1.84816,1.74179,3.51628
2001-05-01,-2.24322,2.6873,3.54961
2001-06-01,-1.89984,1.7829,3.53864
2001-07-01,-1.65735,0.71914,3.40573
2001-08-01,-1.72415,0.8512,3.35576
2001-09-01,-2.75439,0.99019,2.29794
2001-10-01,-2.14466,0.06841,2.8347
2001-11-01,-2.34161,-1.01792,2.93486
2001-12-01,-2.39332,-1.76021,2.79555
2002-01-01,-2.59194,-1.74294,2.20406
2002-02-01,-2.86254,-1.60927,2.23473
2002-03-01,-2.6839,-0.67341,2.27724
2002-04-01,-2.62306,0.14945,2.36133
2002-05-01,-2.29146,-0.99329,2.38407
2002-06-01,-2.61376,-0.9427,2.34726
2002-07-01,-2.80962,0.01468,2.45124
2002-08-01,-2.51895,0.67253,2.49244
2002-09-01,-1.71701,-0.40014,3.54043
2002-10-01,-2.3077,1.00808,2.8916
2002-11-01,-2.49926,1.99724,2.85118
2002-12-01,-2.75287,2.71081,2.97935
2003-01-01,-3.08508,3.50963,3.1103
2003-02-01,-2.79636,4.28969,3.17898
2003-03-01,-2.88298,3.56917,3.41515
2003-04-01,-3.08327,1.20445,3.33416
2003-05-01,-3.64467,0.36518,3.45632
2003-06-01,-3.75099,0.63222,3.36273
2003-07-01,-3.76284,1.0862,3.32629
2003-08-01,-4.01665,1.84976,3.33989
2003-09-01,-4.18796,2.59675,3.33037
2003-10-01,-4.36725,1.72265,3.3984
2003-11-01,-4.25514,1.74454,3.41029
2003-12-01,-4.0641,2.30737,3.37086
2004-01-01,-3.37244,1.98444,3.47004
2004-02-01,-3.01635,1.25751,3.3153
2004-03-01,-2.80909,1.59554,2.9919
2004-04-01,-2.50746,2.60404,3.1431
2004-05-01,-2.03456,4.86872,2.98043
2004-06-01,-1.70231,5.08706,3.11363
2004-07-01,-1.88315,4.28096,3.09998
2004-08-01,-1.95676,3.15281,3.03668
2004-09-01,-1.67345,2.62049,2.97337
2004-10-01,-1.08372,4.60422,2.8362
2004-11-01,-0.78046,5.27297,2.95389
2004-12-01,-0.52723,4.29265,2.96606
2005-01-01,-0.77598,2.95095,3.0672
2005-02-01,-0.96771,3.16574,3.13744
2005-03-01,-1.03362,3.32928,3.32456
2005-04-01,-1.11843,4.06226,3.24475
2005-05-01,-0.76343,2.55455,3.2564
2005-06-01,-1.06633,1.97171,3.16364
2005-07-01,-1.07519,3.43051,3.19302
2005-08-01,-0.89993,4.96783,3.19379
2005-09-01,-0.84742,7.86288,3.41605
2005-10-01,-1.17518,5.66005,3.79146
2005-11-01,-1.30187,2.876,3.83154
2005-12-01,-1.44342,3.13799,3.6832
2006-01-01,-1.38008,4.84279,3.64682
2006-02-01,-1.4653,3.92506,3.62746
2006-03-01,-1.68277,3.74393,3.56411
2006-04-01,-1.61456,4.30687,3.6452
2006-05-01,-1.93699,5.19004,3.74984
2006-06-01,-1.93172,5.49833,3.93621
2006-07-01,-1.58618,5.17948,3.82796
2006-08-01,-1.25256,4.40449,3.87545
2006-09-01,-1.82465,-0.34791,3.71933
2006-10-01,-1.79134,-1.14267,3.35914
2006-11-01,-1.94856,0.4864,3.18489
2006-12-01,-2.12335,1.78907,3.32838
2007-01-01,-2.20853,0.79393,3.45378
2007-02-01,-1.99238,1.66261,3.50163
2007-03-01,-1.95956,2.51183,3.46905
2007-04-01,-2.20371,1.88307,3.37375
2007-05-01,-2.17837,2.36566,3.23391
2007-06-01,-1.81574,2.2076,3.16107
2007-07-01,-2.13722,1.49525,3.17442
2007-08-01,-2.57405,0.57906,3.19027
2007-09-01,-2.20551,3.03632,3.27743
2007-10-01,-2.15201,5.11189,3.41241
2007-11-01,-2.04848,7.24752,3.45918
2007-12-01,-2.07143,6.55052,3.49185
2008-01-01,-1.83461,6.99311,3.16529
2008-02-01,-1.98242,6.80444,3.07571
2008-03-01,-1.74579,6.08724,3.13493
2008-04-01,-1.9113,6.0553,3.08959
2008-05-01,-2.05338,6.19641,3.27646
2008-06-01,-2.11509,8.36035,3.36324
2008-07-01,-1.7673,9.30936,3.46327
2008-08-01,-1.53725,8.94612,3.30471
2008-09-01,-1.68631,8.52795,2.98521
2008-10-01,-1.7766,5.57443,2.47404
2008-11-01,-2.00461,-1.22665,2.14234
2008-12-01,-2.08252,-4.01103,1.88073
2009-01-01,-2.22399,-4.13816,1.59203
2009-02-01,-2.06557,-3.54456,1.33472
2009-03-01,-2.32726,-4.02712,0.94713
2009-04-01,-1.88745,-4.01934,0.80866
2009-05-01,-1.78926,-4.53545,0.48643
2009-06-01,-1.78747,-4.3886,0.26154
2009-07-01,-2.31649,-5.60287,0.10005
2009-08-01,-2.49818,-4.26977,0.20944
2009-09-01,-1.96623,-4.35203,0.26989
2009-10-01,-1.54994,-1.91641,0.90696
2009-11-01,-1.13032,3.68494,1.1483
2009-12-01,-0.9827,6.27144,1.25802
2010-01-01,-1.03789,6.33084,1.55109
2010-02-01,-1.39335,5.07474,1.71814
2010-03-01,-1.24694,5.17843,2.03979
2010-04-01,-1.667,4.63332,2.14091
2010-05-01,-1.79884,3.90859,2.28177
2010-06-01,-2.07725,1.2482,2.22636
2010-07-01,-2.01638,1.73107,2.17227
2010-08-01,-1.54409,1.12938,2.0603
2010-09-01,-1.90712,1.21115,1.9986
2010-10-01,-2.38414,1.85622,1.77125
2010-11-01,-2.47414,1.80753,1.72817
2010-12-01,-2.53178,2.69878,1.69579
2011-01-01,-2.21634,2.97587,1.67856
2011-02-01,-1.74643,3.82497,1.75308
2011-03-01,-1.79746,5.08349,1.74587
2011-04-01,-1.18668,6.29963,1.81406
2011-05-01,-0.82064,7.19428,1.88581
2011-06-01,-0.36368,7.09002,1.8852
2011-07-01,0.03151,6.98121,1.98456
2011-08-01,-0.16037,7.16146,2.10291
2011-09-01,-0.49738,7.26355,2.18177
2011-10-01,-0.31664,6.3396,1.96639
2011-11-01,-0.3868,6.1535,2.04251
2011-12-01,-0.19098,4.88411,2.16611
2012-01-01,-0.27357,4.74824,2.28476
2012-02-01,-0.51687,4.68318,2.25973
2012-03-01,-0.55049,3.89803,2.20324
2012-04-01,-1.04022,2.86938,2.18178
2012-05-01,-1.19091,1.45542,2.0494
2012-06-01,-1.61254,1.25045,2.1386
2012-07-01,-1.7137,0.88002,2.07553
2012-08-01,-1.79157,1.56066,2.01277
2012-09-01,-1.57481,2.15025,2.02945
2012-10-01,-1.69114,2.69318,2.31274
2012-11-01,-1.60769,1.52112,2.27858
2012-12-01,-1.60811,1.31703,2.23358
2013-01-01,-1.84101,0.9505,2.17115
2013-02-01,-1.82042,1.46118,2.2108
2013-03-01,-1.97863,0.05882,2.22515
2013-04-01,-2.05946,-0.71328,2.18439
2013-05-01,-2.12641,-0.16073,2.27393
2013-06-01,-1.86196,0.81458,2.304
2013-07-01,-1.94488,1.11118,2.35422
2013-08-01,-2.0701,0.3674,2.3513
2013-09-01,-1.95199,-0.95934,2.38669
2013-10-01,-2.04133,-1.47944,2.38765
2013-11-01,-2.19775,-0.6214,2.45794
2013-12-01,-2.49793,0.21782,2.54925
2014-01-01,-2.6302,0.43986,2.48758
2014-02-01,-2.79741,-0.60803,2.40945
2014-03-01,-2.60863,0.24612,2.58608
2014-04-01,-2.35099,1.34148,2.58861
2014-05-01,-2.5892,1.75883,2.64982
2014-06-01,-2.69105,1.56888,2.57399
2014-07-01,-2.53702,1.38222,2.6507
2014-08-01,-2.39769,0.7381,2.5898
2014-09-01,-2.56216,0.86456,2.552
2014-10-01,-2.44248,0.54059,2.34264
2014-11-01,-2.70829,-0.30614,2.31282
2014-12-01,-2.78102,-1.72978,2.26568
2015-01-01,-2.79554,-4.21446,2.12163
2015-02-01,-2.34494,-3.8185,2.07455
2015-03-01,-2.33706,-3.27022,1.87436
2015-04-01,-2.17527,-3.89988,1.88361
2015-05-01,-1.90098,-3.34711,1.75628
2015-06-01,-1.96547,-3.25312,1.85701
2015-07-01,-2.15874,-3.16211,1.75353
2015-08-01,-2.3684,-3.16046,1.80493
2015-09-01,-2.00531,-4.06155,1.78048
2015-10-01,-2.13499,-3.84248,1.74094
2015-11-01,-2.00815,-3.12701,1.68144
2015-12-01,-1.82839,-2.65606,1.59598
2016-01-01,-1.55202,-1.10827,1.80571
2016-02-01,-1.92248,-2.22615,1.88055
2016-03-01,-2.04656,-2.15897,1.94251
2016-04-01,-1.87966,-1.34962,2.03395
2016-05-01,-2.15206,-2.05428,2.16896
2016-06-01,-2.53359,-1.86999,2.16587
2016-07-01,-2.59409,-2.50382,2.31614
2016-08-01,-2.44952,-2.1195,2.38724
2016-09-01,-2.7016,-0.52221,2.39647
2016-10-01,-2.67772,0.05695,2.563
2016-11-01,-3.06639,-0.0114,2.61027
2016-12-01,-2.95608,0.90673,2.69936
2017-01-01,-2.36907,2.21621,2.68138
2017-02-01,-2.33333,2.77845,2.72895
2017-03-01,-2.51153,2.28328,2.4837
2017-04-01,-2.76659,1.73779,2.59953
2017-05-01,-2.59919,0.95363,2.55006
2017-06-01,-2.28603,0.4356,2.53973
2017-07-01,-2.32671,1.00069,2.34505
2017-08-01,-2.33686,1.36003,2.33614
2017-09-01,-2.23895,2.08108,2.46514
2017-10-01,-2.05801,1.37334,2.56438
2017-11-01,-1.82786,1.98299,2.54841
2017-12-01,-1.84664,1.52863,2.57954
2018-01-01,-2.2114,1.54561,2.57524
2018-02-01,-2.4446,1.94608,2.66727
2018-03-01,-1.94111,1.69836,2.97508
2018-04-01,-1.77037,2.12486,2.78057
2018-05-01,-1.79953,3.04184,2.81898
2018-06-01,-1.86174,3.16951,2.81827
2018-07-01,-1.36781,2.8543,2.9146
2018-08-01,-1.44244,2.27753,2.86643
2018-09-01,-1.5799,1.41341,2.84043
2018-10-01,-1.59655,2.04384,2.71733
2018-11-01,-1.17432,1.10225,2.7778
2018-12-01,-1.06858,0.14649,2.8429
2019-01-01,-1.07967,-0.71004,2.52995
2019-02-01,-0.99164,-0.72265,2.35748
2019-03-01,-1.25443,0.16963,2.29222
2019-04-01,-1.46705,0.31461,2.49744
2019-05-01,-1.20611,0.01707,2.36969
2019-06-01,-0.47884,-0.607,2.38199
2019-07-01,-1.25895,-0.08354,2.4364
2019-08-01,-1.16695,-0.17633,2.44268
2019-09-01,-1.01433,-0.60046,2.34803
2019-10-01,-1.14513,-0.46321,2.37806
2019-11-01,-1.45693,0.22408,2.23291
2019-12-01,-1.95801,1.51458,2.26584
2020-01-01,-2.04763,1.84221,2.54737
2020-02-01,-1.54089,1.25075,2.59644
2020-03-01,-1.6796,-0.59268,2.43594
2020-04-01,-2.78056,-2.15729,1.74712
2020-05-01,-2.29065,-2.34617,1.88761
2020-06-01,-1.8947,-0.8338,1.92069
2020-07-01,-0.66697,-0.79383,1.90242
2020-08-01,0.41598,-0.39871,1.97266
2020-09-01,0.40456,-0.48893,2.1388
2020-10-01,0.43875,-1.09959,2.02373
2020-11-01,0.59069,-1.19908,1.93416
2020-12-01,1.36306,-0.94262,2.01262
2021-01-01,1.38113,-0.13684,1.92733
2021-02-01,1.4412,0.72494,1.95823
2021-03-01,2.43053,2.64748,2.39889
2021-04-01,5.4165,3.96117,3.12767
2021-05-01,6.9658,4.50798,3.2108
2021-06-01,7.28273,4.05542,3.38326
2021-07-01,6.90189,4.3929,3.53349
2021-08-01,6.89691,4.6111,3.57629
2021-09-01,7.36931,5.38027,3.53742
2021-10-01,8.93196,6.77961,3.80613
2021-11-01,9.65496,7.86731,4.26393
