areaType,areaName,areaCode,date,cumVaccinationFirstDoseUptakeByPublishDatePercentage,cumVaccinationSecondDoseUptakeByPublishDatePercentage,cumVaccinationThirdInjectionUptakeByPublishDatePercentage
nation,England,E92000001,2021-09-07,83.8,75.4,
nation,England,E92000001,2021-09-06,83.7,75.3,
nation,England,E92000001,2021-09-05,83.7,75.1,
nation,England,E92000001,2021-09-04,83.7,75.0,
nation,England,E92000001,2021-09-03,83.6,74.8,
nation,England,E92000001,2021-09-02,83.5,74.6,
nation,England,E92000001,2021-09-01,83.5,74.4,
nation,England,E92000001,2021-08-31,83.4,74.2,
nation,England,E92000001,2021-08-30,83.3,73.9,
nation,England,E92000001,2021-08-29,83.3,73.8,
nation,England,E92000001,2021-08-28,83.2,73.7,
nation,England,E92000001,2021-08-27,83.2,73.5,
nation,England,E92000001,2021-08-26,83.1,73.2,
nation,England,E92000001,2021-08-25,83.0,73.0,
nation,England,E92000001,2021-08-24,82.9,72.7,
nation,England,E92000001,2021-08-23,82.8,72.4,
nation,England,E92000001,2021-08-22,82.7,72.2,
nation,England,E92000001,2021-08-21,82.6,72.0,
nation,England,E92000001,2021-08-20,82.5,71.6,
nation,England,E92000001,2021-08-19,82.4,71.3,
nation,England,E92000001,2021-08-18,82.3,71.0,
nation,England,E92000001,2021-08-17,82.2,70.7,
nation,England,E92000001,2021-08-16,82.1,70.5,
nation,England,E92000001,2021-08-15,82.1,70.2,
nation,England,E92000001,2021-08-14,82.0,70.0,
nation,England,E92000001,2021-08-13,82.0,69.7,
nation,England,E92000001,2021-08-12,81.9,69.4,
nation,England,E92000001,2021-08-11,81.8,69.0,
nation,England,E92000001,2021-08-10,81.7,68.7,
nation,England,E92000001,2021-08-09,81.7,68.5,
nation,England,E92000001,2021-08-08,81.6,68.2,
nation,England,E92000001,2021-08-07,81.6,68.0,
nation,England,E92000001,2021-08-06,81.5,67.6,
nation,England,E92000001,2021-08-05,81.5,67.4,
nation,England,E92000001,2021-08-04,81.4,67.1,
nation,England,E92000001,2021-08-03,81.4,66.8,
nation,England,E92000001,2021-08-02,81.3,66.6,
nation,England,E92000001,2021-08-01,81.3,66.4,
nation,England,E92000001,2021-07-31,81.2,66.2,
nation,England,E92000001,2021-07-30,81.2,65.8,
nation,England,E92000001,2021-07-29,81.1,65.5,
nation,England,E92000001,2021-07-28,81.0,65.2,
nation,England,E92000001,2021-07-27,80.9,64.9,
nation,England,E92000001,2021-07-26,80.9,64.7,
nation,England,E92000001,2021-07-25,80.8,64.5,
nation,England,E92000001,2021-07-24,80.8,64.3,
nation,England,E92000001,2021-07-23,80.7,63.9,
nation,England,E92000001,2021-07-22,80.6,63.6,
nation,England,E92000001,2021-07-21,80.6,63.3,
nation,England,E92000001,2021-07-20,80.5,62.9,
nation,England,E92000001,2021-07-19,80.4,62.7,
nation,England,E92000001,2021-07-18,80.3,62.5,
nation,England,E92000001,2021-07-17,80.3,62.2,
nation,England,E92000001,2021-07-16,80.2,61.8,
nation,England,E92000001,2021-07-15,80.1,61.5,
nation,England,E92000001,2021-07-14,79.9,61.1,
nation,England,E92000001,2021-07-13,79.8,60.8,
nation,England,E92000001,2021-07-12,79.7,60.6,
nation,England,E92000001,2021-07-11,79.6,60.4,
nation,England,E92000001,2021-07-10,79.6,60.2,
nation,England,E92000001,2021-07-09,79.4,59.8,
nation,England,E92000001,2021-07-08,79.2,59.5,
nation,England,E92000001,2021-07-07,79.1,59.3,
nation,England,E92000001,2021-07-06,78.9,59.0,
nation,England,E92000001,2021-07-05,78.8,58.8,
nation,England,E92000001,2021-07-04,78.6,58.6,
nation,England,E92000001,2021-07-03,78.5,58.4,
nation,England,E92000001,2021-07-02,78.3,58.0,
nation,England,E92000001,2021-07-01,78.0,57.7,
nation,England,E92000001,2021-06-30,77.8,57.4,
nation,England,E92000001,2021-06-29,77.5,57.1,
nation,England,E92000001,2021-06-28,77.3,56.9,
nation,England,E92000001,2021-06-27,77.1,56.7,
nation,England,E92000001,2021-06-26,76.8,56.5,
nation,England,E92000001,2021-06-25,76.4,56.1,
nation,England,E92000001,2021-06-24,76.0,55.8,
nation,England,E92000001,2021-06-23,75.6,55.6,
nation,England,E92000001,2021-06-22,75.2,55.3,
nation,England,E92000001,2021-06-21,74.6,54.9,
nation,England,E92000001,2021-06-20,74.6,54.9,
nation,England,E92000001,2021-06-19,74.3,54.7,
nation,England,E92000001,2021-06-18,73.8,54.3,
nation,England,E92000001,2021-06-17,73.4,54.0,
nation,England,E92000001,2021-06-16,73.0,53.6,
nation,England,E92000001,2021-06-15,72.6,53.2,
nation,England,E92000001,2021-06-14,72.3,52.8,
nation,England,E92000001,2021-06-13,72.0,52.5,
nation,England,E92000001,2021-06-12,71.8,52.2,
nation,England,E92000001,2021-06-11,71.3,51.6,
nation,England,E92000001,2021-06-10,70.9,51.1,
nation,England,E92000001,2021-06-09,70.6,50.6,
nation,England,E92000001,2021-06-08,70.3,50.0,
nation,England,E92000001,2021-06-07,70.1,49.5,
nation,England,E92000001,2021-06-06,69.9,49.0,
nation,England,E92000001,2021-06-05,69.7,48.6,
nation,England,E92000001,2021-06-04,69.3,47.7,
nation,England,E92000001,2021-06-03,69.0,47.0,
nation,England,E92000001,2021-06-02,68.7,46.4,
nation,England,E92000001,2021-06-01,68.4,45.8,
nation,England,E92000001,2021-05-31,68.2,45.2,
nation,England,E92000001,2021-05-30,68.1,44.9,
nation,England,E92000001,2021-05-29,67.9,44.5,
nation,England,E92000001,2021-05-28,67.6,43.7,
nation,England,E92000001,2021-05-27,67.2,43.0,
nation,England,E92000001,2021-05-26,66.7,42.2,
nation,England,E92000001,2021-05-25,66.3,41.4,
nation,England,E92000001,2021-05-24,66.0,40.7,
nation,England,E92000001,2021-05-23,65.8,40.2,
nation,England,E92000001,2021-05-22,65.6,39.7,
nation,England,E92000001,2021-05-21,65.2,38.7,
nation,England,E92000001,2021-05-20,64.8,37.9,
nation,England,E92000001,2021-05-19,64.3,37.1,
nation,England,E92000001,2021-05-18,63.8,36.5,
nation,England,E92000001,2021-05-17,63.5,35.9,
nation,England,E92000001,2021-05-16,63.3,35.5,
nation,England,E92000001,2021-05-15,63.1,35.2,
nation,England,E92000001,2021-05-14,62.7,34.4,
nation,England,E92000001,2021-05-13,62.3,33.7,
nation,England,E92000001,2021-05-12,62.0,32.9,
nation,England,E92000001,2021-05-11,61.7,32.1,
nation,England,E92000001,2021-05-10,61.5,31.5,
nation,England,E92000001,2021-05-09,61.3,31.1,
nation,England,E92000001,2021-05-08,61.1,30.7,
nation,England,E92000001,2021-05-07,60.9,29.9,
nation,England,E92000001,2021-05-06,60.6,29.0,
nation,England,E92000001,2021-05-05,60.4,28.2,
nation,England,E92000001,2021-05-04,60.2,27.5,
nation,England,E92000001,2021-05-03,60.0,27.0,
nation,England,E92000001,2021-05-02,59.9,26.8,
nation,England,E92000001,2021-05-01,59.7,26.5,
nation,England,E92000001,2021-04-30,59.5,25.9,
nation,England,E92000001,2021-04-29,59.2,25.1,
nation,England,E92000001,2021-04-28,59.0,24.3,
nation,England,E92000001,2021-04-27,58.8,23.5,
nation,England,E92000001,2021-04-26,58.6,22.8,
nation,England,E92000001,2021-04-25,58.5,22.3,
nation,England,E92000001,2021-04-24,58.4,21.8,
nation,England,E92000001,2021-04-23,58.1,20.9,
nation,England,E92000001,2021-04-22,57.9,20.0,
nation,England,E92000001,2021-04-21,57.7,19.3,
nation,England,E92000001,2021-04-20,57.5,18.6,
nation,England,E92000001,2021-04-19,57.3,18.1,
nation,England,E92000001,2021-04-18,57.1,17.6,
nation,England,E92000001,2021-04-17,57.0,17.2,
nation,England,E92000001,2021-04-16,56.7,16.3,
nation,England,E92000001,2021-04-15,56.5,15.3,
nation,England,E92000001,2021-04-14,56.3,14.6,
nation,England,E92000001,2021-04-13,56.2,14.0,
nation,England,E92000001,2021-04-12,56.1,13.4,
nation,England,E92000001,2021-04-11,56.0,13.1,
nation,England,E92000001,2021-04-10,56.0,12.8,
nation,England,E92000001,2021-04-09,55.8,11.9,
nation,England,E92000001,2021-04-08,55.7,11.0,
nation,England,E92000001,2021-04-07,55.6,10.2,
nation,England,E92000001,2021-04-06,55.4,9.4,
nation,England,E92000001,2021-04-05,55.3,9.1,
nation,England,E92000001,2021-04-04,55.3,9.0,
nation,England,E92000001,2021-04-03,55.2,8.9,
nation,England,E92000001,2021-04-02,55.1,8.6,
nation,England,E92000001,2021-04-01,54.9,8.1,
nation,England,E92000001,2021-03-31,54.7,7.3,
nation,England,E92000001,2021-03-30,54.3,6.6,
nation,England,E92000001,2021-03-29,53.9,6.1,
nation,England,E92000001,2021-03-28,53.5,5.8,
nation,England,E92000001,2021-03-27,53.0,5.5,
nation,England,E92000001,2021-03-26,52.3,5.1,
nation,England,E92000001,2021-03-25,51.6,4.6,
nation,England,E92000001,2021-03-24,51.0,4.2,
nation,England,E92000001,2021-03-23,50.5,3.8,
nation,England,E92000001,2021-03-22,49.9,3.5,
nation,England,E92000001,2021-03-21,49.3,3.4,
nation,England,E92000001,2021-03-20,48.7,3.3,
nation,England,E92000001,2021-03-19,47.3,3.1,
nation,England,E92000001,2021-03-18,46.2,2.9,
nation,England,E92000001,2021-03-17,45.2,2.7,
nation,England,E92000001,2021-03-16,44.4,2.5,
nation,England,E92000001,2021-03-15,43.7,2.4,
nation,England,E92000001,2021-03-14,43.0,2.3,
nation,England,E92000001,2021-03-13,42.5,2.3,
nation,England,E92000001,2021-03-12,41.6,2.2,
nation,England,E92000001,2021-03-11,40.9,2.1,
nation,England,E92000001,2021-03-10,40.5,1.9,
nation,England,E92000001,2021-03-09,40.1,1.8,
nation,England,E92000001,2021-03-08,39.7,1.7,
nation,England,E92000001,2021-03-07,39.3,1.6,
nation,England,E92000001,2021-03-06,39.0,1.6,
nation,England,E92000001,2021-03-05,38.2,1.6,
nation,England,E92000001,2021-03-04,37.4,1.5,
nation,England,E92000001,2021-03-03,36.8,1.4,
nation,England,E92000001,2021-03-02,36.3,1.3,
nation,England,E92000001,2021-03-01,35.9,1.3,
nation,England,E92000001,2021-02-28,35.6,1.2,
nation,England,E92000001,2021-02-27,35.2,1.2,
nation,England,E92000001,2021-02-26,34.5,1.2,
nation,England,E92000001,2021-02-25,33.5,1.2,
nation,England,E92000001,2021-02-24,32.7,1.1,
nation,England,E92000001,2021-02-23,31.8,1.1,
nation,England,E92000001,2021-02-22,31.2,1.1,
nation,England,E92000001,2021-02-21,30.9,1.1,
nation,England,E92000001,2021-02-20,30.7,1.1,
nation,England,E92000001,2021-02-19,30.1,1.1,
nation,England,E92000001,2021-02-18,29.4,1.0,
nation,England,E92000001,2021-02-17,28.6,1.0,
nation,England,E92000001,2021-02-16,27.7,1.0,
nation,England,E92000001,2021-02-15,27.0,1.0,
nation,England,E92000001,2021-02-14,26.6,1.0,
nation,England,E92000001,2021-02-13,26.2,1.0,
nation,England,E92000001,2021-02-12,25.3,1.0,
nation,England,E92000001,2021-02-11,24.4,1.0,
nation,England,E92000001,2021-02-10,23.6,1.0,
nation,England,E92000001,2021-02-09,22.9,1.0,
nation,England,E92000001,2021-02-08,22.3,1.0,
nation,England,E92000001,2021-02-07,21.7,1.0,
nation,England,E92000001,2021-02-06,21.3,1.0,
nation,England,E92000001,2021-02-05,20.3,1.0,
nation,England,E92000001,2021-02-04,19.5,1.0,
nation,England,E92000001,2021-02-03,18.7,1.0,
nation,England,E92000001,2021-02-02,17.9,1.0,
nation,England,E92000001,2021-02-01,17.3,1.0,
nation,England,E92000001,2021-01-31,16.7,1.0,
nation,England,E92000001,2021-01-30,16.1,0.9,
nation,England,E92000001,2021-01-29,15.0,0.9,
nation,England,E92000001,2021-01-28,14.1,0.9,
nation,England,E92000001,2021-01-27,13.4,0.9,
nation,England,E92000001,2021-01-26,12.9,0.9,
nation,England,E92000001,2021-01-25,12.3,0.9,
nation,England,E92000001,2021-01-24,11.8,0.9,
nation,England,E92000001,2021-01-23,11.4,0.9,
nation,England,E92000001,2021-01-22,10.5,0.9,
nation,England,E92000001,2021-01-21,9.6,0.9,
nation,England,E92000001,2021-01-20,8.9,0.9,
nation,England,E92000001,2021-01-19,8.2,0.9,
nation,England,E92000001,2021-01-18,7.6,0.9,
nation,England,E92000001,2021-01-17,7.3,0.9,
nation,England,E92000001,2021-01-16,7.0,0.9,
nation,England,E92000001,2021-01-15,6.4,0.9,
nation,England,E92000001,2021-01-14,5.7,0.9,
nation,England,E92000001,2021-01-13,5.2,0.9,
nation,England,E92000001,2021-01-12,4.7,0.8,
nation,England,E92000001,2021-01-11,4.3,0.8,
nation,England,E92000001,2021-01-10,4.0,0.8,
nation,Northern Ireland,N92000002,2022-02-05,88.6,82.3,59.5
nation,Northern Ireland,N92000002,2022-02-04,88.6,82.3,59.4
nation,Northern Ireland,N92000002,2022-02-03,88.6,82.2,59.3
nation,Northern Ireland,N92000002,2022-02-02,88.6,82.2,59.2
nation,Northern Ireland,N92000002,2022-02-01,88.6,82.2,59.0
nation,Northern Ireland,N92000002,2022-01-31,88.6,82.2,58.9
nation,Northern Ireland,N92000002,2022-01-30,88.6,82.2,58.9
nation,Northern Ireland,N92000002,2022-01-29,88.5,82.1,58.8
nation,Northern Ireland,N92000002,2022-01-28,88.5,82.1,58.7
nation,Northern Ireland,N92000002,2022-01-27,88.5,82.1,58.6
nation,Northern Ireland,N92000002,2022-01-26,88.5,82.0,58.5
nation,Northern Ireland,N92000002,2022-01-25,88.5,82.0,58.3
nation,Northern Ireland,N92000002,2022-01-24,88.4,82.0,58.2
nation,Northern Ireland,N92000002,2022-01-23,88.4,81.9,58.1
nation,Northern Ireland,N92000002,2022-01-22,88.4,81.9,58.0
nation,Northern Ireland,N92000002,2022-01-21,88.4,81.8,57.9
nation,Northern Ireland,N92000002,2022-01-20,88.4,81.8,57.7
nation,Northern Ireland,N92000002,2022-01-19,88.3,81.8,57.5
nation,Northern Ireland,N92000002,2022-01-18,88.3,81.7,57.2
nation,Northern Ireland,N92000002,2022-01-17,88.3,81.7,57.0
nation,Northern Ireland,N92000002,2022-01-16,88.2,81.7,56.7
nation,Northern Ireland,N92000002,2022-01-15,88.2,81.6,56.6
nation,Northern Ireland,N92000002,2022-01-14,88.2,81.6,56.5
nation,Northern Ireland,N92000002,2022-01-13,88.2,81.6,56.2
nation,Northern Ireland,N92000002,2022-01-12,88.1,81.5,55.8
nation,Northern Ireland,N92000002,2022-01-11,88.1,81.5,55.3
nation,Northern Ireland,N92000002,2022-01-10,88.0,81.5,54.9
nation,Northern Ireland,N92000002,2022-01-09,88.0,81.4,54.5
nation,Northern Ireland,N92000002,2022-01-08,87.9,81.4,54.1
nation,Northern Ireland,N92000002,2022-01-07,87.9,81.4,54.1
nation,Northern Ireland,N92000002,2022-01-06,87.9,81.4,53.6
nation,Northern Ireland,N92000002,2022-01-05,87.9,81.3,53.0
nation,Northern Ireland,N92000002,2022-01-04,87.6,81.2,52.6
nation,Northern Ireland,N92000002,2022-01-03,87.6,81.2,52.2
nation,Northern Ireland,N92000002,2022-01-02,87.6,81.2,51.9
nation,Northern Ireland,N92000002,2022-01-01,87.6,81.1,51.7
nation,Northern Ireland,N92000002,2021-12-31,87.6,81.1,51.6
nation,Northern Ireland,N92000002,2021-12-30,87.6,81.1,51.4
nation,Northern Ireland,N92000002,2021-12-29,87.5,81.1,50.7
nation,Northern Ireland,N92000002,2021-12-28,87.5,81.1,50.1
nation,Northern Ireland,N92000002,2021-12-27,87.4,81.0,49.6
nation,Northern Ireland,N92000002,2021-12-26,87.4,81.0,49.2
nation,Northern Ireland,N92000002,2021-12-25,87.4,81.0,49.0
nation,Northern Ireland,N92000002,2021-12-24,87.4,81.0,49.0
nation,Northern Ireland,N92000002,2021-12-23,87.4,81.0,48.8
nation,Northern Ireland,N92000002,2021-12-22,87.3,81.0,47.9
nation,Northern Ireland,N92000002,2021-12-21,87.3,80.9,46.4
nation,Northern Ireland,N92000002,2021-12-20,87.2,80.9,44.5
nation,Northern Ireland,N92000002,2021-12-19,87.2,80.8,42.6
nation,Northern Ireland,N92000002,2021-12-18,87.1,80.8,41.7
nation,Northern Ireland,N92000002,2021-12-17,87.1,80.7,41.1
nation,Northern Ireland,N92000002,2021-12-16,87.0,80.7,40.0
nation,Northern Ireland,N92000002,2021-12-15,87.0,80.6,38.5
nation,Northern Ireland,N92000002,2021-12-14,86.9,80.5,36.8
nation,Northern Ireland,N92000002,2021-12-13,86.8,80.5,35.4
nation,Northern Ireland,N92000002,2021-12-12,86.8,80.4,33.9
nation,Northern Ireland,N92000002,2021-12-11,86.7,80.3,33.4
nation,Northern Ireland,N92000002,2021-12-10,86.7,80.3,33.0
nation,Northern Ireland,N92000002,2021-12-09,86.6,80.3,32.3
nation,Northern Ireland,N92000002,2021-12-08,86.5,80.2,31.5
nation,Northern Ireland,N92000002,2021-12-07,86.4,80.1,30.6
nation,Northern Ireland,N92000002,2021-12-06,86.3,80.1,29.7
nation,Northern Ireland,N92000002,2021-12-05,86.2,80.0,29.1
nation,Northern Ireland,N92000002,2021-12-04,86.0,79.9,27.7
nation,Northern Ireland,N92000002,2021-12-03,86.0,79.9,27.7
nation,Northern Ireland,N92000002,2021-12-02,86.0,79.8,27.3
nation,Northern Ireland,N92000002,2021-12-01,85.9,79.7,26.4
nation,Northern Ireland,N92000002,2021-11-30,85.8,79.7,25.4
nation,Northern Ireland,N92000002,2021-11-29,85.7,79.6,24.4
nation,Northern Ireland,N92000002,2021-11-28,85.6,79.5,23.4
nation,Northern Ireland,N92000002,2021-11-27,85.3,79.3,22.4
nation,Northern Ireland,N92000002,2021-11-26,85.3,79.3,22.4
nation,Northern Ireland,N92000002,2021-11-25,85.3,79.3,22.4
nation,Northern Ireland,N92000002,2021-11-24,85.2,79.2,21.6
nation,Northern Ireland,N92000002,2021-11-23,85.1,79.1,20.6
nation,Northern Ireland,N92000002,2021-11-22,85.0,79.0,19.6
nation,Northern Ireland,N92000002,2021-11-21,84.9,78.9,18.7
nation,Northern Ireland,N92000002,2021-11-20,84.8,78.9,18.2
nation,Northern Ireland,N92000002,2021-11-19,84.8,78.9,17.9
nation,Northern Ireland,N92000002,2021-11-18,84.8,78.8,17.3
nation,Northern Ireland,N92000002,2021-11-17,84.6,78.8,16.3
nation,Northern Ireland,N92000002,2021-11-16,84.4,78.7,15.2
nation,Northern Ireland,N92000002,2021-11-15,84.3,78.6,14.3
nation,Northern Ireland,N92000002,2021-11-14,84.2,78.6,13.4
nation,Northern Ireland,N92000002,2021-11-13,84.1,78.5,13.1
nation,Northern Ireland,N92000002,2021-11-12,84.1,78.5,12.7
nation,Northern Ireland,N92000002,2021-11-11,84.0,78.5,12.1
nation,Northern Ireland,N92000002,2021-11-10,83.9,78.4,11.3
nation,Northern Ireland,N92000002,2021-11-09,83.8,78.3,10.4
nation,Northern Ireland,N92000002,2021-11-08,83.7,78.3,9.6
nation,Northern Ireland,N92000002,2021-11-07,83.6,78.2,8.9
nation,Northern Ireland,N92000002,2021-11-06,83.5,78.2,8.7
