,value,time
998,-12.775780660882951,2019-10-31 06:06:25.743015424
999,-12.305159180307822,2019-11-07 18:48:31.403351744
1000,-11.821882981426516,2019-11-12 10:25:06.664147648
1001,-11.376780375611505,2019-11-15 18:08:23.279001920
1002,-10.931631227985877,2019-11-21 07:00:30.970425600
1003,-10.48652862217086,2019-11-24 14:43:47.585279808
1004,-10.028575822445088,2019-12-04 08:34:44.322185536
1005,-9.405362361588146,2019-12-12 07:54:36.197835712
1006,-9.0078254862215,2019-12-21 04:30:00.504113728
1007,-8.557401600059524,2019-12-25 14:47:42.657252672
1008,-8.197043874405693,2019-12-30 01:05:24.810391680
1009,-7.767788755105034,2020-01-04 13:57:32.501815424
1010,-7.349176196498302,2020-01-07 21:40:49.116669632
1011,-7.052282883798863,2020-01-17 15:31:45.853575360
1012,-7.210985803814406,2020-01-28 22:34:54.344079808
1013,-7.560538072437154,2020-02-03 11:27:02.035503488
1014,-8.005384698293785,2020-02-12 08:02:26.341781440
1015,-8.471516445538274,2020-02-16 18:20:08.494920448
1016,-8.87407207948289,2020-02-21 04:37:50.648059456
1017,-9.255528759282113,2020-02-21 04:37:50.648059456
1018,-9.636985439081332,2020-02-21 04:37:50.648059456
1019,-10.018442118880554,2020-02-21 04:37:50.648059456
1020,-10.399898798679777,2020-02-21 04:37:50.648059456
1021,-11.883294900532796,2020-02-23 09:46:41.724628928
1022,-12.222320962988151,2020-02-25 14:55:32.801198400
1023,-12.603777642787378,2020-02-25 14:55:32.801198400
1024,-12.9852343225866,2020-02-25 14:55:32.801198400
1025,-13.36669100238582,2020-02-25 14:55:32.801198400
1026,-13.748147682185042,2020-02-25 14:55:32.801198400
1027,-14.129604361984264,2020-02-25 14:55:32.801198400
1028,-14.63815121263574,2020-02-28 13:47:20.903291072
1029,-15.1891131666942,2020-03-01 01:13:14.954337408
1030,-15.57056984649342,2020-03-01 01:13:14.954337408
1031,-15.952026526292642,2020-03-01 01:13:14.954337408
1032,-16.333483206091863,2020-03-01 01:13:14.954337408
1033,-16.714939885891084,2020-03-01 01:13:14.954337408
1034,-17.096396565690306,2020-03-01 01:13:14.954337408
1035,-17.477853245489527,2020-03-01 01:13:14.954337408
1036,-17.85930992528875,2020-03-01 01:13:14.954337408
1037,-18.145448976948785,2020-02-27 20:04:23.877767872
1038,-18.579777153606464,2020-03-04 00:05:03.056430080
1039,-19.067209536175675,2020-03-03 06:22:06.030906880
1040,-19.427427636397653,2020-03-05 11:30:57.107476352
1041,-19.808884316196878,2020-03-05 11:30:57.107476352
1042,-20.190340995996092,2020-03-05 11:30:57.107476352
1043,-20.57179767579532,2020-03-05 11:30:57.107476352
1044,-20.953254355594535,2020-03-05 11:30:57.107476352
1045,-21.33471103539376,2020-03-05 11:30:57.107476352
1046,-21.71616771519298,2020-03-05 11:30:57.107476352
1047,-22.0976243949922,2020-03-05 11:30:57.107476352
1048,-22.532084440113287,2020-03-04 08:56:31.569191616
1049,-22.9876279254429,2020-03-08 10:22:45.209569024
1050,-23.453868270245486,2020-03-07 16:39:48.184045824
1051,-23.87766248376733,2020-03-09 21:48:39.260615360
1052,-24.259119163566552,2020-03-09 21:48:39.260615360
1053,-24.64057584336577,2020-03-09 21:48:39.260615360
1054,-25.022032523164995,2020-03-09 21:48:39.260615360
1055,-25.403489202964217,2020-03-09 21:48:39.260615360
1056,-25.78494588276344,2020-03-09 21:48:39.260615360
1057,-26.16640256256266,2020-03-09 21:48:39.260615360
1058,-26.54785924236188,2020-03-09 21:48:39.260615360
1059,-26.929315922161106,2020-03-09 21:48:39.260615360
1060,-27.39549421121621,2020-03-12 02:57:30.337184832
1061,-27.86167250027132,2020-03-14 08:06:21.413754304
1062,-28.24312918007054,2020-03-14 08:06:21.413754304
1063,-28.62458585986976,2020-03-14 08:06:21.413754304
1064,-29.006042539668982,2020-03-14 08:06:21.413754304
1065,-29.387499219468204,2020-03-14 08:06:21.413754304
1066,-29.768955899267425,2020-03-14 08:06:21.413754304
1067,-30.150412579066646,2020-03-14 08:06:21.413754304
1068,-30.57427660530441,2020-03-13 05:31:55.875469568
1069,-30.955663472387712,2020-03-16 13:15:12.490323776
1070,-31.33712015218693,2020-03-16 13:15:12.490323776
1071,-31.760914365708786,2020-03-18 18:24:03.566893312
1072,-32.14237104550801,2020-03-18 18:24:03.566893312
1073,-32.52382772530723,2020-03-18 18:24:03.566893312
1074,-32.90528440510645,2020-03-18 18:24:03.566893312
1075,-33.3079563935776,2020-03-17 15:49:38.028608576
1076,-33.8800483296552,2020-03-22 02:07:20.181747520
1077,-34.155428466094776,2020-03-27 14:59:27.873171264
1078,-34.027996988631344,2020-04-09 21:52:34.332588096
1079,-33.80310075416568,2020-04-22 07:30:08.361377280
1080,-33.17992452675724,2020-04-28 12:18:55.375771904
1081,-32.57585371260618,2020-05-03 03:55:30.636567808
1082,-31.844639980217508,2020-05-07 08:54:19.682049856
1083,-32.22620836036221,2020-05-02 01:21:05.098283072
1084,-31.234216208917523,2020-05-11 19:12:01.835188864
1085,-30.57293154697764,2020-05-16 05:29:43.988327808
1086,-29.98475476115156,2020-05-20 21:06:19.249123712
1087,-29.476052771131364,2020-05-25 07:24:01.402262720
1088,-28.96735078111117,2020-05-29 17:41:43.555401664
1089,-28.50633087606588,2020-06-03 03:59:25.708540672
1090,-28.02944021360093,2020-06-06 11:42:42.323394944
1091,-27.584291065975307,2020-06-12 00:34:50.014818624
1092,-27.16038049792692,2020-06-15 08:18:06.629672832
1093,-26.85290978306841,2020-06-24 04:53:30.935950848
1094,-26.86322655108804,2020-07-07 11:46:37.395367808
1095,-26.83325983062683,2020-07-21 15:55:16.285412480
1096,-26.27360386634551,2020-07-30 12:30:40.591690496
1097,-25.739490047729618,2020-08-03 01:32:50.314201664
1098,-26.75680094414877,2020-07-29 15:15:08.161062656
1099,-25.315556208775924,2020-08-07 11:50:32.467340608
1100,-24.960473221658447,2020-08-13 00:42:40.158764352
1101,-24.91258169853577,2020-08-22 23:52:30.003327040
1102,-25.31518387429101,2020-08-25 05:01:21.079896576
1103,-25.69664055409023,2020-08-25 05:01:21.079896576
1104,-26.120388225801463,2020-08-29 15:19:03.233035520
1105,-26.501844905600684,2020-08-29 15:19:03.233035520
1106,-26.92559257731192,2020-09-03 01:36:45.386174528
1107,-27.30704925711114,2020-09-03 01:36:45.386174528
1108,-27.667313899143743,2020-09-03 01:36:45.386174528
1109,-28.112253608621607,2020-09-07 11:54:27.539313472
1110,-28.53611763485938,2020-09-06 09:20:02.001028736
1111,-29.00222611119856,2020-09-11 22:12:09.692452544
1112,-29.38368279099778,2020-09-11 22:12:09.692452544
1113,-29.648629804891183,2020-09-09 17:03:18.615882944
1114,-30.12531102920836,2020-09-16 08:29:51.845591424
1115,-30.570343822307457,2020-09-16 08:29:51.845591424
1116,-31.129701919000844,2020-09-21 16:03:06.429358208
1117,-31.650951581162797,2020-09-25 05:05:16.151869440
1118,-32.032315177340784,2020-09-29 15:22:58.305008384
1119,-32.43487081128541,2020-10-04 01:40:40.458147328
1120,-32.85859521209133,2020-10-09 14:32:48.149571072
1121,-32.64216183018915,2020-10-22 16:07:01.501331072
1122,-33.049114113843174,2020-10-19 13:42:37.994133760
1123,-31.68206478155881,2020-10-27 07:43:36.762127040
1124,-32.1165248266799,2020-10-26 05:09:11.223842240
1125,-30.53762492944523,2020-10-30 15:26:53.376981184
1126,-31.04621056493888,2020-10-31 18:01:18.915265984
1127,-31.332419429314832,2020-10-26 05:09:11.223842240
1128,-29.202433466526728,2020-11-04 01:44:35.530120192
1129,-29.63687024074251,2020-11-04 01:44:35.530120192
1130,-29.9971348827751,2020-11-04 01:44:35.530120192
1131,-27.84815055289401,2020-11-09 09:17:50.113886976
1132,-28.365254891123875,2020-11-08 12:02:17.683259200
1133,-28.70432749538984,2020-11-08 12:02:17.683259200
1134,-26.849907836283755,2020-11-14 00:54:25.374682880
1135,-27.284367881404847,2020-11-12 22:19:59.836398208
1136,-26.14412454921503,2020-11-18 05:53:14.420164928
1137,-26.50026248403978,2020-11-12 22:19:59.836398208
1138,-25.821838024644144,2020-11-26 05:13:06.295815104
1139,-26.245585696355377,2020-11-30 15:30:48.448954048
1140,-26.669333368066617,2020-12-05 01:48:30.602093056
1141,-27.02959801009922,2020-12-05 01:48:30.602093056
1142,-27.43215364404383,2020-12-09 12:06:12.755232064
1143,-27.882391362963357,2020-12-13 22:23:54.908371008
1144,-27.48483121669139,2020-12-23 21:33:44.752933760
1145,-27.135069509920875,2020-12-28 07:51:26.906072704
1146,-27.898099224045858,2020-12-22 18:59:19.214649024
1147,-26.53736561546193,2021-01-01 12:50:15.951554752
1148,-25.969344536419435,2021-01-05 01:52:25.674065920
1149,-24.761305300100663,2021-01-09 12:10:07.827204992
1150,-23.860550611397954,2021-01-13 22:27:49.980343744
1151,-24.21021923454724,2021-01-13 22:27:49.980343744
1152,-22.93858526820436,2021-01-19 06:01:04.564110720
1153,-23.404828715794324,2021-01-18 08:45:32.133482816
1154,-25.163860934045296,2021-01-13 22:27:49.980343744
1155,-21.870413481145317,2021-01-23 16:18:46.717249600
1156,-22.366325781608545,2021-01-22 19:03:14.286621888
1157,-20.935746877834923,2021-01-28 07:55:21.978045568
1158,-21.32782284742277,2021-01-27 05:20:56.439760768
1159,-19.791307025721338,2021-01-31 15:38:38.592899776
1160,-20.268104604565053,2021-02-01 18:13:04.131184576
1161,-20.522525412291078,2021-01-27 05:20:56.439760768
1162,-18.45611556280284,2021-02-05 01:56:20.746038784
1163,-18.96470119829649,2021-02-06 04:30:46.284323456
1164,-19.3144396341617,2021-02-02 20:47:29.669469248
1165,-17.50238077968355,2021-02-09 12:14:02.899177792
1166,-17.93681755389933,2021-02-09 12:14:02.899177792
1167,-16.580415436489957,2021-02-14 19:47:17.482944576
1168,-17.046658884079918,2021-02-13 22:31:45.052316736
1169,-15.969991665189973,2021-02-19 06:04:59.636083520
1170,-15.53114893290266,2021-02-27 05:24:51.511733760
1171,-15.276565228839488,2021-03-12 12:17:57.971150656
1172,-14.799534940942692,2021-03-22 11:27:47.815713344
1173,-14.068339825278258,2021-03-25 19:11:04.430567488
1174,-14.386220391777613,2021-03-25 19:11:04.430567488
1175,-15.11743877834735,2021-03-21 08:53:22.277428480
1176,-13.095513591444778,2021-03-31 02:44:19.014334336
1177,-13.570233854141383,2021-03-30 05:28:46.583706560
1178,-12.160846988134391,2021-04-04 18:20:54.275130176
1179,-12.552922957722233,2021-04-03 15:46:28.736845504
1180,-11.035461353286518,2021-04-08 23:19:43.320612288
1181,-11.514420023536452,2021-04-08 02:04:10.889984448
1182,-11.74762552259054,2021-04-03 15:46:28.736845504
1183,-10.094460409551456,2021-04-12 12:21:53.043123456
1184,-10.475917089350675,2021-04-12 12:21:53.043123456
1185,-9.347324723751443,2021-04-18 01:14:00.734547136
1186,-9.71295718794162,2021-04-14 17:30:44.119692928
1187,-8.86513605184484,2021-04-21 08:57:17.349401344
1188,-8.780088649914656,2021-05-04 15:50:23.808818304
1189,-8.873035748499863,2021-05-18 19:59:02.698863168
1190,-8.29211327955494,2021-05-31 05:36:36.727652224
1191,-8.663020482281464,2021-05-29 00:27:45.651082752
1192,-7.868156169695933,2021-06-05 18:28:44.419075904
1193,-7.42305356388092,2021-06-09 02:12:01.033930176
1194,-7.025516688514273,2021-06-17 22:47:25.340208064
1195,-6.998747390442304,2021-07-01 05:40:31.799624960
1196,-7.311143780257538,2021-07-10 02:15:56.105903040
1197,-7.740096377789204,2021-07-18 22:51:20.412180992
1198,-8.20622812503369,2021-07-23 09:09:02.565320000
1199,-8.608783758978305,2021-07-27 19:26:44.718458944
1200,-8.969048401010902,2021-07-27 19:26:44.718458944
1201,-9.413988110488766,2021-08-01 05:44:26.871597952
1202,-9.774252752521363,2021-08-01 05:44:26.871597952
1203,-10.219192461999224,2021-08-05 16:02:09.024736832
1204,-10.579457104031825,2021-08-05 16:02:09.024736832
1205,-10.982012737976437,2021-08-10 02:19:51.177875904
1206,-11.342277380009037,2021-08-10 02:19:51.177875904
1207,-11.787217089486898,2021-08-14 12:37:33.331014912
1208,-12.147481731519491,2021-08-14 12:37:33.331014912
1209,-12.550037365464108,2021-08-18 22:55:15.484153792
1210,-12.91030200749671,2021-08-18 22:55:15.484153792
1211,-13.448468066423466,2021-08-24 06:28:30.067920576
1212,-14.096893226090463,2021-08-26 16:56:14.252147072
1213,-14.499425589129778,2021-09-01 05:48:21.943570752
1214,-14.923289615367544,2021-08-31 03:13:56.405286080
1215,-15.347014016173482,2021-09-05 16:06:04.096709696
1216,-15.728470695972703,2021-09-05 16:06:04.096709696
1217,-16.194602443217185,2021-09-10 02:23:46.249848704
1218,-16.575966039395176,2021-09-14 12:41:28.402987712
1219,-16.872561484506676,2021-09-18 22:59:10.556126720
1220,-16.48032261858168,2021-09-27 19:34:34.862404736
1221,-15.901668287207391,2021-10-03 03:07:49.446171456
1222,-15.25309884792749,2021-10-07 13:25:31.599310528
1223,-14.636312811116454,2021-10-12 05:02:06.860106432
1224,-14.180614186418133,2021-10-15 12:45:23.474960576
1225,-13.90493152820956,2021-10-24 09:20:47.781238592
1226,-14.0318665596931,2021-11-03 17:22:06.138562880
1227,-14.413168100123606,2021-11-11 02:31:36.393794432
1228,-15.472428681843605,2021-11-27 08:16:30.955304064
1229,-15.896238409302327,2021-11-28 19:42:25.006350400
1230,-16.36766816598847,2021-12-03 06:00:07.159489344
1231,-16.955635513666785,2021-12-08 13:33:21.743256256
1232,-17.559557394023884,2021-12-11 00:01:05.927482624
1233,-18.03626188924637,2021-12-16 12:53:13.618906304
1234,-18.481294682345457,2021-12-16 12:53:13.618906304
1235,-19.040652779038844,2021-12-21 20:26:28.202673088
1236,-19.307784155243773,2021-12-16 12:53:13.618906304
1237,-19.66786263003392,2021-12-25 09:28:37.925184320
1238,-20.102322675155,2021-12-24 06:54:12.386899520
1239,-20.451921485588365,2021-12-27 14:37:29.001753792
1240,-20.81213958581035,2021-12-29 19:46:20.078323264
1241,-21.19359626560957,2021-12-29 19:46:20.078323264
1242,-21.723304126153927,2022-01-03 06:04:02.231462272
1243,-22.16833691925301,2022-01-03 06:04:02.231462272
1244,-22.454429429102436,2022-01-03 06:04:02.231462272
1245,-22.846389044163736,2022-01-07 16:21:44.384601152
1246,-23.22784572396296,2022-01-07 16:21:44.384601152
1247,-23.60930240376217,2022-01-07 16:21:44.384601152
1248,-24.07543415100666,2022-01-12 02:39:26.537740160
1249,-24.45689083080588,2022-01-12 02:39:26.537740160
1250,-24.92302257805037,2022-01-16 12:57:08.690879232
1251,-25.304479257849597,2022-01-16 12:57:08.690879232
1252,-25.569426271743,2022-01-14 07:48:17.614309632
1253,-26.014319439410244,2022-01-20 23:14:50.844018112
1254,-26.33220000590959,2022-01-20 23:14:50.844018112
1255,-26.74535165873752,2022-01-25 09:32:32.997157120
1256,-27.12680833853674,2022-01-25 09:32:32.997157120
1257,-27.59294008578124,2022-01-29 19:50:15.150296128
1258,-27.953204727813837,2022-01-29 19:50:15.150296128
1259,-28.42990922303632,2022-02-04 08:42:22.841719872
1260,-28.906660260069422,2022-02-07 16:25:39.456574080
1261,-29.19275276991884,2022-02-07 16:25:39.456574080
1262,-29.54232830944689,2022-02-12 02:43:21.609713088
1263,-29.92378498924612,2022-02-12 02:43:21.609713088
1264,-30.517068963090345,2022-02-16 13:01:03.762852032
1265,-31.11035293693456,2022-02-20 23:18:45.915991040
1266,-31.528918953730688,2022-02-19 20:44:20.377706240
1267,-31.95794136397827,2022-02-25 09:36:28.069129920
1268,-32.33939804377749,2022-02-25 09:36:28.069129920
1269,-32.62553709543753,2022-02-23 04:27:36.992560512
1270,-33.07043026310477,2022-03-01 19:54:10.222268992
1271,-33.57906244040904,2022-02-28 17:19:44.683984192
1272,-34.034605925738646,2022-03-04 18:45:58.324361664
1273,-34.458415653197385,2022-03-06 06:11:52.375408000
1274,-34.88227967943515,2022-03-05 03:37:26.837123200
1275,-35.39077223130758,2022-03-10 16:29:34.528546880
1276,-35.899404408611844,2022-03-09 13:55:08.990262208
1277,-36.36551288495102,2022-03-15 02:47:16.681685888
1278,-36.746969564750245,2022-03-15 02:47:16.681685888
1279,-37.01191657864365,2022-03-12 21:38:25.605116480
1280,-37.48859780296083,2022-03-19 13:04:58.834824960
1281,-37.83826642611012,2022-03-19 13:04:58.834824960
1282,-38.21965329319342,2022-03-22 20:48:15.449679168
1283,-38.69635778841591,2022-03-28 09:40:23.141102848
1284,-39.141204414272536,2022-04-06 06:15:47.447380800
1285,-39.63373312510408,2022-04-15 02:51:11.753658688
1286,-40.07857975096071,2022-04-23 23:26:36.059936768
1287,-40.38038012189263,2022-05-02 20:02:00.366214720
1288,-40.72976949417823,2022-05-16 02:55:06.825631616
1289,-40.92031166683538,2022-05-24 23:30:31.131909568
