,medalType,participantType,eventId,eventGender,eventName,disciplineId,disciplineName,gameId,gameName,gameSeason,name,country,ico2,ico3,year,sport,ico3eq
6097,Bronze,Athlete,large-hill-individual-men,Men,Large Hill Individual men,ski-jumping,Ski Jumping,grenoble-1968,Grenoble 1968,Winter,Lars GRINI,Norway,NO,NOR,1968,Skiing,NOR
6098,Gold,Athlete,normal-hill-individual-men,Men,Normal Hill Individual men,ski-jumping,Ski Jumping,grenoble-1968,Grenoble 1968,Winter,Jiri RASKA,Czechoslovakia,CSHH,TCH,1968,Skiing,CZE
6099,Silver,Athlete,normal-hill-individual-men,Men,Normal Hill Individual men,ski-jumping,Ski Jumping,grenoble-1968,Grenoble 1968,Winter,Reinhold BACHLER,Austria,AT,AUT,1968,Skiing,AUT
6100,Bronze,Athlete,normal-hill-individual-men,Men,Normal Hill Individual men,ski-jumping,Ski Jumping,grenoble-1968,Grenoble 1968,Winter,Baldur PREIML,Austria,AT,AUT,1968,Skiing,AUT
6101,Gold,Athlete,1000m-women,Women,1000m women,speed-skating,Speed skating,grenoble-1968,Grenoble 1968,Winter,Carolina GEIJSSEN,Netherlands,NL,NED,1968,Skating,NED
6102,Silver,Athlete,1000m-women,Women,1000m women,speed-skating,Speed skating,grenoble-1968,Grenoble 1968,Winter,Lyudmila TITOVA,Soviet Union,,URS,1968,Skating,RUS
6103,Bronze,Athlete,1000m-women,Women,1000m women,speed-skating,Speed skating,grenoble-1968,Grenoble 1968,Winter,Dianne HOLUM,United States of America,US,USA,1968,Skating,USA
6104,Gold,Athlete,1500m-men,Men,1500m men,speed-skating,Speed skating,grenoble-1968,Grenoble 1968,Winter,Cornelis VERKERK,Netherlands,NL,NED,1968,Skating,NED
6105,Silver,Athlete,1500m-men,Men,1500m men,speed-skating,Speed skating,grenoble-1968,Grenoble 1968,Winter,Ivar ERIKSEN,Norway,NO,NOR,1968,Skating,NOR
6106,Silver,Athlete,1500m-men,Men,1500m men,speed-skating,Speed skating,grenoble-1968,Grenoble 1968,Winter,Ard SCHENK,Netherlands,NL,NED,1968,Skating,NED
6107,Gold,Athlete,500m-men,Men,500m men,speed-skating,Speed skating,grenoble-1968,Grenoble 1968,Winter,Erhard KELLER,Federal Republic of Germany,DE,FRG,1968,Skating,DEU
6108,Silver,Athlete,500m-men,Men,500m men,speed-skating,Speed skating,grenoble-1968,Grenoble 1968,Winter,Richard MCDERMOTT,United States of America,US,USA,1968,Skating,USA
6109,Silver,Athlete,500m-men,Men,500m men,speed-skating,Speed skating,grenoble-1968,Grenoble 1968,Winter,Magne THOMASSEN,Norway,NO,NOR,1968,Skating,NOR
6110,Gold,Athlete,5000m-men,Men,5000m men,speed-skating,Speed skating,grenoble-1968,Grenoble 1968,Winter,Fred Anton MAIER,Norway,NO,NOR,1968,Skating,NOR
6111,Silver,Athlete,5000m-men,Men,5000m men,speed-skating,Speed skating,grenoble-1968,Grenoble 1968,Winter,Cornelis VERKERK,Netherlands,NL,NED,1968,Skating,NED
6112,Bronze,Athlete,5000m-men,Men,5000m men,speed-skating,Speed skating,grenoble-1968,Grenoble 1968,Winter,Petrus NOTTET,Netherlands,NL,NED,1968,Skating,NED
6113,Gold,Athlete,10000m-men,Men,10000m men,speed-skating,Speed skating,grenoble-1968,Grenoble 1968,Winter,Johnny HÖGLIN,Sweden,SE,SWE,1968,Skating,SWE
6114,Silver,Athlete,10000m-men,Men,10000m men,speed-skating,Speed skating,grenoble-1968,Grenoble 1968,Winter,Fred Anton MAIER,Norway,NO,NOR,1968,Skating,NOR
6115,Bronze,Athlete,10000m-men,Men,10000m men,speed-skating,Speed skating,grenoble-1968,Grenoble 1968,Winter,Örjan SANDLER,Sweden,SE,SWE,1968,Skating,SWE
6116,Gold,Athlete,1500m-women,Women,1500m women,speed-skating,Speed skating,grenoble-1968,Grenoble 1968,Winter,Kaija MUSTONEN,Finland,FI,FIN,1968,Skating,FIN
6117,Silver,Athlete,1500m-women,Women,1500m women,speed-skating,Speed skating,grenoble-1968,Grenoble 1968,Winter,Carolina GEIJSSEN,Netherlands,NL,NED,1968,Skating,NED
6118,Bronze,Athlete,1500m-women,Women,1500m women,speed-skating,Speed skating,grenoble-1968,Grenoble 1968,Winter,Stien Baas-Kaiser,Netherlands,NL,NED,1968,Skating,NED
6119,Gold,Athlete,500m-women,Women,500m women,speed-skating,Speed skating,grenoble-1968,Grenoble 1968,Winter,Lyudmila TITOVA,Soviet Union,,URS,1968,Skating,RUS
6120,Silver,Athlete,500m-women,Women,500m women,speed-skating,Speed skating,grenoble-1968,Grenoble 1968,Winter,Jennifer FISH,United States of America,US,USA,1968,Skating,USA
6121,Silver,Athlete,500m-women,Women,500m women,speed-skating,Speed skating,grenoble-1968,Grenoble 1968,Winter,Dianne HOLUM,United States of America,US,USA,1968,Skating,USA
6122,Silver,Athlete,500m-women,Women,500m women,speed-skating,Speed skating,grenoble-1968,Grenoble 1968,Winter,Mary MEYERS,United States of America,US,USA,1968,Skating,USA
6123,Gold,Athlete,3000m-women,Women,3000m women,speed-skating,Speed skating,grenoble-1968,Grenoble 1968,Winter,Johanna SCHUT,Netherlands,NL,NED,1968,Skating,NED
6124,Silver,Athlete,3000m-women,Women,3000m women,speed-skating,Speed skating,grenoble-1968,Grenoble 1968,Winter,Kaija MUSTONEN,Finland,FI,FIN,1968,Skating,FIN
6125,Bronze,Athlete,3000m-women,Women,3000m women,speed-skating,Speed skating,grenoble-1968,Grenoble 1968,Winter,Stien Baas-Kaiser,Netherlands,NL,NED,1968,Skating,NED
6126,Gold,GameTeam,hockey-men,Men,hockey men,hockey,Hockey,mexico-city-1968,Mexico City 1968,Summer,Pakistan team,Pakistan,PK,PAK,1968,Hockey,PAK
6127,Silver,GameTeam,hockey-men,Men,hockey men,hockey,Hockey,mexico-city-1968,Mexico City 1968,Summer,Australia team,Australia,AU,AUS,1968,Hockey,AUS
6128,Bronze,GameTeam,hockey-men,Men,hockey men,hockey,Hockey,mexico-city-1968,Mexico City 1968,Summer,India team,India,IN,IND,1968,Hockey,IND
6129,Gold,Athlete,10m-platform-women,Women,10m platform women,diving,Diving,mexico-city-1968,Mexico City 1968,Summer,Milena DUCHKOVA,Czechoslovakia,CSHH,TCH,1968,Aquatics,CZE
6130,Silver,Athlete,10m-platform-women,Women,10m platform women,diving,Diving,mexico-city-1968,Mexico City 1968,Summer,Natalya KUZNETSOVA-LOBANOVA,Soviet Union,,URS,1968,Aquatics,RUS
6131,Bronze,Athlete,10m-platform-women,Women,10m platform women,diving,Diving,mexico-city-1968,Mexico City 1968,Summer,Ann Stewart PETERSON,United States of America,US,USA,1968,Aquatics,USA
6132,Gold,Athlete,3m-springboard-men,Men,3m springboard men,diving,Diving,mexico-city-1968,Mexico City 1968,Summer,Bernard Charles WRIGHTSON,United States of America,US,USA,1968,Aquatics,USA
6133,Silver,Athlete,3m-springboard-men,Men,3m springboard men,diving,Diving,mexico-city-1968,Mexico City 1968,Summer,Klaus DIBIASI,Italy,IT,ITA,1968,Aquatics,ITA
6134,Bronze,Athlete,3m-springboard-men,Men,3m springboard men,diving,Diving,mexico-city-1968,Mexico City 1968,Summer,James Edward HENRY,United States of America,US,USA,1968,Aquatics,USA
6135,Gold,Athlete,10m-platform-men,Men,10m platform men,diving,Diving,mexico-city-1968,Mexico City 1968,Summer,Klaus DIBIASI,Italy,IT,ITA,1968,Aquatics,ITA
6136,Silver,Athlete,10m-platform-men,Men,10m platform men,diving,Diving,mexico-city-1968,Mexico City 1968,Summer,Alvaro GAXIOLA ROBLES,Mexico,MX,MEX,1968,Aquatics,MEX
6137,Bronze,Athlete,10m-platform-men,Men,10m platform men,diving,Diving,mexico-city-1968,Mexico City 1968,Summer,Edwin Frank YOUNG,United States of America,US,USA,1968,Aquatics,USA
6138,Gold,Athlete,3m-springboard-women,Women,3m springboard women,diving,Diving,mexico-city-1968,Mexico City 1968,Summer,Susanne GOSSICK,United States of America,US,USA,1968,Aquatics,USA
6139,Silver,Athlete,3m-springboard-women,Women,3m springboard women,diving,Diving,mexico-city-1968,Mexico City 1968,Summer,Tamara FEDOSOVA-POGOZHEVA,Soviet Union,,URS,1968,Aquatics,RUS
6140,Bronze,Athlete,3m-springboard-women,Women,3m springboard women,diving,Diving,mexico-city-1968,Mexico City 1968,Summer,Keala O'SULLIVAN,United States of America,US,USA,1968,Aquatics,USA
6141,Gold,Athlete,welterweight-greco-roman-78-kilograms-men,Men,"Welterweight, Greco-Roman (≤78 kilograms) Men",wrestling,Wrestling,mexico-city-1968,Mexico City 1968,Summer,Rudolf VESPER,German Democratic Republic (Germany),DDDE,GDR,1968,Wrestling,DEU
6142,Silver,Athlete,welterweight-greco-roman-78-kilograms-men,Men,"Welterweight, Greco-Roman (≤78 kilograms) Men",wrestling,Wrestling,mexico-city-1968,Mexico City 1968,Summer,Daniel Sauton ROBIN,France,FR,FRA,1968,Wrestling,FRA
6143,Bronze,Athlete,welterweight-greco-roman-78-kilograms-men,Men,"Welterweight, Greco-Roman (≤78 kilograms) Men",wrestling,Wrestling,mexico-city-1968,Mexico City 1968,Summer,Karoly BAJKO,Hungary,HU,HUN,1968,Wrestling,HUN
6144,Gold,Athlete,light-heavyweight-freestyle-97-kilograms-men,Men,"Light-Heavyweight, Freestyle (≤97 kilograms) Men",wrestling,Wrestling,mexico-city-1968,Mexico City 1968,Summer,Ahmet AYIK,Turkey,TR,TUR,1968,Wrestling,TUR
6145,Silver,Athlete,light-heavyweight-freestyle-97-kilograms-men,Men,"Light-Heavyweight, Freestyle (≤97 kilograms) Men",wrestling,Wrestling,mexico-city-1968,Mexico City 1968,Summer,Shota LOMIDZE,Soviet Union,,URS,1968,Wrestling,RUS
6146,Bronze,Athlete,light-heavyweight-freestyle-97-kilograms-men,Men,"Light-Heavyweight, Freestyle (≤97 kilograms) Men",wrestling,Wrestling,mexico-city-1968,Mexico City 1968,Summer,Jozsef CSATARI,Hungary,HU,HUN,1968,Wrestling,HUN
6147,Gold,Athlete,welterweight-freestyle-78-kilograms-men,Men,"Welterweight, Freestyle (≤78 kilograms) Men",wrestling,Wrestling,mexico-city-1968,Mexico City 1968,Summer,Mahmut ATALAY,Turkey,TR,TUR,1968,Wrestling,TUR
6148,Silver,Athlete,welterweight-freestyle-78-kilograms-men,Men,"Welterweight, Freestyle (≤78 kilograms) Men",wrestling,Wrestling,mexico-city-1968,Mexico City 1968,Summer,Daniel Sauton ROBIN,France,FR,FRA,1968,Wrestling,FRA
6149,Bronze,Athlete,welterweight-freestyle-78-kilograms-men,Men,"Welterweight, Freestyle (≤78 kilograms) Men",wrestling,Wrestling,mexico-city-1968,Mexico City 1968,Summer,Artag TUMURYN,Mongolia,MN,MGL,1968,Wrestling,MGL
6150,Gold,Athlete,featherweight-greco-roman-63-kilograms-men,Men,"Featherweight, Greco-Roman (≤63 kilograms) Men",wrestling,Wrestling,mexico-city-1968,Mexico City 1968,Summer,Roman RURUA,Soviet Union,,URS,1968,Wrestling,RUS
6151,Silver,Athlete,featherweight-greco-roman-63-kilograms-men,Men,"Featherweight, Greco-Roman (≤63 kilograms) Men",wrestling,Wrestling,mexico-city-1968,Mexico City 1968,Summer,Hideo FUJIMOTO,Japan,JP,JPN,1968,Wrestling,JPN
6152,Bronze,Athlete,featherweight-greco-roman-63-kilograms-men,Men,"Featherweight, Greco-Roman (≤63 kilograms) Men",wrestling,Wrestling,mexico-city-1968,Mexico City 1968,Summer,Simion POPESCU,Romania,RO,ROU,1968,Wrestling,ROU
6153,Gold,Athlete,light-heavyweight-greco-roman-97-kilograms-men,Men,"Light-Heavyweight, Greco-Roman (≤97 kilograms) Men",wrestling,Wrestling,mexico-city-1968,Mexico City 1968,Summer,Boyan Aleksandrov RADEV,Bulgaria,BG,BUL,1968,Wrestling,BUL
6154,Silver,Athlete,light-heavyweight-greco-roman-97-kilograms-men,Men,"Light-Heavyweight, Greco-Roman (≤97 kilograms) Men",wrestling,Wrestling,mexico-city-1968,Mexico City 1968,Summer,Nikolai YAKOVENKO,Soviet Union,,URS,1968,Wrestling,RUS
6155,Bronze,Athlete,light-heavyweight-greco-roman-97-kilograms-men,Men,"Light-Heavyweight, Greco-Roman (≤97 kilograms) Men",wrestling,Wrestling,mexico-city-1968,Mexico City 1968,Summer,Nicolae MARTINESCU,Romania,RO,ROU,1968,Wrestling,ROU
6156,Gold,Athlete,heavyweight-freestyle-97-kilograms-men,Men,"Heavyweight, Freestyle (>97 kilograms) Men",wrestling,Wrestling,mexico-city-1968,Mexico City 1968,Summer,Aleksandr MEDVED,Soviet Union,,URS,1968,Wrestling,RUS
6157,Silver,Athlete,heavyweight-freestyle-97-kilograms-men,Men,"Heavyweight, Freestyle (>97 kilograms) Men",wrestling,Wrestling,mexico-city-1968,Mexico City 1968,Summer,Osman DURALIEV,Bulgaria,BG,BUL,1968,Wrestling,BUL
6158,Bronze,Athlete,heavyweight-freestyle-97-kilograms-men,Men,"Heavyweight, Freestyle (>97 kilograms) Men",wrestling,Wrestling,mexico-city-1968,Mexico City 1968,Summer,Wilfried DIETRICH,Federal Republic of Germany,DE,FRG,1968,Wrestling,DEU
6159,Gold,Athlete,bantamweight-freestyle-57-kilograms-men,Men,"Bantamweight, Freestyle (≤57 kilograms) Men",wrestling,Wrestling,mexico-city-1968,Mexico City 1968,Summer,Yojiro UETAKE,Japan,JP,JPN,1968,Wrestling,JPN
6160,Silver,Athlete,bantamweight-freestyle-57-kilograms-men,Men,"Bantamweight, Freestyle (≤57 kilograms) Men",wrestling,Wrestling,mexico-city-1968,Mexico City 1968,Summer,Donald Rae BEHM,United States of America,US,USA,1968,Wrestling,USA
6161,Bronze,Athlete,bantamweight-freestyle-57-kilograms-men,Men,"Bantamweight, Freestyle (≤57 kilograms) Men",wrestling,Wrestling,mexico-city-1968,Mexico City 1968,Summer,Abutaleb GORGORI,Islamic Republic of Iran,IR,IRI,1968,Wrestling,IRI
6162,Gold,Athlete,lightweight-freestyle-70-kilograms-men,Men,"Lightweight, Freestyle (≤70 kilograms) Men",wrestling,Wrestling,mexico-city-1968,Mexico City 1968,Summer,Abdullah Movahed,Islamic Republic of Iran,IR,IRI,1968,Wrestling,IRI
6163,Silver,Athlete,lightweight-freestyle-70-kilograms-men,Men,"Lightweight, Freestyle (≤70 kilograms) Men",wrestling,Wrestling,mexico-city-1968,Mexico City 1968,Summer,Enyu Dimov VALTCHEV,Bulgaria,BG,BUL,1968,Wrestling,BUL
6164,Bronze,Athlete,lightweight-freestyle-70-kilograms-men,Men,"Lightweight, Freestyle (≤70 kilograms) Men",wrestling,Wrestling,mexico-city-1968,Mexico City 1968,Summer,Sereeter DANZANDARJAA,Mongolia,MN,MGL,1968,Wrestling,MGL
6165,Gold,Athlete,flyweight-freestyle-52-kilograms-men,Men,"Flyweight, Freestyle (≤52 kilograms) Men",wrestling,Wrestling,mexico-city-1968,Mexico City 1968,Summer,Shigeo NAKATA,Japan,JP,JPN,1968,Wrestling,JPN
6166,Silver,Athlete,flyweight-freestyle-52-kilograms-men,Men,"Flyweight, Freestyle (≤52 kilograms) Men",wrestling,Wrestling,mexico-city-1968,Mexico City 1968,Summer,Richard Joseph SANDERS,United States of America,US,USA,1968,Wrestling,USA
6167,Bronze,Athlete,flyweight-freestyle-52-kilograms-men,Men,"Flyweight, Freestyle (≤52 kilograms) Men",wrestling,Wrestling,mexico-city-1968,Mexico City 1968,Summer,Damdinsharav Chimedbazaryn,Mongolia,MN,MGL,1968,Wrestling,MGL
6168,Gold,Athlete,bantamweight-greco-roman-57-kilograms-men,Men,"Bantamweight, Greco-Roman (≤57 kilograms) Men",wrestling,Wrestling,mexico-city-1968,Mexico City 1968,Summer,János Varga,Hungary,HU,HUN,1968,Wrestling,HUN
6169,Silver,Athlete,bantamweight-greco-roman-57-kilograms-men,Men,"Bantamweight, Greco-Roman (≤57 kilograms) Men",wrestling,Wrestling,mexico-city-1968,Mexico City 1968,Summer,Ion BACIU,Romania,RO,ROU,1968,Wrestling,ROU
6170,Bronze,Athlete,bantamweight-greco-roman-57-kilograms-men,Men,"Bantamweight, Greco-Roman (≤57 kilograms) Men",wrestling,Wrestling,mexico-city-1968,Mexico City 1968,Summer,Ivan KOCHERGIN,Soviet Union,,URS,1968,Wrestling,RUS
6171,Gold,Athlete,featherweight-freestyle-63-kilograms-men,Men,"Featherweight, Freestyle (≤63 kilograms) Men",wrestling,Wrestling,mexico-city-1968,Mexico City 1968,Summer,Masaaki Kaneko,Japan,JP,JPN,1968,Wrestling,JPN
6172,Silver,Athlete,featherweight-freestyle-63-kilograms-men,Men,"Featherweight, Freestyle (≤63 kilograms) Men",wrestling,Wrestling,mexico-city-1968,Mexico City 1968,Summer,Enyu Dinev TODOROV,Bulgaria,BG,BUL,1968,Wrestling,BUL
6173,Bronze,Athlete,featherweight-freestyle-63-kilograms-men,Men,"Featherweight, Freestyle (≤63 kilograms) Men",wrestling,Wrestling,mexico-city-1968,Mexico City 1968,Summer,Shamseddin SEYED-ABBASSI,Islamic Republic of Iran,IR,IRI,1968,Wrestling,IRI
6174,Gold,Athlete,middleweight-greco-roman-87-kilograms-men,Men,"Middleweight, Greco-Roman (≤87 kilograms) Men",wrestling,Wrestling,mexico-city-1968,Mexico City 1968,Summer,Lothar METZ,German Democratic Republic (Germany),DDDE,GDR,1968,Wrestling,DEU
6175,Silver,Athlete,middleweight-greco-roman-87-kilograms-men,Men,"Middleweight, Greco-Roman (≤87 kilograms) Men",wrestling,Wrestling,mexico-city-1968,Mexico City 1968,Summer,Valentin OLEINIK,Soviet Union,,URS,1968,Wrestling,RUS
6176,Bronze,Athlete,middleweight-greco-roman-87-kilograms-men,Men,"Middleweight, Greco-Roman (≤87 kilograms) Men",wrestling,Wrestling,mexico-city-1968,Mexico City 1968,Summer,Branislav SIMIC,Yugoslavia,YUCS,YUG,1968,Wrestling,SRB
6177,Gold,Athlete,flyweight-greco-roman-52-kilograms-men,Men,"Flyweight, Greco-Roman (≤52 kilograms) Men",wrestling,Wrestling,mexico-city-1968,Mexico City 1968,Summer,Petar KIROV,Bulgaria,BG,BUL,1968,Wrestling,BUL
6178,Silver,Athlete,flyweight-greco-roman-52-kilograms-men,Men,"Flyweight, Greco-Roman (≤52 kilograms) Men",wrestling,Wrestling,mexico-city-1968,Mexico City 1968,Summer,Vladimir BAKULIN,Soviet Union,,URS,1968,Wrestling,RUS
6179,Bronze,Athlete,flyweight-greco-roman-52-kilograms-men,Men,"Flyweight, Greco-Roman (≤52 kilograms) Men",wrestling,Wrestling,mexico-city-1968,Mexico City 1968,Summer,Miroslav ZEMAN,Czechoslovakia,CSHH,TCH,1968,Wrestling,CZE
6180,Gold,Athlete,middleweight-freestyle-87-kilograms-men,Men,"Middleweight, Freestyle (≤87 kilograms) Men",wrestling,Wrestling,mexico-city-1968,Mexico City 1968,Summer,Borys Hurevych,Soviet Union,,URS,1968,Wrestling,RUS
6181,Silver,Athlete,middleweight-freestyle-87-kilograms-men,Men,"Middleweight, Freestyle (≤87 kilograms) Men",wrestling,Wrestling,mexico-city-1968,Mexico City 1968,Summer,Mönkhbat Jigjidiin,Mongolia,MN,MGL,1968,Wrestling,MGL
6182,Bronze,Athlete,middleweight-freestyle-87-kilograms-men,Men,"Middleweight, Freestyle (≤87 kilograms) Men",wrestling,Wrestling,mexico-city-1968,Mexico City 1968,Summer,Prodan Stoyanov GARDJEV,Bulgaria,BG,BUL,1968,Wrestling,BUL
6183,Gold,Athlete,heavyweight-greco-roman-97-kilograms-men,Men,"Heavyweight, Greco-Roman (>97 kilograms) Men",wrestling,Wrestling,mexico-city-1968,Mexico City 1968,Summer,Istvan KOZMA,Hungary,HU,HUN,1968,Wrestling,HUN
6184,Silver,Athlete,heavyweight-greco-roman-97-kilograms-men,Men,"Heavyweight, Greco-Roman (>97 kilograms) Men",wrestling,Wrestling,mexico-city-1968,Mexico City 1968,Summer,Anatoli ROSHCHIN,Soviet Union,,URS,1968,Wrestling,RUS
6185,Bronze,Athlete,heavyweight-greco-roman-97-kilograms-men,Men,"Heavyweight, Greco-Roman (>97 kilograms) Men",wrestling,Wrestling,mexico-city-1968,Mexico City 1968,Summer,Petr KMENT,Czechoslovakia,CSHH,TCH,1968,Wrestling,CZE
6186,Gold,Athlete,lightweight-greco-roman-70-kilograms-men,Men,"Lightweight, Greco-Roman (≤70 kilograms) Men",wrestling,Wrestling,mexico-city-1968,Mexico City 1968,Summer,Munji Munemura,Japan,JP,JPN,1968,Wrestling,JPN
6187,Silver,Athlete,lightweight-greco-roman-70-kilograms-men,Men,"Lightweight, Greco-Roman (≤70 kilograms) Men",wrestling,Wrestling,mexico-city-1968,Mexico City 1968,Summer,Stevan HORVAT,Yugoslavia,YUCS,YUG,1968,Wrestling,SRB
6188,Bronze,Athlete,lightweight-greco-roman-70-kilograms-men,Men,"Lightweight, Greco-Roman (≤70 kilograms) Men",wrestling,Wrestling,mexico-city-1968,Mexico City 1968,Summer,Petros GALAKTOPOULOS,Greece,GR,GRE,1968,Wrestling,GRE
6189,Gold,Athlete,90kg-heavyweight-men,Men,90kg heavyweight men,weightlifting,Weightlifting,mexico-city-1968,Mexico City 1968,Summer,Leonid ZHABOTINSKY,Soviet Union,,URS,1968,Weightlifting,RUS
6190,Silver,Athlete,90kg-heavyweight-men,Men,90kg heavyweight men,weightlifting,Weightlifting,mexico-city-1968,Mexico City 1968,Summer,Serge REDING,Belgium,BE,BEL,1968,Weightlifting,BEL
6191,Bronze,Athlete,90kg-heavyweight-men,Men,90kg heavyweight men,weightlifting,Weightlifting,mexico-city-1968,Mexico City 1968,Summer,Joseph Douglas DUBE,United States of America,US,USA,1968,Weightlifting,USA
6192,Gold,Athlete,675-75kg-middleweight-men,Men,67.5-75kg middleweight men,weightlifting,Weightlifting,mexico-city-1968,Mexico City 1968,Summer,Viktor KURENTSOV,Soviet Union,,URS,1968,Weightlifting,RUS
6193,Silver,Athlete,675-75kg-middleweight-men,Men,67.5-75kg middleweight men,weightlifting,Weightlifting,mexico-city-1968,Mexico City 1968,Summer,Masashi OHUCHI,Japan,JP,JPN,1968,Weightlifting,JPN
6194,Bronze,Athlete,675-75kg-middleweight-men,Men,67.5-75kg middleweight men,weightlifting,Weightlifting,mexico-city-1968,Mexico City 1968,Summer,Karoly BAKOS,Hungary,HU,HUN,1968,Weightlifting,HUN
6195,Gold,Athlete,75-825kg-total-lightheavyweight-men,Men,75-82.5kg total lightheavyweight men,weightlifting,Weightlifting,mexico-city-1968,Mexico City 1968,Summer,Boris SELITSKY,Soviet Union,,URS,1968,Weightlifting,RUS
6196,Silver,Athlete,75-825kg-total-lightheavyweight-men,Men,75-82.5kg total lightheavyweight men,weightlifting,Weightlifting,mexico-city-1968,Mexico City 1968,Summer,Volodymyr Bieliaiev,Soviet Union,,URS,1968,Weightlifting,RUS
6197,Bronze,Athlete,75-825kg-total-lightheavyweight-men,Men,75-82.5kg total lightheavyweight men,weightlifting,Weightlifting,mexico-city-1968,Mexico City 1968,Summer,Norbert OZIMEK,Poland,PL,POL,1968,Weightlifting,POL
6198,Gold,Athlete,60-67-5kg-lightweight-men,Men,60 - 67.5kg (lightweight) men,weightlifting,Weightlifting,mexico-city-1968,Mexico City 1968,Summer,Waldemar BASZANOWSKI,Poland,PL,POL,1968,Weightlifting,POL
6199,Silver,Athlete,60-67-5kg-lightweight-men,Men,60 - 67.5kg (lightweight) men,weightlifting,Weightlifting,mexico-city-1968,Mexico City 1968,Summer,Parviz JALAYER,Islamic Republic of Iran,IR,IRI,1968,Weightlifting,IRI
6200,Bronze,Athlete,60-67-5kg-lightweight-men,Men,60 - 67.5kg (lightweight) men,weightlifting,Weightlifting,mexico-city-1968,Mexico City 1968,Summer,Marian ZIELINSKI,Poland,PL,POL,1968,Weightlifting,POL
6201,Gold,Athlete,56-60kg-featherweight-men,Men,56 - 60kg (featherweight) men,weightlifting,Weightlifting,mexico-city-1968,Mexico City 1968,Summer,Yoshinobu MIYAKE,Japan,JP,JPN,1968,Weightlifting,JPN
6202,Silver,Athlete,56-60kg-featherweight-men,Men,56 - 60kg (featherweight) men,weightlifting,Weightlifting,mexico-city-1968,Mexico City 1968,Summer,Dito SHANIDZE,Soviet Union,,URS,1968,Weightlifting,RUS
6203,Bronze,Athlete,56-60kg-featherweight-men,Men,56 - 60kg (featherweight) men,weightlifting,Weightlifting,mexico-city-1968,Mexico City 1968,Summer,Yoshiyuki MIYAKE,Japan,JP,JPN,1968,Weightlifting,JPN
6204,Gold,Athlete,-56kg-bantamweight-men,Men,-56kg (bantamweight) men,weightlifting,Weightlifting,mexico-city-1968,Mexico City 1968,Summer,Mohammad NASSIRI-SERESHT,Islamic Republic of Iran,IR,IRI,1968,Weightlifting,IRI
6205,Silver,Athlete,-56kg-bantamweight-men,Men,-56kg (bantamweight) men,weightlifting,Weightlifting,mexico-city-1968,Mexico City 1968,Summer,Imre FÖLDI,Hungary,HU,HUN,1968,Weightlifting,HUN
6206,Bronze,Athlete,-56kg-bantamweight-men,Men,-56kg (bantamweight) men,weightlifting,Weightlifting,mexico-city-1968,Mexico City 1968,Summer,Henryk TREBICKI,Poland,PL,POL,1968,Weightlifting,POL
6207,Gold,Athlete,825-90kg-total-middleheavyweight-men,Men,825  90kg total middleheavyweight men,weightlifting,Weightlifting,mexico-city-1968,Mexico City 1968,Summer,Kaarlo Olavi KANGASNIEMI,Finland,FI,FIN,1968,Weightlifting,FIN
6208,Silver,Athlete,825-90kg-total-middleheavyweight-men,Men,825  90kg total middleheavyweight men,weightlifting,Weightlifting,mexico-city-1968,Mexico City 1968,Summer,Yan TALTS,Soviet Union,,URS,1968,Weightlifting,RUS
6209,Bronze,Athlete,825-90kg-total-middleheavyweight-men,Men,825  90kg total middleheavyweight men,weightlifting,Weightlifting,mexico-city-1968,Mexico City 1968,Summer,Marek GOLAB,Poland,PL,POL,1968,Weightlifting,POL
6210,Gold,Athlete,50m-rifle-prone-60-shots-men,Open,50m rifle prone 60 shots men,shooting,Shooting,mexico-city-1968,Mexico City 1968,Summer,Jan KURKA,Czechoslovakia,CSHH,TCH,1968,Shooting,CZE
6211,Silver,Athlete,50m-rifle-prone-60-shots-men,Open,50m rifle prone 60 shots men,shooting,Shooting,mexico-city-1968,Mexico City 1968,Summer,Laszlo HAMMERL,Hungary,HU,HUN,1968,Shooting,HUN
6212,Bronze,Athlete,50m-rifle-prone-60-shots-men,Open,50m rifle prone 60 shots men,shooting,Shooting,mexico-city-1968,Mexico City 1968,Summer,Ian Roy BALLINGER,New Zealand,NZ,NZL,1968,Shooting,NZL
6213,Gold,Athlete,25m-rapid-fire-pistol-60-shots-men,Open,25m rapid fire pistol 60 shots men,shooting,Shooting,mexico-city-1968,Mexico City 1968,Summer,Jozef ZAPEDZKI,Poland,PL,POL,1968,Shooting,POL
6214,Silver,Athlete,25m-rapid-fire-pistol-60-shots-men,Open,25m rapid fire pistol 60 shots men,shooting,Shooting,mexico-city-1968,Mexico City 1968,Summer,Marcel ROSCA,Romania,RO,ROU,1968,Shooting,ROU
6215,Bronze,Athlete,25m-rapid-fire-pistol-60-shots-men,Open,25m rapid fire pistol 60 shots men,shooting,Shooting,mexico-city-1968,Mexico City 1968,Summer,Renart SULEIMANOV,Soviet Union,,URS,1968,Shooting,RUS
6216,Gold,Athlete,skeet-125-targets-men,Open,skeet (125 targets) men,shooting,Shooting,mexico-city-1968,Mexico City 1968,Summer,Yevgeni PETROV,Soviet Union,,URS,1968,Shooting,RUS
6217,Silver,Athlete,skeet-125-targets-men,Open,skeet (125 targets) men,shooting,Shooting,mexico-city-1968,Mexico City 1968,Summer,Romano GARAGNANI,Italy,IT,ITA,1968,Shooting,ITA
