,medalType,participantType,eventId,eventGender,eventName,disciplineId,disciplineName,gameId,gameName,gameSeason,name,country,ico2,ico3,year,sport,ico3eq
13694,Bronze,GameTeam,4x75km-relay-men,Men,4x75km relay men,biathlon,Biathlon,salt-lake-city-2002,Salt Lake City 2002,Winter,France team,France,FR,FRA,2002,Biathlon,FRA
13695,Gold,Athlete,20km-men,Men,20km men,biathlon,Biathlon,salt-lake-city-2002,Salt Lake City 2002,Winter,Ole Einar BJØRNDALEN,Norway,NO,NOR,2002,Biathlon,NOR
13696,Silver,Athlete,20km-men,Men,20km men,biathlon,Biathlon,salt-lake-city-2002,Salt Lake City 2002,Winter,Frank LUCK,Germany,DE,GER,2002,Biathlon,GER
13697,Bronze,Athlete,20km-men,Men,20km men,biathlon,Biathlon,salt-lake-city-2002,Salt Lake City 2002,Winter,Viktor Maygurov,Russian Federation,RU,RUS,2002,Biathlon,RUS
13698,Gold,Athlete,singles-men,Men,Singles men,luge,Luge,salt-lake-city-2002,Salt Lake City 2002,Winter,Armin ZOEGGELER,Italy,IT,ITA,2002,Bobsleigh,ITA
13699,Silver,Athlete,singles-men,Men,Singles men,luge,Luge,salt-lake-city-2002,Salt Lake City 2002,Winter,Georg HACKL,Germany,DE,GER,2002,Bobsleigh,GER
13700,Bronze,Athlete,singles-men,Men,Singles men,luge,Luge,salt-lake-city-2002,Salt Lake City 2002,Winter,Markus PROCK,Austria,AT,AUT,2002,Bobsleigh,AUT
13701,Gold,GameTeam,doubles-mixed,Open,Doubles mixed,luge,Luge,salt-lake-city-2002,Salt Lake City 2002,Winter,Germany team #2,Germany,DE,GER,2002,Bobsleigh,GER
13702,Silver,GameTeam,doubles-mixed,Open,Doubles mixed,luge,Luge,salt-lake-city-2002,Salt Lake City 2002,Winter,United States team #2,United States of America,US,USA,2002,Bobsleigh,USA
13703,Bronze,GameTeam,doubles-mixed,Open,Doubles mixed,luge,Luge,salt-lake-city-2002,Salt Lake City 2002,Winter,United States team #1,United States of America,US,USA,2002,Bobsleigh,USA
13704,Gold,Athlete,singles-women,Women,Singles women,luge,Luge,salt-lake-city-2002,Salt Lake City 2002,Winter,Sylke OTTO,Germany,DE,GER,2002,Bobsleigh,GER
13705,Silver,Athlete,singles-women,Women,Singles women,luge,Luge,salt-lake-city-2002,Salt Lake City 2002,Winter,Barbara NIEDERNHUBER,Germany,DE,GER,2002,Bobsleigh,GER
13706,Bronze,Athlete,singles-women,Women,Singles women,luge,Luge,salt-lake-city-2002,Salt Lake City 2002,Winter,Silke KRAUSHAAR,Germany,DE,GER,2002,Bobsleigh,GER
13707,Gold,GameTeam,ice-hockey-women,Women,ice hockey women,ice-hockey,Ice Hockey,salt-lake-city-2002,Salt Lake City 2002,Winter,Canada team,Canada,CA,CAN,2002,Ice Hockey,CAN
13708,Silver,GameTeam,ice-hockey-women,Women,ice hockey women,ice-hockey,Ice Hockey,salt-lake-city-2002,Salt Lake City 2002,Winter,United States team,United States of America,US,USA,2002,Ice Hockey,USA
13709,Bronze,GameTeam,ice-hockey-women,Women,ice hockey women,ice-hockey,Ice Hockey,salt-lake-city-2002,Salt Lake City 2002,Winter,Sweden team,Sweden,SE,SWE,2002,Ice Hockey,SWE
13710,Gold,GameTeam,ice-hockey-men,Men,ice hockey men,ice-hockey,Ice Hockey,salt-lake-city-2002,Salt Lake City 2002,Winter,Canada team,Canada,CA,CAN,2002,Ice Hockey,CAN
13711,Silver,GameTeam,ice-hockey-men,Men,ice hockey men,ice-hockey,Ice Hockey,salt-lake-city-2002,Salt Lake City 2002,Winter,United States team,United States of America,US,USA,2002,Ice Hockey,USA
13712,Bronze,GameTeam,ice-hockey-men,Men,ice hockey men,ice-hockey,Ice Hockey,salt-lake-city-2002,Salt Lake City 2002,Winter,Russian Federation team,Russian Federation,RU,RUS,2002,Ice Hockey,RUS
13713,Gold,Athlete,individual-men,Men,Individual men,figure-skating,Figure skating,salt-lake-city-2002,Salt Lake City 2002,Winter,Alexei YAGUDIN,Russian Federation,RU,RUS,2002,Skating,RUS
13714,Silver,Athlete,individual-men,Men,Individual men,figure-skating,Figure skating,salt-lake-city-2002,Salt Lake City 2002,Winter,Evgeni Viktorovich PLUSHENKO,Russian Federation,RU,RUS,2002,Skating,RUS
13715,Bronze,Athlete,individual-men,Men,Individual men,figure-skating,Figure skating,salt-lake-city-2002,Salt Lake City 2002,Winter,Timothy GOEBEL,United States of America,US,USA,2002,Skating,USA
13716,Gold,Athlete,individual-women,Women,Individual women,figure-skating,Figure skating,salt-lake-city-2002,Salt Lake City 2002,Winter,Sarah HUGHES,United States of America,US,USA,2002,Skating,USA
13717,Silver,Athlete,individual-women,Women,Individual women,figure-skating,Figure skating,salt-lake-city-2002,Salt Lake City 2002,Winter,Irina SLUTSKAYA,Russian Federation,RU,RUS,2002,Skating,RUS
13718,Bronze,Athlete,individual-women,Women,Individual women,figure-skating,Figure skating,salt-lake-city-2002,Salt Lake City 2002,Winter,Michelle KWAN,United States of America,US,USA,2002,Skating,USA
13719,Gold,GameTeam,ice-dancing-mixed,Mixed,Ice dancing mixed,figure-skating,Figure skating,salt-lake-city-2002,Salt Lake City 2002,Winter,France team #1,France,FR,FRA,2002,Skating,FRA
13720,Silver,GameTeam,ice-dancing-mixed,Mixed,Ice dancing mixed,figure-skating,Figure skating,salt-lake-city-2002,Salt Lake City 2002,Winter,Russian Federation team #1,Russian Federation,RU,RUS,2002,Skating,RUS
13721,Bronze,GameTeam,ice-dancing-mixed,Mixed,Ice dancing mixed,figure-skating,Figure skating,salt-lake-city-2002,Salt Lake City 2002,Winter,Italy team #1,Italy,IT,ITA,2002,Skating,ITA
13722,Gold,GameTeam,pairs-mixed,Mixed,Pairs mixed,figure-skating,Figure skating,salt-lake-city-2002,Salt Lake City 2002,Winter,Russian Federation team #1,Russian Federation,RU,RUS,2002,Skating,RUS
13723,Gold,GameTeam,pairs-mixed,Mixed,Pairs mixed,figure-skating,Figure skating,salt-lake-city-2002,Salt Lake City 2002,Winter,Canada team #1,Canada,CA,CAN,2002,Skating,CAN
13724,Bronze,GameTeam,pairs-mixed,Mixed,Pairs mixed,figure-skating,Figure skating,salt-lake-city-2002,Salt Lake City 2002,Winter,People's Republic of China team #1,People's Republic of China,CN,CHN,2002,Skating,CHN
13725,Gold,Athlete,super-g-men,Men,super-G men,alpine-skiing,Alpine Skiing,salt-lake-city-2002,Salt Lake City 2002,Winter,Kjetil Andre AAMODT,Norway,NO,NOR,2002,Skiing,NOR
13726,Silver,Athlete,super-g-men,Men,super-G men,alpine-skiing,Alpine Skiing,salt-lake-city-2002,Salt Lake City 2002,Winter,Stephan EBERHARTER,Austria,AT,AUT,2002,Skiing,AUT
13727,Bronze,Athlete,super-g-men,Men,super-G men,alpine-skiing,Alpine Skiing,salt-lake-city-2002,Salt Lake City 2002,Winter,Andreas SCHIFFERER,Austria,AT,AUT,2002,Skiing,AUT
13728,Gold,Athlete,super-g-women,Women,super-G women,alpine-skiing,Alpine Skiing,salt-lake-city-2002,Salt Lake City 2002,Winter,Daniela CECCARELLI,Italy,IT,ITA,2002,Skiing,ITA
13729,Silver,Athlete,super-g-women,Women,super-G women,alpine-skiing,Alpine Skiing,salt-lake-city-2002,Salt Lake City 2002,Winter,Janica KOSTELIC,Croatia,HR,CRO,2002,Skiing,CRO
13730,Bronze,Athlete,super-g-women,Women,super-G women,alpine-skiing,Alpine Skiing,salt-lake-city-2002,Salt Lake City 2002,Winter,Karen PUTZER,Italy,IT,ITA,2002,Skiing,ITA
13731,Gold,Athlete,downhill-men,Men,downhill men,alpine-skiing,Alpine Skiing,salt-lake-city-2002,Salt Lake City 2002,Winter,Fritz STROBL,Austria,AT,AUT,2002,Skiing,AUT
13732,Silver,Athlete,downhill-men,Men,downhill men,alpine-skiing,Alpine Skiing,salt-lake-city-2002,Salt Lake City 2002,Winter,Lasse KJUS,Norway,NO,NOR,2002,Skiing,NOR
13733,Bronze,Athlete,downhill-men,Men,downhill men,alpine-skiing,Alpine Skiing,salt-lake-city-2002,Salt Lake City 2002,Winter,Stephan EBERHARTER,Austria,AT,AUT,2002,Skiing,AUT
13734,Gold,Athlete,giant-slalom-men,Men,giant slalom men,alpine-skiing,Alpine Skiing,salt-lake-city-2002,Salt Lake City 2002,Winter,Stephan EBERHARTER,Austria,AT,AUT,2002,Skiing,AUT
13735,Silver,Athlete,giant-slalom-men,Men,giant slalom men,alpine-skiing,Alpine Skiing,salt-lake-city-2002,Salt Lake City 2002,Winter,Bode MILLER,United States of America,US,USA,2002,Skiing,USA
13736,Bronze,Athlete,giant-slalom-men,Men,giant slalom men,alpine-skiing,Alpine Skiing,salt-lake-city-2002,Salt Lake City 2002,Winter,Lasse KJUS,Norway,NO,NOR,2002,Skiing,NOR
13737,Gold,Athlete,slalom-women,Women,slalom women,alpine-skiing,Alpine Skiing,salt-lake-city-2002,Salt Lake City 2002,Winter,Janica KOSTELIC,Croatia,HR,CRO,2002,Skiing,CRO
13738,Silver,Athlete,slalom-women,Women,slalom women,alpine-skiing,Alpine Skiing,salt-lake-city-2002,Salt Lake City 2002,Winter,Laure PEQUEGNOT,France,FR,FRA,2002,Skiing,FRA
13739,Bronze,Athlete,slalom-women,Women,slalom women,alpine-skiing,Alpine Skiing,salt-lake-city-2002,Salt Lake City 2002,Winter,Anja PAERSON,Sweden,SE,SWE,2002,Skiing,SWE
13740,Gold,Athlete,slalom-men,Men,slalom men,alpine-skiing,Alpine Skiing,salt-lake-city-2002,Salt Lake City 2002,Winter,Jean-Pierre VIDAL,France,FR,FRA,2002,Skiing,FRA
13741,Silver,Athlete,slalom-men,Men,slalom men,alpine-skiing,Alpine Skiing,salt-lake-city-2002,Salt Lake City 2002,Winter,Sebastien AMIEZ,France,FR,FRA,2002,Skiing,FRA
13742,Bronze,Athlete,slalom-men,Men,slalom men,alpine-skiing,Alpine Skiing,salt-lake-city-2002,Salt Lake City 2002,Winter,Benjamin RAICH,Austria,AT,AUT,2002,Skiing,AUT
13743,Gold,Athlete,downhill-women,Women,downhill women,alpine-skiing,Alpine Skiing,salt-lake-city-2002,Salt Lake City 2002,Winter,Carole MONTILLET-CARLES,France,FR,FRA,2002,Skiing,FRA
13744,Silver,Athlete,downhill-women,Women,downhill women,alpine-skiing,Alpine Skiing,salt-lake-city-2002,Salt Lake City 2002,Winter,Isolde KOSTNER,Italy,IT,ITA,2002,Skiing,ITA
13745,Bronze,Athlete,downhill-women,Women,downhill women,alpine-skiing,Alpine Skiing,salt-lake-city-2002,Salt Lake City 2002,Winter,Renate GOETSCHL,Austria,AT,AUT,2002,Skiing,AUT
13746,Gold,Athlete,giant-slalom-women,Women,giant slalom women,alpine-skiing,Alpine Skiing,salt-lake-city-2002,Salt Lake City 2002,Winter,Janica KOSTELIC,Croatia,HR,CRO,2002,Skiing,CRO
13747,Silver,Athlete,giant-slalom-women,Women,giant slalom women,alpine-skiing,Alpine Skiing,salt-lake-city-2002,Salt Lake City 2002,Winter,Anja PAERSON,Sweden,SE,SWE,2002,Skiing,SWE
13748,Bronze,Athlete,giant-slalom-women,Women,giant slalom women,alpine-skiing,Alpine Skiing,salt-lake-city-2002,Salt Lake City 2002,Winter,Sonja NEF,Switzerland,CH,SUI,2002,Skiing,SUI
13749,Gold,Athlete,alpine-combined-women,Women,alpine combined women,alpine-skiing,Alpine Skiing,salt-lake-city-2002,Salt Lake City 2002,Winter,Janica KOSTELIC,Croatia,HR,CRO,2002,Skiing,CRO
13750,Silver,Athlete,alpine-combined-women,Women,alpine combined women,alpine-skiing,Alpine Skiing,salt-lake-city-2002,Salt Lake City 2002,Winter,Renate GOETSCHL,Austria,AT,AUT,2002,Skiing,AUT
13751,Bronze,Athlete,alpine-combined-women,Women,alpine combined women,alpine-skiing,Alpine Skiing,salt-lake-city-2002,Salt Lake City 2002,Winter,Martina ERTL-RENZ,Germany,DE,GER,2002,Skiing,GER
13752,Gold,Athlete,alpine-combined-men,Men,alpine combined men,alpine-skiing,Alpine Skiing,salt-lake-city-2002,Salt Lake City 2002,Winter,Kjetil Andre AAMODT,Norway,NO,NOR,2002,Skiing,NOR
13753,Silver,Athlete,alpine-combined-men,Men,alpine combined men,alpine-skiing,Alpine Skiing,salt-lake-city-2002,Salt Lake City 2002,Winter,Bode MILLER,United States of America,US,USA,2002,Skiing,USA
13754,Bronze,Athlete,alpine-combined-men,Men,alpine combined men,alpine-skiing,Alpine Skiing,salt-lake-city-2002,Salt Lake City 2002,Winter,Benjamin RAICH,Austria,AT,AUT,2002,Skiing,AUT
13755,Gold,Athlete,individual-sprint-men,Men,Individual sprint men,nordic-combined,Nordic Combined,salt-lake-city-2002,Salt Lake City 2002,Winter,Samppa LAJUNEN,Finland,FI,FIN,2002,Skiing,FIN
13756,Silver,Athlete,individual-sprint-men,Men,Individual sprint men,nordic-combined,Nordic Combined,salt-lake-city-2002,Salt Lake City 2002,Winter,Ronny ACKERMANN,Germany,DE,GER,2002,Skiing,GER
13757,Bronze,Athlete,individual-sprint-men,Men,Individual sprint men,nordic-combined,Nordic Combined,salt-lake-city-2002,Salt Lake City 2002,Winter,Felix GOTTWALD,Austria,AT,AUT,2002,Skiing,AUT
13758,Gold,GameTeam,team-men,Men,Team Men,nordic-combined,Nordic Combined,salt-lake-city-2002,Salt Lake City 2002,Winter,Finland team,Finland,FI,FIN,2002,Skiing,FIN
13759,Silver,GameTeam,team-men,Men,Team Men,nordic-combined,Nordic Combined,salt-lake-city-2002,Salt Lake City 2002,Winter,Germany team,Germany,DE,GER,2002,Skiing,GER
13760,Bronze,GameTeam,team-men,Men,Team Men,nordic-combined,Nordic Combined,salt-lake-city-2002,Salt Lake City 2002,Winter,Austria team,Austria,AT,AUT,2002,Skiing,AUT
13761,Gold,Athlete,individual-men,Men,Individual men,nordic-combined,Nordic Combined,salt-lake-city-2002,Salt Lake City 2002,Winter,Samppa LAJUNEN,Finland,FI,FIN,2002,Skiing,FIN
13762,Silver,Athlete,individual-men,Men,Individual men,nordic-combined,Nordic Combined,salt-lake-city-2002,Salt Lake City 2002,Winter,Jaakko TALLUS,Finland,FI,FIN,2002,Skiing,FIN
13763,Bronze,Athlete,individual-men,Men,Individual men,nordic-combined,Nordic Combined,salt-lake-city-2002,Salt Lake City 2002,Winter,Felix GOTTWALD,Austria,AT,AUT,2002,Skiing,AUT
13764,Gold,Athlete,individual-women,Women,Individual women,skeleton,Skeleton,salt-lake-city-2002,Salt Lake City 2002,Winter,Tristan GALE,United States of America,US,USA,2002,Bobsleigh,USA
13765,Silver,Athlete,individual-women,Women,Individual women,skeleton,Skeleton,salt-lake-city-2002,Salt Lake City 2002,Winter,Lea Ann PARSLEY,United States of America,US,USA,2002,Bobsleigh,USA
13766,Bronze,Athlete,individual-women,Women,Individual women,skeleton,Skeleton,salt-lake-city-2002,Salt Lake City 2002,Winter,Alex COOMBER,Great Britain,GB,GBR,2002,Bobsleigh,GBR
