,Date,Base rate
90,01/04/1971,6.0
91,02/04/1971,6.0
92,03/04/1971,6.0
93,04/04/1971,6.0
94,05/04/1971,6.0
95,06/04/1971,6.0
96,07/04/1971,6.0
97,08/04/1971,6.0
98,09/04/1971,6.0
99,10/04/1971,6.0
100,11/04/1971,6.0
101,12/04/1971,6.0
102,13/04/1971,6.0
103,14/04/1971,6.0
104,15/04/1971,6.0
105,16/04/1971,6.0
106,17/04/1971,6.0
107,18/04/1971,6.0
108,19/04/1971,6.0
109,20/04/1971,6.0
110,21/04/1971,6.0
111,22/04/1971,6.0
112,23/04/1971,6.0
113,24/04/1971,6.0
114,25/04/1971,6.0
115,26/04/1971,6.0
116,27/04/1971,6.0
117,28/04/1971,6.0
118,29/04/1971,6.0
119,30/04/1971,6.0
120,01/05/1971,6.0
121,02/05/1971,6.0
122,03/05/1971,6.0
123,04/05/1971,6.0
124,05/05/1971,6.0
125,06/05/1971,6.0
126,07/05/1971,6.0
127,08/05/1971,6.0
128,09/05/1971,6.0
129,10/05/1971,6.0
130,11/05/1971,6.0
131,12/05/1971,6.0
132,13/05/1971,6.0
133,14/05/1971,6.0
134,15/05/1971,6.0
135,16/05/1971,6.0
136,17/05/1971,6.0
137,18/05/1971,6.0
138,19/05/1971,6.0
139,20/05/1971,6.0
140,21/05/1971,6.0
141,22/05/1971,6.0
142,23/05/1971,6.0
143,24/05/1971,6.0
144,25/05/1971,6.0
145,26/05/1971,6.0
146,27/05/1971,6.0
147,28/05/1971,6.0
148,29/05/1971,6.0
149,30/05/1971,6.0
150,31/05/1971,6.0
151,01/06/1971,6.0
152,02/06/1971,6.0
153,03/06/1971,6.0
154,04/06/1971,6.0
155,05/06/1971,6.0
156,06/06/1971,6.0
157,07/06/1971,6.0
158,08/06/1971,6.0
159,09/06/1971,6.0
160,10/06/1971,6.0
161,11/06/1971,6.0
162,12/06/1971,6.0
163,13/06/1971,6.0
164,14/06/1971,6.0
165,15/06/1971,6.0
166,16/06/1971,6.0
167,17/06/1971,6.0
168,18/06/1971,6.0
169,19/06/1971,6.0
170,20/06/1971,6.0
171,21/06/1971,6.0
172,22/06/1971,6.0
173,23/06/1971,6.0
174,24/06/1971,6.0
175,25/06/1971,6.0
176,26/06/1971,6.0
177,27/06/1971,6.0
178,28/06/1971,6.0
179,29/06/1971,6.0
180,30/06/1971,6.0
181,01/07/1971,6.0
182,02/07/1971,6.0
183,03/07/1971,6.0
184,04/07/1971,6.0
185,05/07/1971,6.0
186,06/07/1971,6.0
187,07/07/1971,6.0
188,08/07/1971,6.0
189,09/07/1971,6.0
190,10/07/1971,6.0
191,11/07/1971,6.0
192,12/07/1971,6.0
193,13/07/1971,6.0
194,14/07/1971,6.0
195,15/07/1971,6.0
196,16/07/1971,6.0
197,17/07/1971,6.0
198,18/07/1971,6.0
199,19/07/1971,6.0
200,20/07/1971,6.0
201,21/07/1971,6.0
202,22/07/1971,6.0
203,23/07/1971,6.0
204,24/07/1971,6.0
205,25/07/1971,6.0
206,26/07/1971,6.0
207,27/07/1971,6.0
208,28/07/1971,6.0
209,29/07/1971,6.0
210,30/07/1971,6.0
211,31/07/1971,6.0
212,01/08/1971,6.0
213,02/08/1971,6.0
214,03/08/1971,6.0
215,04/08/1971,6.0
216,05/08/1971,6.0
217,06/08/1971,6.0
218,07/08/1971,6.0
219,08/08/1971,6.0
220,09/08/1971,6.0
221,10/08/1971,6.0
222,11/08/1971,6.0
223,12/08/1971,6.0
224,13/08/1971,6.0
225,14/08/1971,6.0
226,15/08/1971,6.0
227,16/08/1971,6.0
228,17/08/1971,6.0
229,18/08/1971,6.0
230,19/08/1971,6.0
231,20/08/1971,6.0
232,21/08/1971,6.0
233,22/08/1971,6.0
234,23/08/1971,6.0
235,24/08/1971,6.0
236,25/08/1971,6.0
237,26/08/1971,6.0
238,27/08/1971,6.0
239,28/08/1971,6.0
240,29/08/1971,6.0
241,30/08/1971,6.0
242,31/08/1971,6.0
243,01/09/1971,6.0
244,02/09/1971,5.0
245,03/09/1971,5.0
246,04/09/1971,5.0
247,05/09/1971,5.0
248,06/09/1971,5.0
249,07/09/1971,5.0
250,08/09/1971,5.0
251,09/09/1971,5.0
252,10/09/1971,5.0
253,11/09/1971,5.0
254,12/09/1971,5.0
255,13/09/1971,5.0
256,14/09/1971,5.0
257,15/09/1971,5.0
258,16/09/1971,5.0
259,17/09/1971,5.0
260,18/09/1971,5.0
261,19/09/1971,5.0
262,20/09/1971,5.0
263,21/09/1971,5.0
264,22/09/1971,5.0
265,23/09/1971,5.0
266,24/09/1971,5.0
267,25/09/1971,5.0
268,26/09/1971,5.0
269,27/09/1971,5.0
270,28/09/1971,5.0
271,29/09/1971,5.0
272,30/09/1971,5.0
273,01/10/1971,5.0
274,02/10/1971,5.0
275,03/10/1971,5.0
276,04/10/1971,5.0
277,05/10/1971,5.0
278,06/10/1971,5.0
279,07/10/1971,5.0
280,08/10/1971,5.0
281,09/10/1971,5.0
282,10/10/1971,5.0
283,11/10/1971,5.0
284,12/10/1971,5.0
285,13/10/1971,5.0
286,14/10/1971,5.0
287,15/10/1971,5.0
288,16/10/1971,5.0
289,17/10/1971,5.0
290,18/10/1971,5.0
291,19/10/1971,5.0
292,20/10/1971,5.0
293,21/10/1971,5.0
294,22/10/1971,5.0
295,23/10/1971,5.0
296,24/10/1971,5.0
297,25/10/1971,5.0
298,26/10/1971,5.0
299,27/10/1971,5.0
300,28/10/1971,5.0
301,29/10/1971,5.0
302,30/10/1971,5.0
303,31/10/1971,5.0
304,01/11/1971,5.0
305,02/11/1971,5.0
306,03/11/1971,5.0
307,04/11/1971,5.0
308,05/11/1971,5.0
309,06/11/1971,5.0
310,07/11/1971,5.0
311,08/11/1971,5.0
312,09/11/1971,5.0
313,10/11/1971,5.0
314,11/11/1971,5.0
315,12/11/1971,5.0
316,13/11/1971,5.0
317,14/11/1971,5.0
318,15/11/1971,5.0
319,16/11/1971,5.0
320,17/11/1971,5.0
321,18/11/1971,5.0
322,19/11/1971,5.0
323,20/11/1971,5.0
324,21/11/1971,5.0
325,22/11/1971,5.0
326,23/11/1971,5.0
327,24/11/1971,5.0
328,25/11/1971,5.0
329,26/11/1971,5.0
330,27/11/1971,5.0
331,28/11/1971,5.0
332,29/11/1971,5.0
333,30/11/1971,5.0
334,01/12/1971,5.0
335,02/12/1971,5.0
336,03/12/1971,5.0
337,04/12/1971,5.0
338,05/12/1971,5.0
339,06/12/1971,5.0
340,07/12/1971,5.0
341,08/12/1971,5.0
342,09/12/1971,5.0
343,10/12/1971,5.0
344,11/12/1971,5.0
345,12/12/1971,5.0
346,13/12/1971,5.0
347,14/12/1971,5.0
348,15/12/1971,5.0
349,16/12/1971,5.0
350,17/12/1971,5.0
351,18/12/1971,5.0
352,19/12/1971,5.0
353,20/12/1971,5.0
354,21/12/1971,5.0
355,22/12/1971,5.0
356,23/12/1971,5.0
357,24/12/1971,5.0
358,25/12/1971,5.0
359,26/12/1971,5.0
360,27/12/1971,5.0
361,28/12/1971,5.0
362,29/12/1971,5.0
363,30/12/1971,5.0
364,31/12/1971,5.0
365,01/01/1972,5.0
366,02/01/1972,5.0
367,03/01/1972,5.0
368,04/01/1972,5.0
369,05/01/1972,5.0
370,06/01/1972,5.0
371,07/01/1972,5.0
372,08/01/1972,5.0
373,09/01/1972,5.0
374,10/01/1972,5.0
375,11/01/1972,5.0
376,12/01/1972,5.0
377,13/01/1972,5.0
378,14/01/1972,5.0
379,15/01/1972,5.0
380,16/01/1972,5.0
381,17/01/1972,5.0
382,18/01/1972,5.0
383,19/01/1972,5.0
384,20/01/1972,5.0
385,21/01/1972,5.0
386,22/01/1972,5.0
387,23/01/1972,5.0
388,24/01/1972,5.0
389,25/01/1972,5.0
390,26/01/1972,5.0
391,27/01/1972,5.0
392,28/01/1972,5.0
393,29/01/1972,5.0
394,30/01/1972,5.0
395,31/01/1972,5.0
396,01/02/1972,5.0
397,02/02/1972,5.0
398,03/02/1972,5.0
399,04/02/1972,5.0
400,05/02/1972,5.0
401,06/02/1972,5.0
402,07/02/1972,5.0
403,08/02/1972,5.0
404,09/02/1972,5.0
405,10/02/1972,5.0
406,11/02/1972,5.0
407,12/02/1972,5.0
408,13/02/1972,5.0
409,14/02/1972,5.0
410,15/02/1972,5.0
411,16/02/1972,5.0
412,17/02/1972,5.0
413,18/02/1972,5.0
414,19/02/1972,5.0
415,20/02/1972,5.0
416,21/02/1972,5.0
417,22/02/1972,5.0
418,23/02/1972,5.0
419,24/02/1972,5.0
420,25/02/1972,5.0
421,26/02/1972,5.0
422,27/02/1972,5.0
423,28/02/1972,5.0
424,29/02/1972,5.0
425,01/03/1972,5.0
426,02/03/1972,5.0
427,03/03/1972,5.0
428,04/03/1972,5.0
429,05/03/1972,5.0
430,06/03/1972,5.0
431,07/03/1972,5.0
432,08/03/1972,5.0
433,09/03/1972,5.0
434,10/03/1972,5.0
435,11/03/1972,5.0
436,12/03/1972,5.0
437,13/03/1972,5.0
438,14/03/1972,5.0
439,15/03/1972,5.0
440,16/03/1972,5.0
441,17/03/1972,5.0
442,18/03/1972,5.0
443,19/03/1972,5.0
444,20/03/1972,5.0
445,21/03/1972,5.0
446,22/03/1972,5.0
447,23/03/1972,5.0
448,24/03/1972,5.0
449,25/03/1972,5.0
450,26/03/1972,5.0
451,27/03/1972,5.0
452,28/03/1972,5.0
453,29/03/1972,5.0
454,30/03/1972,5.0
455,31/03/1972,5.0
456,01/04/1972,5.0
457,02/04/1972,5.0
458,03/04/1972,5.0
459,04/04/1972,5.0
460,05/04/1972,5.0
461,06/04/1972,5.0
462,07/04/1972,5.0
463,08/04/1972,5.0
464,09/04/1972,5.0
465,10/04/1972,5.0
466,11/04/1972,5.0
467,12/04/1972,5.0
468,13/04/1972,5.0
469,14/04/1972,5.0
470,15/04/1972,5.0
471,16/04/1972,5.0
472,17/04/1972,5.0
473,18/04/1972,5.0
474,19/04/1972,5.0
475,20/04/1972,5.0
476,21/04/1972,5.0
477,22/04/1972,5.0
478,23/04/1972,5.0
479,24/04/1972,5.0
480,25/04/1972,5.0
481,26/04/1972,5.0
482,27/04/1972,5.0
483,28/04/1972,5.0
484,29/04/1972,5.0
485,30/04/1972,5.0
486,01/05/1972,5.0
487,02/05/1972,5.0
488,03/05/1972,5.0
489,04/05/1972,5.0
490,05/05/1972,5.0
491,06/05/1972,5.0
492,07/05/1972,5.0
493,08/05/1972,5.0
494,09/05/1972,5.0
495,10/05/1972,5.0
496,11/05/1972,5.0
497,12/05/1972,5.0
498,13/05/1972,5.0
499,14/05/1972,5.0
500,15/05/1972,5.0
501,16/05/1972,5.0
502,17/05/1972,5.0
503,18/05/1972,5.0
504,19/05/1972,5.0
505,20/05/1972,5.0
506,21/05/1972,5.0
507,22/05/1972,5.0
508,23/05/1972,5.0
509,24/05/1972,5.0
510,25/05/1972,5.0
511,26/05/1972,5.0
512,27/05/1972,5.0
513,28/05/1972,5.0
514,29/05/1972,5.0
515,30/05/1972,5.0
516,31/05/1972,5.0
517,01/06/1972,5.0
518,02/06/1972,5.0
519,03/06/1972,5.0
520,04/06/1972,5.0
521,05/06/1972,5.0
522,06/06/1972,5.0
523,07/06/1972,5.0
524,08/06/1972,5.0
525,09/06/1972,5.0
526,10/06/1972,5.0
527,11/06/1972,5.0
528,12/06/1972,5.0
529,13/06/1972,5.0
530,14/06/1972,5.0
531,15/06/1972,5.0
532,16/06/1972,5.0
533,17/06/1972,5.0
534,18/06/1972,5.0
535,19/06/1972,5.0
536,20/06/1972,5.0
537,21/06/1972,5.0
538,22/06/1972,6.0
539,23/06/1972,6.0
540,24/06/1972,6.0
541,25/06/1972,6.0
542,26/06/1972,6.0
543,27/06/1972,6.0
544,28/06/1972,6.0
545,29/06/1972,6.0
546,30/06/1972,6.0
547,01/07/1972,6.0
548,02/07/1972,6.0
549,03/07/1972,6.0
550,04/07/1972,6.0
551,05/07/1972,6.0
552,06/07/1972,6.0
553,07/07/1972,6.0
554,08/07/1972,6.0
555,09/07/1972,6.0
556,10/07/1972,6.0
557,11/07/1972,6.0
558,12/07/1972,6.0
559,13/07/1972,6.0
560,14/07/1972,6.0
561,15/07/1972,6.0
562,16/07/1972,6.0
563,17/07/1972,6.0
564,18/07/1972,6.0
565,19/07/1972,6.0
566,20/07/1972,6.0
567,21/07/1972,6.0
568,22/07/1972,6.0
569,23/07/1972,6.0
570,24/07/1972,6.0
571,25/07/1972,6.0
572,26/07/1972,6.0
573,27/07/1972,6.0
574,28/07/1972,6.0
575,29/07/1972,6.0
576,30/07/1972,6.0
577,31/07/1972,6.0
578,01/08/1972,6.0
579,02/08/1972,6.0
580,03/08/1972,6.0
581,04/08/1972,6.0
582,05/08/1972,6.0
583,06/08/1972,6.0
584,07/08/1972,6.0
585,08/08/1972,6.0
586,09/08/1972,6.0
587,10/08/1972,6.0
588,11/08/1972,6.0
589,12/08/1972,6.0
590,13/08/1972,6.0
591,14/08/1972,6.0
592,15/08/1972,6.0
593,16/08/1972,6.0
594,17/08/1972,6.0
595,18/08/1972,6.0
596,19/08/1972,6.0
597,20/08/1972,6.0
598,21/08/1972,6.0
599,22/08/1972,6.0
600,23/08/1972,6.0
601,24/08/1972,6.0
602,25/08/1972,6.0
603,26/08/1972,6.0
604,27/08/1972,6.0
605,28/08/1972,6.0
606,29/08/1972,6.0
607,30/08/1972,6.0
608,31/08/1972,6.0
609,01/09/1972,6.0
610,02/09/1972,6.0
611,03/09/1972,6.0
612,04/09/1972,6.0
613,05/09/1972,6.0
614,06/09/1972,6.0
615,07/09/1972,6.0
616,08/09/1972,6.0
617,09/09/1972,6.0
618,10/09/1972,6.0
619,11/09/1972,6.0
620,12/09/1972,6.0
621,13/09/1972,6.0
622,14/09/1972,6.0
623,15/09/1972,6.0
624,16/09/1972,6.0
625,17/09/1972,6.0
626,18/09/1972,6.0
627,19/09/1972,6.0
628,20/09/1972,6.0
629,21/09/1972,6.0
630,22/09/1972,6.0
631,23/09/1972,6.0
632,24/09/1972,6.0
633,25/09/1972,6.0
634,26/09/1972,6.0
635,27/09/1972,6.0
636,28/09/1972,6.0
637,29/09/1972,6.0
638,30/09/1972,6.0
639,01/10/1972,6.0
640,02/10/1972,6.0
641,03/10/1972,6.0
642,04/10/1972,6.0
643,05/10/1972,6.0
644,06/10/1972,6.0
645,07/10/1972,6.0
646,08/10/1972,6.0
647,09/10/1972,6.0
648,10/10/1972,6.0
649,11/10/1972,6.0
650,12/10/1972,6.0
651,13/10/1972,6.0
652,14/10/1972,6.0
653,15/10/1972,6.0
654,16/10/1972,7.25
655,17/10/1972,7.25
656,18/10/1972,7.25
657,19/10/1972,7.25
658,20/10/1972,7.25
659,21/10/1972,7.25
660,22/10/1972,7.25
661,23/10/1972,7.25
662,24/10/1972,7.25
663,25/10/1972,7.25
664,26/10/1972,7.25
665,27/10/1972,7.25
666,28/10/1972,7.25
667,29/10/1972,7.25
668,30/10/1972,7.5
669,31/10/1972,7.5
670,01/11/1972,7.5
671,02/11/1972,7.5
672,03/11/1972,7.5
673,04/11/1972,7.5
674,05/11/1972,7.5
675,06/11/1972,7.5
676,07/11/1972,7.5
677,08/11/1972,7.5
678,09/11/1972,7.5
679,10/11/1972,7.5
680,11/11/1972,7.5
681,12/11/1972,7.5
682,13/11/1972,7.5
683,14/11/1972,7.5
684,15/11/1972,7.5
685,16/11/1972,7.5
686,17/11/1972,7.5
687,18/11/1972,7.5
688,19/11/1972,7.5
689,20/11/1972,7.5
690,21/11/1972,7.5
691,22/11/1972,7.5
692,23/11/1972,7.5
693,24/11/1972,7.5
694,25/11/1972,7.5
695,26/11/1972,7.5
696,27/11/1972,7.5
697,28/11/1972,7.5
698,29/11/1972,7.5
699,30/11/1972,7.5
700,01/12/1972,7.5
701,02/12/1972,7.5
702,03/12/1972,7.5
703,04/12/1972,7.75
704,05/12/1972,7.75
705,06/12/1972,7.75
706,07/12/1972,7.75
707,08/12/1972,7.75
708,09/12/1972,7.75
709,10/12/1972,7.75
710,11/12/1972,8.0
711,12/12/1972,8.0
712,13/12/1972,8.0
713,14/12/1972,8.0
714,15/12/1972,8.0
715,16/12/1972,8.0
716,17/12/1972,8.0
717,18/12/1972,8.0
718,19/12/1972,8.0
719,20/12/1972,8.0
720,21/12/1972,8.0
721,22/12/1972,8.0
722,23/12/1972,8.0
723,24/12/1972,8.0
724,25/12/1972,8.0
725,26/12/1972,8.0
726,27/12/1972,9.0
727,28/12/1972,9.0
728,29/12/1972,9.0
729,30/12/1972,9.0
730,31/12/1972,9.0
731,01/01/1973,9.0
732,02/01/1973,9.0
733,03/01/1973,9.0
734,04/01/1973,9.0
735,05/01/1973,9.0
736,06/01/1973,9.0
737,07/01/1973,9.0
738,08/01/1973,9.0
739,09/01/1973,9.0
740,10/01/1973,9.0
741,11/01/1973,9.0
742,12/01/1973,9.0
743,13/01/1973,9.0
744,14/01/1973,9.0
745,15/01/1973,9.0
746,16/01/1973,9.0
747,17/01/1973,9.0
748,18/01/1973,9.0
749,19/01/1973,9.0
750,20/01/1973,9.0
751,21/01/1973,9.0
752,22/01/1973,8.75
753,23/01/1973,8.75
754,24/01/1973,8.75
755,25/01/1973,8.75
756,26/01/1973,8.75
757,27/01/1973,8.75
758,28/01/1973,8.75
759,29/01/1973,8.75
760,30/01/1973,8.75
761,31/01/1973,8.75
762,01/02/1973,8.75
763,02/02/1973,8.75
764,03/02/1973,8.75
765,04/02/1973,8.75
766,05/02/1973,8.75
767,06/02/1973,8.75
768,07/02/1973,8.75
769,08/02/1973,8.75
770,09/02/1973,8.75
771,10/02/1973,8.75
772,11/02/1973,8.75
773,12/02/1973,8.75
774,13/02/1973,8.75
775,14/02/1973,8.75
776,15/02/1973,8.75
777,16/02/1973,8.75
778,17/02/1973,8.75
779,18/02/1973,8.75
780,19/02/1973,8.75
781,20/02/1973,8.75
782,21/02/1973,8.75
783,22/02/1973,8.75
784,23/02/1973,8.75
785,24/02/1973,8.75
786,25/02/1973,8.75
787,26/02/1973,8.75
788,27/02/1973,8.75
789,28/02/1973,8.75
790,01/03/1973,8.75
791,02/03/1973,8.75
792,03/03/1973,8.75
793,04/03/1973,8.75
794,05/03/1973,8.75
795,06/03/1973,8.75
796,07/03/1973,8.75
797,08/03/1973,8.75
798,09/03/1973,8.75
799,10/03/1973,8.75
800,11/03/1973,8.75
801,12/03/1973,8.75
802,13/03/1973,8.75
803,14/03/1973,8.75
804,15/03/1973,8.75
805,16/03/1973,8.75
806,17/03/1973,8.75
807,18/03/1973,8.75
808,19/03/1973,8.75
809,20/03/1973,8.75
810,21/03/1973,8.75
811,22/03/1973,8.75
812,23/03/1973,8.75
813,24/03/1973,8.75
814,25/03/1973,8.75
815,26/03/1973,8.5
816,27/03/1973,8.5
817,28/03/1973,8.5
818,29/03/1973,8.5
819,30/03/1973,8.5
820,31/03/1973,8.5
821,01/04/1973,8.5
822,02/04/1973,8.5
823,03/04/1973,8.5
824,04/04/1973,8.5
825,05/04/1973,8.5
826,06/04/1973,8.5
827,07/04/1973,8.5
828,08/04/1973,8.5
829,09/04/1973,8.5
830,10/04/1973,8.5
831,11/04/1973,8.5
832,12/04/1973,8.5
833,13/04/1973,8.5
834,14/04/1973,8.5
835,15/04/1973,8.5
836,16/04/1973,8.0
837,17/04/1973,8.0
838,18/04/1973,8.0
839,19/04/1973,8.0
840,20/04/1973,8.0
841,21/04/1973,8.0
842,22/04/1973,8.0
843,23/04/1973,8.0
844,24/04/1973,8.25
845,25/04/1973,8.25
846,26/04/1973,8.25
847,27/04/1973,8.25
848,28/04/1973,8.25
849,29/04/1973,8.25
850,30/04/1973,8.25
851,01/05/1973,8.25
852,02/05/1973,8.25
853,03/05/1973,8.25
854,04/05/1973,8.25
855,05/05/1973,8.25
856,06/05/1973,8.25
857,07/05/1973,8.25
858,08/05/1973,8.25
859,09/05/1973,8.25
860,10/05/1973,8.25
861,11/05/1973,8.25
862,12/05/1973,8.25
863,13/05/1973,8.25
864,14/05/1973,8.0
865,15/05/1973,8.0
866,16/05/1973,8.0
867,17/05/1973,8.0
868,18/05/1973,8.0
869,19/05/1973,8.0
870,20/05/1973,8.0
871,21/05/1973,7.75
872,22/05/1973,7.75
873,23/05/1973,7.75
874,24/05/1973,7.75
875,25/05/1973,7.75
876,26/05/1973,7.75
877,27/05/1973,7.75
878,28/05/1973,7.75
879,29/05/1973,7.75
880,30/05/1973,7.75
881,31/05/1973,7.75
882,01/06/1973,7.75
883,02/06/1973,7.75
884,03/06/1973,7.75
885,04/06/1973,7.75
886,05/06/1973,7.75
887,06/06/1973,7.75
888,07/06/1973,7.75
889,08/06/1973,7.75
890,09/06/1973,7.75
891,10/06/1973,7.75
892,11/06/1973,7.75
893,12/06/1973,7.75
894,13/06/1973,7.75
895,14/06/1973,7.75
896,15/06/1973,7.75
897,16/06/1973,7.75
898,17/06/1973,7.75
899,18/06/1973,7.75
900,19/06/1973,7.75
901,20/06/1973,7.75
902,21/06/1973,7.75
903,22/06/1973,7.75
904,23/06/1973,7.75
905,24/06/1973,7.75
906,25/06/1973,7.5
907,26/06/1973,7.5
908,27/06/1973,7.5
909,28/06/1973,7.5
910,29/06/1973,7.5
911,30/06/1973,7.5
912,01/07/1973,7.5
913,02/07/1973,7.5
914,03/07/1973,7.5
915,04/07/1973,7.5
916,05/07/1973,7.5
917,06/07/1973,7.5
918,07/07/1973,7.5
919,08/07/1973,7.5
920,09/07/1973,7.5
921,10/07/1973,7.5
922,11/07/1973,7.5
923,12/07/1973,7.5
924,13/07/1973,7.5
925,14/07/1973,7.5
926,15/07/1973,7.5
927,16/07/1973,7.5
928,17/07/1973,7.5
929,18/07/1973,7.5
930,19/07/1973,7.5
931,20/07/1973,7.5
932,21/07/1973,7.5
933,22/07/1973,7.5
934,23/07/1973,9.0
935,24/07/1973,9.0
936,25/07/1973,9.0
937,26/07/1973,9.0
938,27/07/1973,9.0
939,28/07/1973,9.0
940,29/07/1973,9.0
941,30/07/1973,11.5
942,31/07/1973,11.5
943,01/08/1973,11.5
944,02/08/1973,11.5
945,03/08/1973,11.5
946,04/08/1973,11.5
947,05/08/1973,11.5
948,06/08/1973,11.5
949,07/08/1973,11.5
950,08/08/1973,11.5
951,09/08/1973,11.5
952,10/08/1973,11.5
953,11/08/1973,11.5
954,12/08/1973,11.5
955,13/08/1973,11.5
956,14/08/1973,11.5
957,15/08/1973,11.5
958,16/08/1973,11.5
959,17/08/1973,11.5
960,18/08/1973,11.5
961,19/08/1973,11.5
962,20/08/1973,11.5
963,21/08/1973,11.5
964,22/08/1973,11.5
965,23/08/1973,11.5
966,24/08/1973,11.5
967,25/08/1973,11.5
968,26/08/1973,11.5
969,27/08/1973,11.5
970,28/08/1973,11.5
971,29/08/1973,11.5
972,30/08/1973,11.5
973,31/08/1973,11.5
974,01/09/1973,11.5
975,02/09/1973,11.5
976,03/09/1973,11.5
977,04/09/1973,11.5
978,05/09/1973,11.5
979,06/09/1973,11.5
980,07/09/1973,11.5
981,08/09/1973,11.5
982,09/09/1973,11.5
983,10/09/1973,11.5
984,11/09/1973,11.5
985,12/09/1973,11.5
986,13/09/1973,11.5
987,14/09/1973,11.5
988,15/09/1973,11.5
989,16/09/1973,11.5
990,17/09/1973,11.5
991,18/09/1973,11.5
992,19/09/1973,11.5
993,20/09/1973,11.5
994,21/09/1973,11.5
995,22/09/1973,11.5
996,23/09/1973,11.5
997,24/09/1973,11.5
998,25/09/1973,11.5
999,26/09/1973,11.5
1000,27/09/1973,11.5
1001,28/09/1973,11.5
1002,29/09/1973,11.5
1003,30/09/1973,11.5
1004,01/10/1973,11.5
1005,02/10/1973,11.5
1006,03/10/1973,11.5
1007,04/10/1973,11.5
1008,05/10/1973,11.5
1009,06/10/1973,11.5
1010,07/10/1973,11.5
1011,08/10/1973,11.5
1012,09/10/1973,11.5
1013,10/10/1973,11.5
1014,11/10/1973,11.5
1015,12/10/1973,11.5
1016,13/10/1973,11.5
1017,14/10/1973,11.5
1018,15/10/1973,11.5
1019,16/10/1973,11.5
1020,17/10/1973,11.5
1021,18/10/1973,11.5
1022,19/10/1973,11.5
1023,20/10/1973,11.5
1024,21/10/1973,11.5
1025,22/10/1973,11.25
1026,23/10/1973,11.25
1027,24/10/1973,11.25
1028,25/10/1973,11.25
1029,26/10/1973,11.25
1030,27/10/1973,11.25
1031,28/10/1973,11.25
1032,29/10/1973,11.25
1033,30/10/1973,11.25
1034,31/10/1973,11.25
1035,01/11/1973,11.25
1036,02/11/1973,11.25
1037,03/11/1973,11.25
1038,04/11/1973,11.25
1039,05/11/1973,11.25
1040,06/11/1973,11.25
1041,07/11/1973,11.25
1042,08/11/1973,11.25
1043,09/11/1973,11.25
1044,10/11/1973,11.25
1045,11/11/1973,11.25
1046,12/11/1973,11.25
1047,13/11/1973,13.0
1048,14/11/1973,13.0
1049,15/11/1973,13.0
1050,16/11/1973,13.0
1051,17/11/1973,13.0
1052,18/11/1973,13.0
1053,19/11/1973,13.0
1054,20/11/1973,13.0
1055,21/11/1973,13.0
1056,22/11/1973,13.0
1057,23/11/1973,13.0
1058,24/11/1973,13.0
1059,25/11/1973,13.0
1060,26/11/1973,13.0
1061,27/11/1973,13.0
1062,28/11/1973,13.0
1063,29/11/1973,13.0
1064,30/11/1973,13.0
1065,01/12/1973,13.0
1066,02/12/1973,13.0
1067,03/12/1973,13.0
1068,04/12/1973,13.0
1069,05/12/1973,13.0
