,date,jtj
189,2019-11-22,2.094987630844116
190,2019-11-29,1.5585198402404785
191,2019-12-06,2.448662281036377
192,2019-12-13,3.299316883087158
193,2019-12-20,1.356806755065918
194,2019-12-27,1.635898470878601
195,2020-01-03,1.2596012353897095
196,2020-01-10,1.6692147254943848
197,2020-01-17,1.6516430377960205
198,2020-01-24,1.9527502059936523
199,2020-01-31,1.453363060951233
200,2020-02-07,1.6531696319580078
201,2020-02-14,1.1250019073486328
202,2020-02-21,1.773757815361023
203,2020-02-28,1.8955847024917603
204,2020-03-06,1.5957322120666504
205,2020-03-13,1.7047818899154663
206,2020-03-20,1.499019980430603
207,2020-03-27,1.9607480764389038
208,2020-04-03,1.068320631980896
209,2020-04-10,1.6905760765075684
210,2020-04-17,2.053340196609497
211,2020-04-24,2.417773962020874
212,2020-05-01,1.8179371356964111
213,2020-05-08,2.150385618209839
214,2020-05-15,1.9781639575958252
215,2020-05-22,1.495780348777771
216,2020-05-29,1.4110009670257568
217,2020-06-05,1.2853820323944092
218,2020-06-12,0.8196693658828735
219,2020-06-19,0.9939903616905212
220,2020-06-26,0.823167622089386
221,2020-07-03,1.0340800285339355
222,2020-07-10,1.448212742805481
223,2020-07-17,1.0280349254608154
224,2020-07-24,1.3320525884628296
225,2020-07-31,0.9082595705986023
226,2020-08-07,1.7607754468917847
227,2020-08-14,0.7430232763290405
228,2020-08-21,1.2045164108276367
229,2020-08-28,1.6760538816452026
230,2020-09-04,1.2896978855133057
231,2020-09-11,2.727463960647583
232,2020-09-18,1.7373499870300293
233,2020-09-25,2.236203670501709
234,2020-10-02,2.0996408462524414
235,2020-10-09,1.544114589691162
236,2020-10-16,2.689620018005371
237,2020-10-23,2.1416432857513428
238,2020-10-30,2.149435520172119
239,2020-11-06,2.652383327484131
240,2020-11-13,2.4376378059387207
241,2020-11-20,3.8471951484680176
242,2020-11-27,2.18674635887146
243,2020-12-04,2.3936336040496826
244,2020-12-11,1.1340457201004028
245,2020-12-18,1.0820876359939575
246,2020-12-25,0.9901649951934814
247,2021-01-01,1.6090939044952393
248,2021-01-08,2.378309488296509
249,2021-01-15,1.7074329853057861
250,2021-01-22,1.9099172353744507
251,2021-01-29,1.66372549533844
252,2021-02-05,1.3105911016464233
253,2021-02-12,0.9940101504325867
254,2021-02-19,1.9306834936141968
255,2021-02-26,1.0544809103012085
256,2021-03-05,2.204988956451416
257,2021-03-12,1.7403520345687866
258,2021-03-19,1.7196482419967651
259,2021-03-26,1.400905966758728
260,2021-04-02,2.362380266189575
261,2021-04-09,2.049384355545044
262,2021-04-16,1.9242746829986572
263,2021-04-23,2.005399465560913
264,2021-04-30,2.2692294120788574
265,2021-05-07,1.6877230405807495
266,2021-05-14,2.324838876724243
267,2021-05-21,2.774204969406128
268,2021-05-28,2.065899133682251
269,2021-06-04,1.4989612102508545
270,2021-06-11,1.7606195211410522
271,2021-06-18,2.3328771591186523
272,2021-06-25,2.507894992828369
273,2021-07-02,2.883835554122925
274,2021-07-09,3.179187297821045
275,2021-07-16,3.5825138092041016
276,2021-07-23,2.705044984817505
277,2021-07-30,2.039039373397827
278,2021-08-06,2.4412569999694824
279,2021-08-13,3.410405397415161
280,2021-08-20,2.5638442039489746
281,2021-08-27,2.522188663482666
282,2021-09-03,2.4229631423950195
283,2021-09-10,3.0579638481140137
284,2021-09-17,2.5640909671783447
285,2021-09-24,2.4930946826934814
