,year,emissions,coal
338,1898,4296.39990234375,146.59677124023438
339,1899,4602.60009765625,157.04457092285156
340,1900,4659.7001953125,158.9928741455078
341,1901,4557.7998046875,155.51596069335938
342,1902,4735.39990234375,161.57582092285156
343,1903,4774.0,162.89288330078125
344,1904,4796.7001953125,163.6674346923828
345,1905,4862.7998046875,165.92282104492188
346,1906,5042.39990234375,172.05091857910156
347,1907,5269.10009765625,179.78611755371094
348,1908,5136.0,175.24462890625
349,1909,5184.0,176.88243103027344
350,1910,5227.2998046875,178.35986328125
351,1911,5358.5,182.83651733398438
352,1912,5066.7001953125,172.88006591796875
353,1913,5534.89990234375,188.85543823242188
354,1914,5346.5,182.4270782470703
355,1915,5425.7998046875,185.1328582763672
356,1916,5644.2998046875,192.5882568359375
357,1917,5528.2001953125,188.6268310546875
358,1918,5075.0,173.16326904296875
359,1919,5040.2001953125,171.97586059570312
360,1920,5301.10009765625,180.87799072265625
361,1921,3593.60009765625,122.61665344238281
362,1922,4809.2001953125,164.0939483642578
363,1923,5101.7001953125,174.0742950439453
364,1924,5336.60009765625,182.0892791748047
365,1925,5000.7001953125,170.62808227539062
366,1926,2749.5,93.81524658203125
367,1927,5207.0,177.66722106933594
368,1928,4882.2998046875,166.5881805419922
369,1929,5151.0,175.75643920898438
370,1930,4929.89990234375,168.2123260498047
371,1931,4612.7001953125,157.3892059326172
372,1932,4432.39990234375,151.23721313476562
373,1933,4387.2001953125,149.6949462890625
374,1934,4727.89990234375,161.31991577148438
375,1935,4795.5,163.62649536132812
376,1936,5068.10009765625,172.92782592773438
377,1937,5228.2001953125,178.3905792236328
378,1938,4996.2001953125,170.47454833984375
379,1939,6047.10009765625,206.33213806152344
380,1940,5865.39990234375,200.1323699951172
381,1941,5395.7998046875,184.10922241210938
382,1942,5360.39990234375,182.90135192871094
383,1943,5204.5,177.5819091796875
384,1944,5043.2998046875,172.08163452148438
385,1945,4785.2001953125,163.27503967285156
386,1946,4809.7001953125,164.1110076904297
387,1947,4771.39990234375,162.80416870117188
388,1948,5002.89990234375,170.70315551757812
389,1949,5051.0,172.3443603515625
390,1950,5227.60009765625,178.37010192871094
391,1951,5409.5,184.57669067382812
392,1952,5382.7001953125,183.66224670410156
393,1953,5400.5,184.26959228515625
394,1954,5531.10009765625,188.7257843017578
395,1955,5570.0,190.05308532714844
396,1956,5632.39990234375,192.18222045898438
397,1957,5513.7001953125,188.132080078125
398,1958,5242.39990234375,178.87509155273438
399,1959,4907.7998046875,167.458251953125
400,1960,5096.2998046875,173.89002990722656
401,1961,4971.7998046875,169.64199829101562
402,1962,4958.7998046875,169.19842529296875
403,1963,5035.2001953125,171.8052520751953
404,1964,4790.0,163.43882751464844
405,1965,5239.10009765625,178.7624969482422
406,1966,4986.2001953125,170.13333129882812
407,1967,4677.39990234375,159.59681701660156
408,1968,4657.7998046875,158.9280548095703
409,1969,4533.2998046875,154.6800079345703
410,1970,4283.7001953125,146.16343688964844
411,1971,3844.39990234375,131.17416381835938
412,1972,3339.5,113.94654846191406
413,1973,3615.39990234375,123.36048126220703
414,1974,3167.5,108.0777587890625
415,1975,3191.0,108.87960052490234
416,1976,3247.300048828125,110.80060577392578
417,1977,3258.0,111.16569519042969
418,1978,3173.89990234375,108.29613494873047
419,1979,3411.800048828125,116.41348266601562
420,1980,3171.39990234375,108.21083068847656
421,1981,3154.199951171875,107.62395477294922
422,1982,2941.800048828125,100.3766860961914
423,1983,2969.10009765625,101.30818939208984
424,1984,2109.800048828125,71.98815155029297
425,1985,2806.10009765625,95.74649047851562
426,1986,3030.300048828125,103.3963851928711
427,1987,2995.60009765625,102.21238708496094
428,1988,2925.39990234375,99.81710815429688
429,1989,2939.0,100.2811508178711
430,1990,2928.5,99.92288208007812
431,1991,2905.800048828125,99.1483383178711
432,1992,2746.60009765625,93.71630096435547
433,1993,2386.39990234375,81.42597198486328
434,1994,1703.800048828125,58.13508605957031
435,1995,1881.5999755859375,64.20177459716797
436,1996,1784.0999755859375,60.87499237060547
437,1997,1738.199951171875,59.30884552001953
438,1998,1480.0,50.498844146728516
439,1999,1330.9000244140625,45.41142654418945
440,2000,1124.4000244140625,38.36547088623047
441,2001,2438.0,83.18660736083984
