,date,indicator,value
94,1983-12-01,Black,17.8
95,1983-12-01,White,7.1
96,1984-01-01,Black,17.3
97,1984-01-01,White,6.9
98,1984-02-01,Black,16.2
99,1984-02-01,White,6.8
100,1984-03-01,Black,16.6
101,1984-03-01,White,6.7
102,1984-04-01,Black,16.5
103,1984-04-01,White,6.7
104,1984-05-01,Black,15.7
105,1984-05-01,White,6.4
106,1984-06-01,Black,15.6
107,1984-06-01,White,6.2
108,1984-07-01,Black,16.7
109,1984-07-01,White,6.3
110,1984-08-01,Black,16.0
111,1984-08-01,White,6.4
112,1984-09-01,Black,15.0
113,1984-09-01,White,6.4
114,1984-10-01,Black,15.3
115,1984-10-01,White,6.3
116,1984-11-01,Black,15.0
117,1984-11-01,White,6.2
118,1984-12-01,Black,15.2
119,1984-12-01,White,6.3
120,1985-01-01,Black,15.2
121,1985-01-01,White,6.3
122,1985-02-01,Black,15.8
123,1985-02-01,White,6.2
124,1985-03-01,Black,15.1
125,1985-03-01,White,6.2
126,1985-04-01,Black,15.1
127,1985-04-01,White,6.3
128,1985-05-01,Black,15.2
129,1985-05-01,White,6.2
130,1985-06-01,Black,14.4
131,1985-06-01,White,6.5
132,1985-07-01,Black,15.2
133,1985-07-01,White,6.4
134,1985-08-01,Black,14.3
135,1985-08-01,White,6.2
136,1985-09-01,Black,15.2
137,1985-09-01,White,6.1
138,1985-10-01,Black,15.0
139,1985-10-01,White,6.1
140,1985-11-01,Black,15.6
141,1985-11-01,White,5.9
142,1985-12-01,Black,15.0
143,1985-12-01,White,6.0
144,1986-01-01,Black,14.5
145,1986-01-01,White,5.7
146,1986-02-01,Black,14.4
147,1986-02-01,White,6.3
148,1986-03-01,Black,14.6
149,1986-03-01,White,6.2
150,1986-04-01,Black,14.8
151,1986-04-01,White,6.1
152,1986-05-01,Black,14.6
153,1986-05-01,White,6.2
154,1986-06-01,Black,15.1
155,1986-06-01,White,6.2
156,1986-07-01,Black,14.4
157,1986-07-01,White,6.1
158,1986-08-01,Black,14.8
159,1986-08-01,White,5.9
160,1986-09-01,Black,14.9
161,1986-09-01,White,6.0
162,1986-10-01,Black,14.6
163,1986-10-01,White,6.0
164,1986-11-01,Black,14.3
165,1986-11-01,White,6.0
166,1986-12-01,Black,13.7
167,1986-12-01,White,5.8
168,1987-01-01,Black,14.0
169,1987-01-01,White,5.7
170,1987-02-01,Black,13.8
171,1987-02-01,White,5.7
172,1987-03-01,Black,13.8
173,1987-03-01,White,5.7
174,1987-04-01,Black,12.9
175,1987-04-01,White,5.4
176,1987-05-01,Black,13.6
177,1987-05-01,White,5.4
178,1987-06-01,Black,12.9
179,1987-06-01,White,5.4
180,1987-07-01,Black,12.9
181,1987-07-01,White,5.2
182,1987-08-01,Black,12.6
183,1987-08-01,White,5.1
184,1987-09-01,Black,12.6
185,1987-09-01,White,5.1
186,1987-10-01,Black,12.3
187,1987-10-01,White,5.2
188,1987-11-01,Black,12.1
189,1987-11-01,White,5.0
190,1987-12-01,Black,12.1
191,1987-12-01,White,4.9
192,1988-01-01,Black,12.0
193,1988-01-01,White,5.0
194,1988-02-01,Black,12.4
195,1988-02-01,White,4.9
196,1988-03-01,Black,12.7
197,1988-03-01,White,4.8
198,1988-04-01,Black,12.2
199,1988-04-01,White,4.6
200,1988-05-01,Black,12.3
201,1988-05-01,White,4.7
202,1988-06-01,Black,11.5
203,1988-06-01,White,4.6
204,1988-07-01,Black,11.6
205,1988-07-01,White,4.7
206,1988-08-01,Black,11.4
207,1988-08-01,White,4.8
208,1988-09-01,Black,11.0
209,1988-09-01,White,4.8
210,1988-10-01,Black,11.1
211,1988-10-01,White,4.7
212,1988-11-01,Black,11.0
213,1988-11-01,White,4.6
214,1988-12-01,Black,11.3
215,1988-12-01,White,4.6
216,1989-01-01,Black,11.8
217,1989-01-01,White,4.6
218,1989-02-01,Black,11.9
219,1989-02-01,White,4.3
220,1989-03-01,Black,11.1
221,1989-03-01,White,4.2
222,1989-04-01,Black,11.1
223,1989-04-01,White,4.5
224,1989-05-01,Black,11.2
225,1989-05-01,White,4.4
226,1989-06-01,Black,11.7
227,1989-06-01,White,4.5
228,1989-07-01,Black,11.0
229,1989-07-01,White,4.5
230,1989-08-01,Black,11.1
231,1989-08-01,White,4.5
232,1989-09-01,Black,11.7
233,1989-09-01,White,4.5
234,1989-10-01,Black,11.7
235,1989-10-01,White,4.5
236,1989-11-01,Black,11.7
237,1989-11-01,White,4.6
238,1989-12-01,Black,11.6
239,1989-12-01,White,4.6
240,1990-01-01,Black,11.1
241,1990-01-01,White,4.6
242,1990-02-01,Black,11.0
243,1990-02-01,White,4.6
244,1990-03-01,Black,10.9
245,1990-03-01,White,4.5
246,1990-04-01,Black,10.7
247,1990-04-01,White,4.7
248,1990-05-01,Black,10.6
249,1990-05-01,White,4.6
250,1990-06-01,Black,10.5
251,1990-06-01,White,4.5
252,1990-07-01,Black,11.4
253,1990-07-01,White,4.7
254,1990-08-01,Black,11.7
255,1990-08-01,White,4.9
256,1990-09-01,Black,12.1
257,1990-09-01,White,5.0
258,1990-10-01,Black,12.1
259,1990-10-01,White,5.1
260,1990-11-01,Black,12.4
261,1990-11-01,White,5.3
262,1990-12-01,Black,12.4
263,1990-12-01,White,5.4
264,1991-01-01,Black,11.9
265,1991-01-01,White,5.6
266,1991-02-01,Black,12.2
267,1991-02-01,White,5.8
268,1991-03-01,Black,12.5
269,1991-03-01,White,6.0
270,1991-04-01,Black,12.7
271,1991-04-01,White,5.9
272,1991-05-01,Black,12.8
273,1991-05-01,White,6.1
274,1991-06-01,Black,12.5
275,1991-06-01,White,6.2
276,1991-07-01,Black,11.9
277,1991-07-01,White,6.2
278,1991-08-01,Black,12.4
279,1991-08-01,White,6.2
280,1991-09-01,Black,12.3
281,1991-09-01,White,6.2
282,1991-10-01,Black,13.3
283,1991-10-01,White,6.2
284,1991-11-01,Black,12.5
285,1991-11-01,White,6.3
286,1991-12-01,Black,12.9
287,1991-12-01,White,6.5
288,1992-01-01,Black,13.5
289,1992-01-01,White,6.4
290,1992-02-01,Black,14.2
291,1992-02-01,White,6.5
292,1992-03-01,Black,14.1
293,1992-03-01,White,6.5
294,1992-04-01,Black,14.1
295,1992-04-01,White,6.5
296,1992-05-01,Black,14.7
297,1992-05-01,White,6.6
298,1992-06-01,Black,14.6
299,1992-06-01,White,6.9
300,1992-07-01,Black,14.4
301,1992-07-01,White,6.7
302,1992-08-01,Black,14.2
303,1992-08-01,White,6.7
304,1992-09-01,Black,13.9
305,1992-09-01,White,6.7
306,1992-10-01,Black,14.3
307,1992-10-01,White,6.5
308,1992-11-01,Black,14.1
309,1992-11-01,White,6.5
310,1992-12-01,Black,14.3
311,1992-12-01,White,6.5
312,1993-01-01,Black,14.1
313,1993-01-01,White,6.3
314,1993-02-01,Black,13.5
315,1993-02-01,White,6.2
316,1993-03-01,Black,13.7
317,1993-03-01,White,6.1
318,1993-04-01,Black,14.0
319,1993-04-01,White,6.1
320,1993-05-01,Black,13.1
321,1993-05-01,White,6.2
322,1993-06-01,Black,13.4
323,1993-06-01,White,6.2
324,1993-07-01,Black,12.7
325,1993-07-01,White,6.1
326,1993-08-01,Black,12.3
327,1993-08-01,White,6.0
328,1993-09-01,Black,12.5
329,1993-09-01,White,5.9
330,1993-10-01,Black,11.8
331,1993-10-01,White,6.2
332,1993-11-01,Black,12.6
333,1993-11-01,White,5.7
334,1993-12-01,Black,11.7
335,1993-12-01,White,5.8
336,1994-01-01,Black,13.1
337,1994-01-01,White,5.7
338,1994-02-01,Black,12.8
339,1994-02-01,White,5.7
340,1994-03-01,Black,12.4
341,1994-03-01,White,5.7
342,1994-04-01,Black,11.9
343,1994-04-01,White,5.6
344,1994-05-01,Black,11.7
345,1994-05-01,White,5.2
346,1994-06-01,Black,11.3
347,1994-06-01,White,5.3
348,1994-07-01,Black,10.9
349,1994-07-01,White,5.3
350,1994-08-01,Black,11.2
351,1994-08-01,White,5.2
352,1994-09-01,Black,10.6
353,1994-09-01,White,5.1
354,1994-10-01,Black,11.3
355,1994-10-01,White,5.0
356,1994-11-01,Black,10.8
357,1994-11-01,White,4.8
358,1994-12-01,Black,9.9
359,1994-12-01,White,4.8
360,1995-01-01,Black,10.3
361,1995-01-01,White,4.8
362,1995-02-01,Black,10.1
363,1995-02-01,White,4.7
364,1995-03-01,Black,9.7
365,1995-03-01,White,4.7
366,1995-04-01,Black,10.7
367,1995-04-01,White,5.0
368,1995-05-01,Black,10.0
369,1995-05-01,White,5.0
370,1995-06-01,Black,10.7
371,1995-06-01,White,4.9
372,1995-07-01,Black,10.9
373,1995-07-01,White,4.9
374,1995-08-01,Black,11.1
375,1995-08-01,White,4.9
376,1995-09-01,Black,11.1
377,1995-09-01,White,4.9
378,1995-10-01,Black,10.0
379,1995-10-01,White,4.9
380,1995-11-01,Black,9.7
381,1995-11-01,White,5.0
382,1995-12-01,Black,10.2
383,1995-12-01,White,4.9
384,1996-01-01,Black,10.6
385,1996-01-01,White,4.9
386,1996-02-01,Black,10.0
387,1996-02-01,White,4.8
388,1996-03-01,Black,10.6
389,1996-03-01,White,4.8
390,1996-04-01,Black,10.7
391,1996-04-01,White,4.8
392,1996-05-01,Black,10.2
393,1996-05-01,White,4.9
394,1996-06-01,Black,10.4
395,1996-06-01,White,4.6
396,1996-07-01,Black,10.6
397,1996-07-01,White,4.7
398,1996-08-01,Black,10.6
399,1996-08-01,White,4.4
400,1996-09-01,Black,10.6
401,1996-09-01,White,4.5
402,1996-10-01,Black,10.7
403,1996-10-01,White,4.5
404,1996-11-01,Black,10.6
405,1996-11-01,White,4.6
406,1996-12-01,Black,10.5
407,1996-12-01,White,4.6
408,1997-01-01,Black,10.8
409,1997-01-01,White,4.5
410,1997-02-01,Black,10.7
411,1997-02-01,White,4.5
412,1997-03-01,Black,10.5
413,1997-03-01,White,4.4
414,1997-04-01,Black,10.2
415,1997-04-01,White,4.3
416,1997-05-01,Black,10.3
417,1997-05-01,White,4.1
418,1997-06-01,Black,10.8
419,1997-06-01,White,4.2
420,1997-07-01,Black,9.5
421,1997-07-01,White,4.2
422,1997-08-01,Black,9.4
423,1997-08-01,White,4.2
424,1997-09-01,Black,9.5
425,1997-09-01,White,4.2
426,1997-10-01,Black,9.5
427,1997-10-01,White,4.1
428,1997-11-01,Black,9.5
429,1997-11-01,White,3.9
430,1997-12-01,Black,10.0
431,1997-12-01,White,3.9
432,1998-01-01,Black,9.4
433,1998-01-01,White,4.0
434,1998-02-01,Black,9.3
435,1998-02-01,White,3.9
436,1998-03-01,Black,9.2
437,1998-03-01,White,4.0
438,1998-04-01,Black,9.1
439,1998-04-01,White,3.7
440,1998-05-01,Black,8.9
441,1998-05-01,White,3.8
442,1998-06-01,Black,8.8
443,1998-06-01,White,3.9
444,1998-07-01,Black,9.5
445,1998-07-01,White,3.8
446,1998-08-01,Black,8.8
447,1998-08-01,White,3.9
448,1998-09-01,Black,9.1
449,1998-09-01,White,3.9
450,1998-10-01,Black,8.6
451,1998-10-01,White,3.9
452,1998-11-01,Black,8.6
453,1998-11-01,White,3.8
454,1998-12-01,Black,7.7
455,1998-12-01,White,3.8
456,1999-01-01,Black,7.8
457,1999-01-01,White,3.8
458,1999-02-01,Black,8.2
459,1999-02-01,White,3.8
460,1999-03-01,Black,8.0
461,1999-03-01,White,3.6
462,1999-04-01,Black,7.8
463,1999-04-01,White,3.8
464,1999-05-01,Black,7.4
465,1999-05-01,White,3.7
466,1999-06-01,Black,7.7
467,1999-06-01,White,3.8
468,1999-07-01,Black,8.7
469,1999-07-01,White,3.7
470,1999-08-01,Black,7.7
471,1999-08-01,White,3.7
472,1999-09-01,Black,8.5
473,1999-09-01,White,3.6
474,1999-10-01,Black,8.4
475,1999-10-01,White,3.5
476,1999-11-01,Black,8.0
477,1999-11-01,White,3.5
478,1999-12-01,Black,7.8
479,1999-12-01,White,3.5
480,2000-01-01,Black,8.2
481,2000-01-01,White,3.4
482,2000-02-01,Black,8.1
483,2000-02-01,White,3.6
484,2000-03-01,Black,7.4
485,2000-03-01,White,3.5
486,2000-04-01,Black,7.0
487,2000-04-01,White,3.4
488,2000-05-01,Black,7.7
489,2000-05-01,White,3.5
490,2000-06-01,Black,7.8
491,2000-06-01,White,3.4
492,2000-07-01,Black,7.7
493,2000-07-01,White,3.5
494,2000-08-01,Black,7.9
495,2000-08-01,White,3.6
496,2000-09-01,Black,7.3
497,2000-09-01,White,3.5
498,2000-10-01,Black,7.3
499,2000-10-01,White,3.4
500,2000-11-01,Black,7.3
501,2000-11-01,White,3.5
502,2000-12-01,Black,7.4
503,2000-12-01,White,3.5
504,2001-01-01,Black,8.2
505,2001-01-01,White,3.6
506,2001-02-01,Black,7.7
507,2001-02-01,White,3.7
508,2001-03-01,Black,8.3
509,2001-03-01,White,3.7
510,2001-04-01,Black,8.0
511,2001-04-01,White,3.9
512,2001-05-01,Black,7.9
513,2001-05-01,White,3.8
514,2001-06-01,Black,8.3
515,2001-06-01,White,4.0
516,2001-07-01,Black,8.0
517,2001-07-01,White,4.0
518,2001-08-01,Black,9.1
519,2001-08-01,White,4.3
520,2001-09-01,Black,8.9
521,2001-09-01,White,4.3
522,2001-10-01,Black,9.5
523,2001-10-01,White,4.7
524,2001-11-01,Black,9.8
525,2001-11-01,White,4.9
526,2001-12-01,Black,10.1
527,2001-12-01,White,5.1
528,2002-01-01,Black,10.0
529,2002-01-01,White,5.1
530,2002-02-01,Black,9.9
531,2002-02-01,White,5.0
532,2002-03-01,Black,10.5
533,2002-03-01,White,5.0
534,2002-04-01,Black,10.7
535,2002-04-01,White,5.2
536,2002-05-01,Black,10.2
537,2002-05-01,White,5.1
538,2002-06-01,Black,10.5
539,2002-06-01,White,5.1
540,2002-07-01,Black,9.8
541,2002-07-01,White,5.2
542,2002-08-01,Black,9.8
543,2002-08-01,White,5.1
544,2002-09-01,Black,9.7
545,2002-09-01,White,5.1
546,2002-10-01,Black,9.8
547,2002-10-01,White,5.1
548,2002-11-01,Black,10.7
549,2002-11-01,White,5.1
550,2002-12-01,Black,11.3
551,2002-12-01,White,5.1
552,2003-01-01,Black,10.5
553,2003-01-01,White,5.2
554,2003-02-01,Black,10.7
555,2003-02-01,White,5.1
556,2003-03-01,Black,10.3
557,2003-03-01,White,5.1
558,2003-04-01,Black,10.9
559,2003-04-01,White,5.3
560,2003-05-01,Black,10.9
561,2003-05-01,White,5.4
562,2003-06-01,Black,11.5
563,2003-06-01,White,5.5
564,2003-07-01,Black,10.9
565,2003-07-01,White,5.4
566,2003-08-01,Black,10.9
567,2003-08-01,White,5.4
568,2003-09-01,Black,11.1
569,2003-09-01,White,5.3
570,2003-10-01,Black,11.4
571,2003-10-01,White,5.1
572,2003-11-01,Black,10.2
573,2003-11-01,White,5.2
574,2003-12-01,Black,10.1
575,2003-12-01,White,5.0
576,2004-01-01,Black,10.4
577,2004-01-01,White,5.0
578,2004-02-01,Black,9.7
579,2004-02-01,White,4.9
580,2004-03-01,Black,10.3
581,2004-03-01,White,5.1
582,2004-04-01,Black,9.8
583,2004-04-01,White,5.0
584,2004-05-01,Black,10.1
585,2004-05-01,White,4.9
586,2004-06-01,Black,10.2
587,2004-06-01,White,5.0
588,2004-07-01,Black,11.0
589,2004-07-01,White,4.7
590,2004-08-01,Black,10.5
591,2004-08-01,White,4.7
592,2004-09-01,Black,10.3
593,2004-09-01,White,4.6
594,2004-10-01,Black,10.8
595,2004-10-01,White,4.6
596,2004-11-01,Black,10.7
597,2004-11-01,White,4.6
598,2004-12-01,Black,10.7
599,2004-12-01,White,4.5
600,2005-01-01,Black,10.6
601,2005-01-01,White,4.5
602,2005-02-01,Black,10.9
603,2005-02-01,White,4.6
604,2005-03-01,Black,10.5
605,2005-03-01,White,4.5
606,2005-04-01,Black,10.3
607,2005-04-01,White,4.4
608,2005-05-01,Black,10.1
609,2005-05-01,White,4.4
610,2005-06-01,Black,10.2
611,2005-06-01,White,4.3
612,2005-07-01,Black,9.2
613,2005-07-01,White,4.2
614,2005-08-01,Black,9.7
615,2005-08-01,White,4.2
616,2005-09-01,Black,9.4
617,2005-09-01,White,4.4
618,2005-10-01,Black,9.1
619,2005-10-01,White,4.4
620,2005-11-01,Black,10.6
621,2005-11-01,White,4.3
622,2005-12-01,Black,9.2
623,2005-12-01,White,4.2
624,2006-01-01,Black,8.9
625,2006-01-01,White,4.1
626,2006-02-01,Black,9.5
627,2006-02-01,White,4.1
628,2006-03-01,Black,9.5
629,2006-03-01,White,4.0
630,2006-04-01,Black,9.4
631,2006-04-01,White,4.1
632,2006-05-01,Black,8.7
633,2006-05-01,White,4.1
634,2006-06-01,Black,8.9
635,2006-06-01,White,4.1
636,2006-07-01,Black,9.5
637,2006-07-01,White,4.1
638,2006-08-01,Black,8.8
639,2006-08-01,White,4.1
640,2006-09-01,Black,9.0
641,2006-09-01,White,3.9
642,2006-10-01,Black,8.4
643,2006-10-01,White,3.9
644,2006-11-01,Black,8.5
645,2006-11-01,White,4.0
646,2006-12-01,Black,8.3
647,2006-12-01,White,3.9
648,2007-01-01,Black,7.9
649,2007-01-01,White,4.2
650,2007-02-01,Black,8.0
651,2007-02-01,White,4.1
652,2007-03-01,Black,8.4
653,2007-03-01,White,3.8
654,2007-04-01,Black,8.3
655,2007-04-01,White,4.0
656,2007-05-01,Black,8.3
657,2007-05-01,White,3.9
658,2007-06-01,Black,8.5
659,2007-06-01,White,4.1
660,2007-07-01,Black,8.1
661,2007-07-01,White,4.2
662,2007-08-01,Black,7.6
663,2007-08-01,White,4.2
664,2007-09-01,Black,8.0
665,2007-09-01,White,4.2
666,2007-10-01,Black,8.5
667,2007-10-01,White,4.1
668,2007-11-01,Black,8.5
669,2007-11-01,White,4.2
670,2007-12-01,Black,9.0
671,2007-12-01,White,4.4
672,2008-01-01,Black,9.1
673,2008-01-01,White,4.4
674,2008-02-01,Black,8.4
675,2008-02-01,White,4.4
676,2008-03-01,Black,9.2
677,2008-03-01,White,4.5
678,2008-04-01,Black,8.6
679,2008-04-01,White,4.4
680,2008-05-01,Black,9.6
681,2008-05-01,White,4.8
682,2008-06-01,Black,9.4
683,2008-06-01,White,5.0
684,2008-07-01,Black,10.0
685,2008-07-01,White,5.2
686,2008-08-01,Black,10.6
687,2008-08-01,White,5.4
688,2008-09-01,Black,11.3
689,2008-09-01,White,5.4
690,2008-10-01,Black,11.4
691,2008-10-01,White,5.9
692,2008-11-01,Black,11.5
693,2008-11-01,White,6.2
694,2008-12-01,Black,12.1
695,2008-12-01,White,6.7
696,2009-01-01,Black,12.7
697,2009-01-01,White,7.1
698,2009-02-01,Black,13.7
699,2009-02-01,White,7.6
700,2009-03-01,Black,13.7
701,2009-03-01,White,8.0
702,2009-04-01,Black,15.0
703,2009-04-01,White,8.1
704,2009-05-01,Black,15.0
705,2009-05-01,White,8.5
706,2009-06-01,Black,14.8
707,2009-06-01,White,8.7
708,2009-07-01,Black,14.8
709,2009-07-01,White,8.7
710,2009-08-01,Black,14.8
711,2009-08-01,White,8.9
712,2009-09-01,Black,15.3
713,2009-09-01,White,8.9
714,2009-10-01,Black,15.8
715,2009-10-01,White,9.2
716,2009-11-01,Black,15.7
717,2009-11-01,White,9.2
718,2009-12-01,Black,16.1
719,2009-12-01,White,9.0
720,2010-01-01,Black,16.5
721,2010-01-01,White,8.8
722,2010-02-01,Black,16.1
723,2010-02-01,White,8.9
724,2010-03-01,Black,16.8
725,2010-03-01,White,8.9
726,2010-04-01,Black,16.6
727,2010-04-01,White,9.0
728,2010-05-01,Black,15.5
729,2010-05-01,White,8.7
730,2010-06-01,Black,15.2
731,2010-06-01,White,8.6
732,2010-07-01,Black,15.6
733,2010-07-01,White,8.5
734,2010-08-01,Black,15.9
735,2010-08-01,White,8.6
736,2010-09-01,Black,16.0
737,2010-09-01,White,8.6
738,2010-10-01,Black,15.6
739,2010-10-01,White,8.6
740,2010-11-01,Black,16.2
741,2010-11-01,White,8.9
742,2010-12-01,Black,15.5
743,2010-12-01,White,8.5
744,2011-01-01,Black,15.8
745,2011-01-01,White,8.1
746,2011-02-01,Black,15.5
747,2011-02-01,White,8.1
748,2011-03-01,Black,15.8
749,2011-03-01,White,8.0
750,2011-04-01,Black,16.5
751,2011-04-01,White,8.1
752,2011-05-01,Black,16.3
753,2011-05-01,White,7.9
754,2011-06-01,Black,16.2
755,2011-06-01,White,8.1
756,2011-07-01,Black,15.9
757,2011-07-01,White,8.0
758,2011-08-01,Black,16.4
759,2011-08-01,White,7.9
760,2011-09-01,Black,15.9
761,2011-09-01,White,7.9
762,2011-10-01,Black,14.6
763,2011-10-01,White,7.9
764,2011-11-01,Black,15.6
765,2011-11-01,White,7.7
766,2011-12-01,Black,15.4
767,2011-12-01,White,7.5
768,2012-01-01,Black,13.6
769,2012-01-01,White,7.4
770,2012-02-01,Black,14.0
771,2012-02-01,White,7.4
772,2012-03-01,Black,14.0
773,2012-03-01,White,7.3
774,2012-04-01,Black,13.3
775,2012-04-01,White,7.4
776,2012-05-01,Black,13.5
777,2012-05-01,White,7.4
778,2012-06-01,Black,14.5
779,2012-06-01,White,7.3
780,2012-07-01,Black,14.2
781,2012-07-01,White,7.3
782,2012-08-01,Black,13.8
783,2012-08-01,White,7.2
784,2012-09-01,Black,13.6
785,2012-09-01,White,7.0
786,2012-10-01,Black,14.1
787,2012-10-01,White,6.9
788,2012-11-01,Black,13.3
789,2012-11-01,White,6.8
790,2012-12-01,Black,14.0
791,2012-12-01,White,6.9
792,2013-01-01,Black,13.7
793,2013-01-01,White,7.1
794,2013-02-01,Black,13.8
795,2013-02-01,White,6.8
796,2013-03-01,Black,13.0
797,2013-03-01,White,6.7
798,2013-04-01,Black,13.3
799,2013-04-01,White,6.7
800,2013-05-01,Black,13.4
801,2013-05-01,White,6.7
802,2013-06-01,Black,14.2
803,2013-06-01,White,6.6
804,2013-07-01,Black,12.6
805,2013-07-01,White,6.5
806,2013-08-01,Black,12.8
807,2013-08-01,White,6.4
808,2013-09-01,Black,13.0
809,2013-09-01,White,6.3
810,2013-10-01,Black,12.8
811,2013-10-01,White,6.3
812,2013-11-01,Black,12.3
813,2013-11-01,White,6.1
814,2013-12-01,Black,11.9
815,2013-12-01,White,5.9
816,2014-01-01,Black,12.1
817,2014-01-01,White,5.7
818,2014-02-01,Black,11.8
819,2014-02-01,White,5.8
820,2014-03-01,Black,12.1
821,2014-03-01,White,5.8
822,2014-04-01,Black,11.6
823,2014-04-01,White,5.3
824,2014-05-01,Black,11.4
825,2014-05-01,White,5.4
826,2014-06-01,Black,11.0
827,2014-06-01,White,5.3
828,2014-07-01,Black,11.6
829,2014-07-01,White,5.3
830,2014-08-01,Black,11.4
831,2014-08-01,White,5.3
832,2014-09-01,Black,11.0
833,2014-09-01,White,5.1
834,2014-10-01,Black,10.6
835,2014-10-01,White,4.9
836,2014-11-01,Black,10.9
837,2014-11-01,White,5.0
838,2014-12-01,Black,10.6
839,2014-12-01,White,4.7
840,2015-01-01,Black,10.3
841,2015-01-01,White,4.9
842,2015-02-01,Black,10.1
843,2015-02-01,White,4.7
844,2015-03-01,Black,9.9
845,2015-03-01,White,4.8
846,2015-04-01,Black,9.7
847,2015-04-01,White,4.7
848,2015-05-01,Black,10.3
849,2015-05-01,White,4.8
850,2015-06-01,Black,9.7
851,2015-06-01,White,4.6
852,2015-07-01,Black,9.1
853,2015-07-01,White,4.5
854,2015-08-01,Black,9.4
855,2015-08-01,White,4.4
856,2015-09-01,Black,9.3
857,2015-09-01,White,4.4
858,2015-10-01,Black,9.0
859,2015-10-01,White,4.4
860,2015-11-01,Black,9.4
861,2015-11-01,White,4.4
862,2015-12-01,Black,8.5
863,2015-12-01,White,4.4
864,2016-01-01,Black,8.5
865,2016-01-01,White,4.2
866,2016-02-01,Black,8.6
867,2016-02-01,White,4.2
868,2016-03-01,Black,8.9
869,2016-03-01,White,4.3
870,2016-04-01,Black,8.8
871,2016-04-01,White,4.4
872,2016-05-01,Black,8.2
873,2016-05-01,White,4.2
874,2016-06-01,Black,8.7
875,2016-06-01,White,4.3
876,2016-07-01,Black,8.2
877,2016-07-01,White,4.2
878,2016-08-01,Black,8.0
879,2016-08-01,White,4.4
880,2016-09-01,Black,8.5
881,2016-09-01,White,4.4
882,2016-10-01,Black,8.5
883,2016-10-01,White,4.4
884,2016-11-01,Black,8.2
885,2016-11-01,White,4.2
886,2016-12-01,Black,8.0
887,2016-12-01,White,4.2
888,2017-01-01,Black,7.5
889,2017-01-01,White,4.2
890,2017-02-01,Black,8.0
891,2017-02-01,White,4.0
892,2017-03-01,Black,7.8
893,2017-03-01,White,3.8
894,2017-04-01,Black,7.7
895,2017-04-01,White,3.9
896,2017-05-01,Black,7.7
897,2017-05-01,White,3.7
898,2017-06-01,Black,6.9
899,2017-06-01,White,3.8
900,2017-07-01,Black,7.3
901,2017-07-01,White,3.8
