,Month,Region,Index,Date
2119,March 2022,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",127.2,28 March 2022
2120,March 2022,Na h-Eileanan Siar,120.4,28 March 2022
2121,March 2022,Orkney Islands,118.9,28 March 2022
2122,March 2022,Shetland Islands,108.1,28 March 2022
2123,March 2022,Angus and Dundee City,120.8,28 March 2022
2124,March 2022,Clackmannanshire and Fife,124.4,28 March 2022
2125,March 2022,East Lothian and Midlothian,140.5,28 March 2022
2126,March 2022,City of Edinburgh,140.9,28 March 2022
2127,March 2022,Falkirk,132.6,28 March 2022
2128,March 2022,Perth and Kinross and Stirling,130.7,28 March 2022
2129,March 2022,West Lothian,136.0,28 March 2022
2130,March 2022,"East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond",128.9,28 March 2022
2131,March 2022,Glasgow City,137.9,28 March 2022
2132,March 2022,"Inverclyde, East Renfrewshire and Renfrewshire",132.7,28 March 2022
2133,March 2022,North Lanarkshire,133.9,28 March 2022
2134,March 2022,Scottish Borders,130.2,28 March 2022
2135,March 2022,Dumfries and Galloway,128.3,28 March 2022
2136,March 2022,East Ayrshire and North Ayrshire mainland,128.3,28 March 2022
2137,March 2022,South Ayrshire,127.1,28 March 2022
2138,March 2022,South Lanarkshire,135.6,28 March 2022
2139,April 2022,Aberdeen City and Aberdeenshire,100.2,28 April 2022
2140,April 2022,Caithness and Sutherland and Ross and Cromarty,121.8,28 April 2022
2141,April 2022,"Inverness and Nairn and Moray, Badenoch and Strathspey",125.7,28 April 2022
2142,April 2022,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",128.2,28 April 2022
2143,April 2022,Na h-Eileanan Siar,121.9,28 April 2022
2144,April 2022,Orkney Islands,120.5,28 April 2022
2145,April 2022,Shetland Islands,109.4,28 April 2022
2146,April 2022,Angus and Dundee City,122.0,28 April 2022
2147,April 2022,Clackmannanshire and Fife,123.9,28 April 2022
2148,April 2022,East Lothian and Midlothian,141.2,28 April 2022
2149,April 2022,City of Edinburgh,137.2,28 April 2022
2150,April 2022,Falkirk,130.9,28 April 2022
2151,April 2022,Perth and Kinross and Stirling,130.7,28 April 2022
2152,April 2022,West Lothian,137.3,28 April 2022
2153,April 2022,"East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond",129.7,28 April 2022
2154,April 2022,Glasgow City,140.6,28 April 2022
2155,April 2022,"Inverclyde, East Renfrewshire and Renfrewshire",134.9,28 April 2022
2156,April 2022,North Lanarkshire,135.8,28 April 2022
2157,April 2022,Scottish Borders,130.0,28 April 2022
2158,April 2022,Dumfries and Galloway,128.4,28 April 2022
2159,April 2022,East Ayrshire and North Ayrshire mainland,128.7,28 April 2022
2160,April 2022,South Ayrshire,127.2,28 April 2022
2161,April 2022,South Lanarkshire,135.2,28 April 2022
2162,May 2022,Aberdeen City and Aberdeenshire,100.1,28 May 2022
2163,May 2022,Caithness and Sutherland and Ross and Cromarty,122.9,28 May 2022
2164,May 2022,"Inverness and Nairn and Moray, Badenoch and Strathspey",125.9,28 May 2022
2165,May 2022,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",129.3,28 May 2022
2166,May 2022,Na h-Eileanan Siar,123.0,28 May 2022
2167,May 2022,Orkney Islands,121.8,28 May 2022
2168,May 2022,Shetland Islands,109.2,28 May 2022
2169,May 2022,Angus and Dundee City,122.8,28 May 2022
2170,May 2022,Clackmannanshire and Fife,124.3,28 May 2022
2171,May 2022,East Lothian and Midlothian,142.1,28 May 2022
2172,May 2022,City of Edinburgh,139.7,28 May 2022
2173,May 2022,Falkirk,131.4,28 May 2022
2174,May 2022,Perth and Kinross and Stirling,131.7,28 May 2022
2175,May 2022,West Lothian,138.0,28 May 2022
2176,May 2022,"East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond",130.3,28 May 2022
2177,May 2022,Glasgow City,141.3,28 May 2022
2178,May 2022,"Inverclyde, East Renfrewshire and Renfrewshire",135.6,28 May 2022
2179,May 2022,North Lanarkshire,135.5,28 May 2022
2180,May 2022,Scottish Borders,131.3,28 May 2022
2181,May 2022,Dumfries and Galloway,129.0,28 May 2022
2182,May 2022,East Ayrshire and North Ayrshire mainland,129.0,28 May 2022
2183,May 2022,South Ayrshire,127.6,28 May 2022
2184,May 2022,South Lanarkshire,135.1,28 May 2022
2185,June 2022,Aberdeen City and Aberdeenshire,101.3,28 June 2022
2186,June 2022,Caithness and Sutherland and Ross and Cromarty,123.0,28 June 2022
2187,June 2022,"Inverness and Nairn and Moray, Badenoch and Strathspey",125.9,28 June 2022
2188,June 2022,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",128.5,28 June 2022
2189,June 2022,Na h-Eileanan Siar,123.0,28 June 2022
2190,June 2022,Orkney Islands,122.7,28 June 2022
2191,June 2022,Shetland Islands,109.8,28 June 2022
2192,June 2022,Angus and Dundee City,123.6,28 June 2022
2193,June 2022,Clackmannanshire and Fife,125.6,28 June 2022
2194,June 2022,East Lothian and Midlothian,143.8,28 June 2022
2195,June 2022,City of Edinburgh,141.9,28 June 2022
2196,June 2022,Falkirk,132.2,28 June 2022
2197,June 2022,Perth and Kinross and Stirling,132.4,28 June 2022
2198,June 2022,West Lothian,139.0,28 June 2022
2199,June 2022,"East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond",130.8,28 June 2022
2200,June 2022,Glasgow City,142.3,28 June 2022
2201,June 2022,"Inverclyde, East Renfrewshire and Renfrewshire",136.0,28 June 2022
2202,June 2022,North Lanarkshire,136.4,28 June 2022
2203,June 2022,Scottish Borders,131.2,28 June 2022
2204,June 2022,Dumfries and Galloway,128.6,28 June 2022
2205,June 2022,East Ayrshire and North Ayrshire mainland,130.2,28 June 2022
2206,June 2022,South Ayrshire,128.7,28 June 2022
2207,June 2022,South Lanarkshire,136.3,28 June 2022
2208,July 2022,Aberdeen City and Aberdeenshire,101.5,28 July 2022
2209,July 2022,Caithness and Sutherland and Ross and Cromarty,123.0,28 July 2022
2210,July 2022,"Inverness and Nairn and Moray, Badenoch and Strathspey",125.8,28 July 2022
2211,July 2022,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",128.7,28 July 2022
2212,July 2022,Na h-Eileanan Siar,122.9,28 July 2022
2213,July 2022,Orkney Islands,122.8,28 July 2022
2214,July 2022,Shetland Islands,108.8,28 July 2022
2215,July 2022,Angus and Dundee City,125.1,28 July 2022
2216,July 2022,Clackmannanshire and Fife,126.6,28 July 2022
2217,July 2022,East Lothian and Midlothian,144.6,28 July 2022
2218,July 2022,City of Edinburgh,142.9,28 July 2022
2219,July 2022,Falkirk,133.6,28 July 2022
2220,July 2022,Perth and Kinross and Stirling,132.7,28 July 2022
2221,July 2022,West Lothian,138.4,28 July 2022
2222,July 2022,"East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond",131.5,28 July 2022
2223,July 2022,Glasgow City,142.7,28 July 2022
2224,July 2022,"Inverclyde, East Renfrewshire and Renfrewshire",136.4,28 July 2022
2225,July 2022,North Lanarkshire,136.8,28 July 2022
2226,July 2022,Scottish Borders,132.1,28 July 2022
2227,July 2022,Dumfries and Galloway,128.0,28 July 2022
2228,July 2022,East Ayrshire and North Ayrshire mainland,130.3,28 July 2022
2229,July 2022,South Ayrshire,128.4,28 July 2022
2230,July 2022,South Lanarkshire,136.2,28 July 2022
2231,August 2022,Aberdeen City and Aberdeenshire,101.4,28 August 2022
2232,August 2022,Caithness and Sutherland and Ross and Cromarty,122.4,28 August 2022
2233,August 2022,"Inverness and Nairn and Moray, Badenoch and Strathspey",124.9,28 August 2022
2234,August 2022,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",128.2,28 August 2022
2235,August 2022,Na h-Eileanan Siar,122.1,28 August 2022
2236,August 2022,Orkney Islands,122.2,28 August 2022
2237,August 2022,Shetland Islands,108.5,28 August 2022
2238,August 2022,Angus and Dundee City,124.6,28 August 2022
2239,August 2022,Clackmannanshire and Fife,126.1,28 August 2022
2240,August 2022,East Lothian and Midlothian,143.8,28 August 2022
2241,August 2022,City of Edinburgh,142.8,28 August 2022
2242,August 2022,Falkirk,133.8,28 August 2022
2243,August 2022,Perth and Kinross and Stirling,132.3,28 August 2022
2244,August 2022,West Lothian,138.6,28 August 2022
2245,August 2022,"East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond",130.2,28 August 2022
2246,August 2022,Glasgow City,142.5,28 August 2022
2247,August 2022,"Inverclyde, East Renfrewshire and Renfrewshire",136.1,28 August 2022
2248,August 2022,North Lanarkshire,136.8,28 August 2022
2249,August 2022,Scottish Borders,131.5,28 August 2022
2250,August 2022,Dumfries and Galloway,128.1,28 August 2022
2251,August 2022,East Ayrshire and North Ayrshire mainland,130.3,28 August 2022
2252,August 2022,South Ayrshire,128.4,28 August 2022
2253,August 2022,South Lanarkshire,136.5,28 August 2022
2254,September 2022,Aberdeen City and Aberdeenshire,102.8,28 September 2022
2255,September 2022,Caithness and Sutherland and Ross and Cromarty,124.0,28 September 2022
2256,September 2022,"Inverness and Nairn and Moray, Badenoch and Strathspey",126.5,28 September 2022
2257,September 2022,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",128.9,28 September 2022
2258,September 2022,Na h-Eileanan Siar,123.7,28 September 2022
2259,September 2022,Orkney Islands,123.7,28 September 2022
2260,September 2022,Shetland Islands,111.0,28 September 2022
2261,September 2022,Angus and Dundee City,125.7,28 September 2022
2262,September 2022,Clackmannanshire and Fife,127.4,28 September 2022
2263,September 2022,East Lothian and Midlothian,145.6,28 September 2022
2264,September 2022,City of Edinburgh,146.0,28 September 2022
2265,September 2022,Falkirk,134.9,28 September 2022
2266,September 2022,Perth and Kinross and Stirling,133.1,28 September 2022
2267,September 2022,West Lothian,141.0,28 September 2022
2268,September 2022,"East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond",131.4,28 September 2022
2269,September 2022,Glasgow City,144.3,28 September 2022
2270,September 2022,"Inverclyde, East Renfrewshire and Renfrewshire",137.3,28 September 2022
2271,September 2022,North Lanarkshire,137.7,28 September 2022
2272,September 2022,Scottish Borders,132.5,28 September 2022
2273,September 2022,Dumfries and Galloway,129.3,28 September 2022
2274,September 2022,East Ayrshire and North Ayrshire mainland,131.7,28 September 2022
2275,September 2022,South Ayrshire,129.9,28 September 2022
2276,September 2022,South Lanarkshire,137.8,28 September 2022
2277,October 2022,Aberdeen City and Aberdeenshire,104.0,28 October 2022
2278,October 2022,Caithness and Sutherland and Ross and Cromarty,124.8,28 October 2022
2279,October 2022,"Inverness and Nairn and Moray, Badenoch and Strathspey",127.8,28 October 2022
2280,October 2022,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",130.3,28 October 2022
2281,October 2022,Na h-Eileanan Siar,126.5,28 October 2022
2282,October 2022,Orkney Islands,123.9,28 October 2022
2283,October 2022,Shetland Islands,111.5,28 October 2022
2284,October 2022,Angus and Dundee City,127.0,28 October 2022
2285,October 2022,Clackmannanshire and Fife,129.1,28 October 2022
2286,October 2022,East Lothian and Midlothian,148.0,28 October 2022
2287,October 2022,City of Edinburgh,148.6,28 October 2022
2288,October 2022,Falkirk,136.8,28 October 2022
2289,October 2022,Perth and Kinross and Stirling,135.6,28 October 2022
2290,October 2022,West Lothian,142.9,28 October 2022
2291,October 2022,"East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond",133.1,28 October 2022
2292,October 2022,Glasgow City,145.4,28 October 2022
2293,October 2022,"Inverclyde, East Renfrewshire and Renfrewshire",138.6,28 October 2022
2294,October 2022,North Lanarkshire,139.2,28 October 2022
2295,October 2022,Scottish Borders,133.5,28 October 2022
2296,October 2022,Dumfries and Galloway,130.8,28 October 2022
2297,October 2022,East Ayrshire and North Ayrshire mainland,132.9,28 October 2022
2298,October 2022,South Ayrshire,131.2,28 October 2022
2299,October 2022,South Lanarkshire,139.0,28 October 2022
2300,November 2022,Aberdeen City and Aberdeenshire,106.2,28 November 2022
2301,November 2022,Caithness and Sutherland and Ross and Cromarty,129.4,28 November 2022
2302,November 2022,"Inverness and Nairn and Moray, Badenoch and Strathspey",132.4,28 November 2022
2303,November 2022,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",134.3,28 November 2022
2304,November 2022,Na h-Eileanan Siar,130.1,28 November 2022
2305,November 2022,Orkney Islands,127.2,28 November 2022
2306,November 2022,Shetland Islands,114.7,28 November 2022
2307,November 2022,Angus and Dundee City,132.7,28 November 2022
2308,November 2022,Clackmannanshire and Fife,133.1,28 November 2022
2309,November 2022,East Lothian and Midlothian,153.5,28 November 2022
2310,November 2022,City of Edinburgh,152.3,28 November 2022
2311,November 2022,Falkirk,140.5,28 November 2022
2312,November 2022,Perth and Kinross and Stirling,139.3,28 November 2022
2313,November 2022,West Lothian,146.7,28 November 2022
2314,November 2022,"East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond",137.8,28 November 2022
2315,November 2022,Glasgow City,148.5,28 November 2022
2316,November 2022,"Inverclyde, East Renfrewshire and Renfrewshire",142.4,28 November 2022
2317,November 2022,North Lanarkshire,144.0,28 November 2022
2318,November 2022,Scottish Borders,138.1,28 November 2022
2319,November 2022,Dumfries and Galloway,135.1,28 November 2022
2320,November 2022,East Ayrshire and North Ayrshire mainland,137.3,28 November 2022
2321,November 2022,South Ayrshire,134.8,28 November 2022
2322,November 2022,South Lanarkshire,143.3,28 November 2022
2323,December 2022,Aberdeen City and Aberdeenshire,106.0,28 December 2022
2324,December 2022,Caithness and Sutherland and Ross and Cromarty,128.0,28 December 2022
2325,December 2022,"Inverness and Nairn and Moray, Badenoch and Strathspey",130.6,28 December 2022
2326,December 2022,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",133.0,28 December 2022
2327,December 2022,Na h-Eileanan Siar,128.5,28 December 2022
2328,December 2022,Orkney Islands,125.3,28 December 2022
2329,December 2022,Shetland Islands,112.7,28 December 2022
2330,December 2022,Angus and Dundee City,130.4,28 December 2022
2331,December 2022,Clackmannanshire and Fife,132.0,28 December 2022
2332,December 2022,East Lothian and Midlothian,151.4,28 December 2022
2333,December 2022,City of Edinburgh,151.0,28 December 2022
2334,December 2022,Falkirk,139.5,28 December 2022
2335,December 2022,Perth and Kinross and Stirling,137.8,28 December 2022
2336,December 2022,West Lothian,145.0,28 December 2022
2337,December 2022,"East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond",135.9,28 December 2022
2338,December 2022,Glasgow City,147.2,28 December 2022
2339,December 2022,"Inverclyde, East Renfrewshire and Renfrewshire",141.2,28 December 2022
2340,December 2022,North Lanarkshire,142.2,28 December 2022
2341,December 2022,Scottish Borders,136.6,28 December 2022
2342,December 2022,Dumfries and Galloway,133.9,28 December 2022
2343,December 2022,East Ayrshire and North Ayrshire mainland,135.2,28 December 2022
2344,December 2022,South Ayrshire,134.0,28 December 2022
2345,December 2022,South Lanarkshire,142.2,28 December 2022
2346,January 2023,Aberdeen City and Aberdeenshire,105.4,28 January 2023
2347,January 2023,Caithness and Sutherland and Ross and Cromarty,128.4,28 January 2023
2348,January 2023,"Inverness and Nairn and Moray, Badenoch and Strathspey",132.4,28 January 2023
2349,January 2023,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",133.9,28 January 2023
2350,January 2023,Na h-Eileanan Siar,128.7,28 January 2023
2351,January 2023,Orkney Islands,126.4,28 January 2023
2352,January 2023,Shetland Islands,113.3,28 January 2023
2353,January 2023,Angus and Dundee City,131.2,28 January 2023
2354,January 2023,Clackmannanshire and Fife,132.3,28 January 2023
2355,January 2023,East Lothian and Midlothian,151.4,28 January 2023
2356,January 2023,City of Edinburgh,152.4,28 January 2023
2357,January 2023,Falkirk,140.8,28 January 2023
2358,January 2023,Perth and Kinross and Stirling,139.7,28 January 2023
2359,January 2023,West Lothian,146.0,28 January 2023
2360,January 2023,"East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond",135.6,28 January 2023
2361,January 2023,Glasgow City,148.2,28 January 2023
2362,January 2023,"Inverclyde, East Renfrewshire and Renfrewshire",141.9,28 January 2023
2363,January 2023,North Lanarkshire,142.6,28 January 2023
2364,January 2023,Scottish Borders,137.0,28 January 2023
2365,January 2023,Dumfries and Galloway,134.5,28 January 2023
2366,January 2023,East Ayrshire and North Ayrshire mainland,135.7,28 January 2023
2367,January 2023,South Ayrshire,134.5,28 January 2023
2368,January 2023,South Lanarkshire,143.2,28 January 2023
