,Month,Region,Index,Date
860,August 2017,East Lothian and Midlothian,109.4,28 August 2017
861,August 2017,City of Edinburgh,111.1,28 August 2017
862,August 2017,Falkirk,109.3,28 August 2017
863,August 2017,Perth and Kinross and Stirling,108.4,28 August 2017
864,August 2017,West Lothian,110.7,28 August 2017
865,August 2017,"East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond",107.2,28 August 2017
866,August 2017,Glasgow City,111.3,28 August 2017
867,August 2017,"Inverclyde, East Renfrewshire and Renfrewshire",109.3,28 August 2017
868,August 2017,North Lanarkshire,110.5,28 August 2017
869,August 2017,Scottish Borders,107.4,28 August 2017
870,August 2017,Dumfries and Galloway,107.0,28 August 2017
871,August 2017,East Ayrshire and North Ayrshire mainland,106.8,28 August 2017
872,August 2017,South Ayrshire,106.9,28 August 2017
873,August 2017,South Lanarkshire,109.1,28 August 2017
874,September 2017,Aberdeen City and Aberdeenshire,90.1,28 September 2017
875,September 2017,Caithness and Sutherland and Ross and Cromarty,103.4,28 September 2017
876,September 2017,"Inverness and Nairn and Moray, Badenoch and Strathspey",104.9,28 September 2017
877,September 2017,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",106.4,28 September 2017
878,September 2017,Na h-Eileanan Siar,103.4,28 September 2017
879,September 2017,Orkney Islands,107.0,28 September 2017
880,September 2017,Shetland Islands,94.5,28 September 2017
881,September 2017,Angus and Dundee City,103.7,28 September 2017
882,September 2017,Clackmannanshire and Fife,105.6,28 September 2017
883,September 2017,East Lothian and Midlothian,110.0,28 September 2017
884,September 2017,City of Edinburgh,111.7,28 September 2017
885,September 2017,Falkirk,109.7,28 September 2017
886,September 2017,Perth and Kinross and Stirling,108.7,28 September 2017
887,September 2017,West Lothian,111.2,28 September 2017
888,September 2017,"East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond",108.0,28 September 2017
889,September 2017,Glasgow City,111.9,28 September 2017
890,September 2017,"Inverclyde, East Renfrewshire and Renfrewshire",110.5,28 September 2017
891,September 2017,North Lanarkshire,111.4,28 September 2017
892,September 2017,Scottish Borders,108.3,28 September 2017
893,September 2017,Dumfries and Galloway,108.0,28 September 2017
894,September 2017,East Ayrshire and North Ayrshire mainland,108.9,28 September 2017
895,September 2017,South Ayrshire,109.3,28 September 2017
896,September 2017,South Lanarkshire,110.4,28 September 2017
897,October 2017,Aberdeen City and Aberdeenshire,90.0,28 October 2017
898,October 2017,Caithness and Sutherland and Ross and Cromarty,103.4,28 October 2017
899,October 2017,"Inverness and Nairn and Moray, Badenoch and Strathspey",104.4,28 October 2017
900,October 2017,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",105.4,28 October 2017
901,October 2017,Na h-Eileanan Siar,102.7,28 October 2017
902,October 2017,Orkney Islands,105.5,28 October 2017
903,October 2017,Shetland Islands,95.8,28 October 2017
904,October 2017,Angus and Dundee City,103.5,28 October 2017
905,October 2017,Clackmannanshire and Fife,105.0,28 October 2017
906,October 2017,East Lothian and Midlothian,109.6,28 October 2017
907,October 2017,City of Edinburgh,110.8,28 October 2017
908,October 2017,Falkirk,109.2,28 October 2017
909,October 2017,Perth and Kinross and Stirling,108.3,28 October 2017
910,October 2017,West Lothian,111.0,28 October 2017
911,October 2017,"East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond",107.4,28 October 2017
912,October 2017,Glasgow City,111.0,28 October 2017
913,October 2017,"Inverclyde, East Renfrewshire and Renfrewshire",110.1,28 October 2017
914,October 2017,North Lanarkshire,110.7,28 October 2017
915,October 2017,Scottish Borders,107.9,28 October 2017
916,October 2017,Dumfries and Galloway,108.3,28 October 2017
917,October 2017,East Ayrshire and North Ayrshire mainland,108.1,28 October 2017
918,October 2017,South Ayrshire,108.6,28 October 2017
919,October 2017,South Lanarkshire,110.1,28 October 2017
920,November 2017,Aberdeen City and Aberdeenshire,89.9,28 November 2017
921,November 2017,Caithness and Sutherland and Ross and Cromarty,103.7,28 November 2017
922,November 2017,"Inverness and Nairn and Moray, Badenoch and Strathspey",104.7,28 November 2017
923,November 2017,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",106.0,28 November 2017
924,November 2017,Na h-Eileanan Siar,103.6,28 November 2017
925,November 2017,Orkney Islands,106.3,28 November 2017
926,November 2017,Shetland Islands,95.4,28 November 2017
927,November 2017,Angus and Dundee City,103.4,28 November 2017
928,November 2017,Clackmannanshire and Fife,104.9,28 November 2017
929,November 2017,East Lothian and Midlothian,110.5,28 November 2017
930,November 2017,City of Edinburgh,112.3,28 November 2017
931,November 2017,Falkirk,110.2,28 November 2017
932,November 2017,Perth and Kinross and Stirling,108.4,28 November 2017
933,November 2017,West Lothian,112.2,28 November 2017
934,November 2017,"East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond",107.8,28 November 2017
935,November 2017,Glasgow City,111.3,28 November 2017
936,November 2017,"Inverclyde, East Renfrewshire and Renfrewshire",109.8,28 November 2017
937,November 2017,North Lanarkshire,111.3,28 November 2017
938,November 2017,Scottish Borders,109.1,28 November 2017
939,November 2017,Dumfries and Galloway,108.7,28 November 2017
940,November 2017,East Ayrshire and North Ayrshire mainland,108.9,28 November 2017
941,November 2017,South Ayrshire,109.3,28 November 2017
942,November 2017,South Lanarkshire,110.7,28 November 2017
943,December 2017,Aberdeen City and Aberdeenshire,89.0,28 December 2017
944,December 2017,Caithness and Sutherland and Ross and Cromarty,104.2,28 December 2017
945,December 2017,"Inverness and Nairn and Moray, Badenoch and Strathspey",105.1,28 December 2017
946,December 2017,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",107.4,28 December 2017
947,December 2017,Na h-Eileanan Siar,103.8,28 December 2017
948,December 2017,Orkney Islands,106.9,28 December 2017
949,December 2017,Shetland Islands,95.0,28 December 2017
950,December 2017,Angus and Dundee City,103.9,28 December 2017
951,December 2017,Clackmannanshire and Fife,105.5,28 December 2017
952,December 2017,East Lothian and Midlothian,111.0,28 December 2017
953,December 2017,City of Edinburgh,112.3,28 December 2017
954,December 2017,Falkirk,110.5,28 December 2017
955,December 2017,Perth and Kinross and Stirling,109.0,28 December 2017
956,December 2017,West Lothian,112.1,28 December 2017
957,December 2017,"East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond",108.0,28 December 2017
958,December 2017,Glasgow City,111.5,28 December 2017
959,December 2017,"Inverclyde, East Renfrewshire and Renfrewshire",109.9,28 December 2017
960,December 2017,North Lanarkshire,111.5,28 December 2017
961,December 2017,Scottish Borders,109.0,28 December 2017
962,December 2017,Dumfries and Galloway,108.9,28 December 2017
963,December 2017,East Ayrshire and North Ayrshire mainland,109.2,28 December 2017
964,December 2017,South Ayrshire,109.6,28 December 2017
965,December 2017,South Lanarkshire,111.1,28 December 2017
966,January 2018,Aberdeen City and Aberdeenshire,89.9,28 January 2018
967,January 2018,Caithness and Sutherland and Ross and Cromarty,104.0,28 January 2018
968,January 2018,"Inverness and Nairn and Moray, Badenoch and Strathspey",105.7,28 January 2018
969,January 2018,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",107.4,28 January 2018
970,January 2018,Na h-Eileanan Siar,100.9,28 January 2018
971,January 2018,Orkney Islands,107.4,28 January 2018
972,January 2018,Shetland Islands,93.5,28 January 2018
973,January 2018,Angus and Dundee City,104.1,28 January 2018
974,January 2018,Clackmannanshire and Fife,105.1,28 January 2018
975,January 2018,East Lothian and Midlothian,111.1,28 January 2018
976,January 2018,City of Edinburgh,112.1,28 January 2018
977,January 2018,Falkirk,110.7,28 January 2018
978,January 2018,Perth and Kinross and Stirling,109.0,28 January 2018
979,January 2018,West Lothian,112.6,28 January 2018
980,January 2018,"East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond",108.6,28 January 2018
981,January 2018,Glasgow City,111.9,28 January 2018
982,January 2018,"Inverclyde, East Renfrewshire and Renfrewshire",110.2,28 January 2018
983,January 2018,North Lanarkshire,111.7,28 January 2018
984,January 2018,Scottish Borders,109.8,28 January 2018
985,January 2018,Dumfries and Galloway,109.8,28 January 2018
986,January 2018,East Ayrshire and North Ayrshire mainland,110.4,28 January 2018
987,January 2018,South Ayrshire,111.3,28 January 2018
988,January 2018,South Lanarkshire,111.4,28 January 2018
989,February 2018,Aberdeen City and Aberdeenshire,90.0,28 February 2018
990,February 2018,Caithness and Sutherland and Ross and Cromarty,104.4,28 February 2018
991,February 2018,"Inverness and Nairn and Moray, Badenoch and Strathspey",106.2,28 February 2018
992,February 2018,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",108.3,28 February 2018
993,February 2018,Na h-Eileanan Siar,103.7,28 February 2018
994,February 2018,Orkney Islands,108.0,28 February 2018
995,February 2018,Shetland Islands,94.5,28 February 2018
996,February 2018,Angus and Dundee City,106.2,28 February 2018
997,February 2018,Clackmannanshire and Fife,106.0,28 February 2018
998,February 2018,East Lothian and Midlothian,111.7,28 February 2018
999,February 2018,City of Edinburgh,113.0,28 February 2018
1000,February 2018,Falkirk,111.1,28 February 2018
1001,February 2018,Perth and Kinross and Stirling,110.2,28 February 2018
1002,February 2018,West Lothian,114.0,28 February 2018
1003,February 2018,"East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond",109.4,28 February 2018
1004,February 2018,Glasgow City,112.3,28 February 2018
1005,February 2018,"Inverclyde, East Renfrewshire and Renfrewshire",110.8,28 February 2018
1006,February 2018,North Lanarkshire,112.8,28 February 2018
1007,February 2018,Scottish Borders,110.0,28 February 2018
1008,February 2018,Dumfries and Galloway,110.2,28 February 2018
1009,February 2018,East Ayrshire and North Ayrshire mainland,110.3,28 February 2018
1010,February 2018,South Ayrshire,112.1,28 February 2018
1011,February 2018,South Lanarkshire,111.0,28 February 2018
1012,March 2018,Aberdeen City and Aberdeenshire,88.0,28 March 2018
1013,March 2018,Caithness and Sutherland and Ross and Cromarty,105.5,28 March 2018
1014,March 2018,"Inverness and Nairn and Moray, Badenoch and Strathspey",106.8,28 March 2018
1015,March 2018,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",108.9,28 March 2018
1016,March 2018,Na h-Eileanan Siar,104.7,28 March 2018
1017,March 2018,Orkney Islands,108.2,28 March 2018
1018,March 2018,Shetland Islands,95.4,28 March 2018
1019,March 2018,Angus and Dundee City,103.6,28 March 2018
1020,March 2018,Clackmannanshire and Fife,105.7,28 March 2018
1021,March 2018,East Lothian and Midlothian,110.3,28 March 2018
1022,March 2018,City of Edinburgh,112.1,28 March 2018
1023,March 2018,Falkirk,111.4,28 March 2018
1024,March 2018,Perth and Kinross and Stirling,111.4,28 March 2018
1025,March 2018,West Lothian,115.4,28 March 2018
1026,March 2018,"East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond",109.0,28 March 2018
1027,March 2018,Glasgow City,112.4,28 March 2018
1028,March 2018,"Inverclyde, East Renfrewshire and Renfrewshire",110.6,28 March 2018
1029,March 2018,North Lanarkshire,112.3,28 March 2018
1030,March 2018,Scottish Borders,109.7,28 March 2018
1031,March 2018,Dumfries and Galloway,109.9,28 March 2018
1032,March 2018,East Ayrshire and North Ayrshire mainland,110.6,28 March 2018
1033,March 2018,South Ayrshire,111.9,28 March 2018
1034,March 2018,South Lanarkshire,111.2,28 March 2018
1035,April 2018,Aberdeen City and Aberdeenshire,88.9,28 April 2018
1036,April 2018,Caithness and Sutherland and Ross and Cromarty,105.0,28 April 2018
1037,April 2018,"Inverness and Nairn and Moray, Badenoch and Strathspey",106.2,28 April 2018
1038,April 2018,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",107.5,28 April 2018
1039,April 2018,Na h-Eileanan Siar,102.7,28 April 2018
1040,April 2018,Orkney Islands,107.6,28 April 2018
1041,April 2018,Shetland Islands,96.6,28 April 2018
1042,April 2018,Angus and Dundee City,103.9,28 April 2018
1043,April 2018,Clackmannanshire and Fife,105.2,28 April 2018
1044,April 2018,East Lothian and Midlothian,111.1,28 April 2018
1045,April 2018,City of Edinburgh,111.4,28 April 2018
1046,April 2018,Falkirk,110.8,28 April 2018
1047,April 2018,Perth and Kinross and Stirling,109.3,28 April 2018
1048,April 2018,West Lothian,114.6,28 April 2018
1049,April 2018,"East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond",110.3,28 April 2018
1050,April 2018,Glasgow City,113.7,28 April 2018
1051,April 2018,"Inverclyde, East Renfrewshire and Renfrewshire",112.4,28 April 2018
1052,April 2018,North Lanarkshire,113.1,28 April 2018
1053,April 2018,Scottish Borders,110.0,28 April 2018
1054,April 2018,Dumfries and Galloway,110.0,28 April 2018
1055,April 2018,East Ayrshire and North Ayrshire mainland,110.6,28 April 2018
1056,April 2018,South Ayrshire,111.8,28 April 2018
1057,April 2018,South Lanarkshire,112.1,28 April 2018
1058,May 2018,Aberdeen City and Aberdeenshire,89.6,28 May 2018
1059,May 2018,Caithness and Sutherland and Ross and Cromarty,105.3,28 May 2018
1060,May 2018,"Inverness and Nairn and Moray, Badenoch and Strathspey",106.6,28 May 2018
1061,May 2018,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",107.9,28 May 2018
1062,May 2018,Na h-Eileanan Siar,103.2,28 May 2018
1063,May 2018,Orkney Islands,107.6,28 May 2018
1064,May 2018,Shetland Islands,95.7,28 May 2018
1065,May 2018,Angus and Dundee City,104.3,28 May 2018
1066,May 2018,Clackmannanshire and Fife,105.3,28 May 2018
1067,May 2018,East Lothian and Midlothian,111.5,28 May 2018
1068,May 2018,City of Edinburgh,112.3,28 May 2018
1069,May 2018,Falkirk,110.6,28 May 2018
1070,May 2018,Perth and Kinross and Stirling,110.3,28 May 2018
1071,May 2018,West Lothian,115.1,28 May 2018
1072,May 2018,"East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond",110.9,28 May 2018
1073,May 2018,Glasgow City,114.3,28 May 2018
1074,May 2018,"Inverclyde, East Renfrewshire and Renfrewshire",112.9,28 May 2018
1075,May 2018,North Lanarkshire,114.2,28 May 2018
1076,May 2018,Scottish Borders,111.4,28 May 2018
1077,May 2018,Dumfries and Galloway,110.6,28 May 2018
1078,May 2018,East Ayrshire and North Ayrshire mainland,111.2,28 May 2018
1079,May 2018,South Ayrshire,112.2,28 May 2018
1080,May 2018,South Lanarkshire,112.5,28 May 2018
1081,June 2018,Aberdeen City and Aberdeenshire,91.5,28 June 2018
1082,June 2018,Caithness and Sutherland and Ross and Cromarty,105.6,28 June 2018
1083,June 2018,"Inverness and Nairn and Moray, Badenoch and Strathspey",107.1,28 June 2018
1084,June 2018,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",107.8,28 June 2018
1085,June 2018,Na h-Eileanan Siar,104.1,28 June 2018
1086,June 2018,Orkney Islands,108.7,28 June 2018
1087,June 2018,Shetland Islands,95.5,28 June 2018
1088,June 2018,Angus and Dundee City,104.8,28 June 2018
1089,June 2018,Clackmannanshire and Fife,106.4,28 June 2018
1090,June 2018,East Lothian and Midlothian,113.3,28 June 2018
1091,June 2018,City of Edinburgh,114.3,28 June 2018
1092,June 2018,Falkirk,111.3,28 June 2018
1093,June 2018,Perth and Kinross and Stirling,111.6,28 June 2018
1094,June 2018,West Lothian,115.0,28 June 2018
1095,June 2018,"East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond",110.8,28 June 2018
1096,June 2018,Glasgow City,114.6,28 June 2018
1097,June 2018,"Inverclyde, East Renfrewshire and Renfrewshire",113.0,28 June 2018
1098,June 2018,North Lanarkshire,114.9,28 June 2018
1099,June 2018,Scottish Borders,111.9,28 June 2018
1100,June 2018,Dumfries and Galloway,112.0,28 June 2018
1101,June 2018,East Ayrshire and North Ayrshire mainland,112.1,28 June 2018
1102,June 2018,South Ayrshire,113.0,28 June 2018
1103,June 2018,South Lanarkshire,114.0,28 June 2018
1104,July 2018,Aberdeen City and Aberdeenshire,90.4,28 July 2018
1105,July 2018,Caithness and Sutherland and Ross and Cromarty,104.5,28 July 2018
1106,July 2018,"Inverness and Nairn and Moray, Badenoch and Strathspey",106.3,28 July 2018
1107,July 2018,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",107.6,28 July 2018
1108,July 2018,Na h-Eileanan Siar,102.8,28 July 2018
1109,July 2018,Orkney Islands,107.7,28 July 2018
1110,July 2018,Shetland Islands,95.1,28 July 2018
1111,July 2018,Angus and Dundee City,105.4,28 July 2018
1112,July 2018,Clackmannanshire and Fife,106.1,28 July 2018
1113,July 2018,East Lothian and Midlothian,113.2,28 July 2018
1114,July 2018,City of Edinburgh,113.7,28 July 2018
1115,July 2018,Falkirk,111.8,28 July 2018
1116,July 2018,Perth and Kinross and Stirling,111.5,28 July 2018
1117,July 2018,West Lothian,117.4,28 July 2018
1118,July 2018,"East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond",111.6,28 July 2018
1119,July 2018,Glasgow City,114.5,28 July 2018
1120,July 2018,"Inverclyde, East Renfrewshire and Renfrewshire",113.0,28 July 2018
1121,July 2018,North Lanarkshire,114.7,28 July 2018
1122,July 2018,Scottish Borders,111.1,28 July 2018
1123,July 2018,Dumfries and Galloway,112.3,28 July 2018
1124,July 2018,East Ayrshire and North Ayrshire mainland,111.4,28 July 2018
1125,July 2018,South Ayrshire,111.6,28 July 2018
1126,July 2018,South Lanarkshire,113.3,28 July 2018
1127,August 2018,Aberdeen City and Aberdeenshire,91.8,28 August 2018
1128,August 2018,Caithness and Sutherland and Ross and Cromarty,106.4,28 August 2018
1129,August 2018,"Inverness and Nairn and Moray, Badenoch and Strathspey",108.2,28 August 2018
1130,August 2018,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",108.4,28 August 2018
1131,August 2018,Na h-Eileanan Siar,105.1,28 August 2018
1132,August 2018,Orkney Islands,108.7,28 August 2018
1133,August 2018,Shetland Islands,96.6,28 August 2018
1134,August 2018,Angus and Dundee City,108.1,28 August 2018
1135,August 2018,Clackmannanshire and Fife,109.0,28 August 2018
1136,August 2018,East Lothian and Midlothian,115.5,28 August 2018
1137,August 2018,City of Edinburgh,116.8,28 August 2018
1138,August 2018,Falkirk,114.9,28 August 2018
1139,August 2018,Perth and Kinross and Stirling,113.9,28 August 2018
1140,August 2018,West Lothian,121.0,28 August 2018
1141,August 2018,"East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond",112.5,28 August 2018
1142,August 2018,Glasgow City,115.7,28 August 2018
1143,August 2018,"Inverclyde, East Renfrewshire and Renfrewshire",113.1,28 August 2018
1144,August 2018,North Lanarkshire,115.4,28 August 2018
1145,August 2018,Scottish Borders,111.0,28 August 2018
1146,August 2018,Dumfries and Galloway,110.4,28 August 2018
1147,August 2018,East Ayrshire and North Ayrshire mainland,111.1,28 August 2018
1148,August 2018,South Ayrshire,111.4,28 August 2018
1149,August 2018,South Lanarkshire,114.1,28 August 2018
1150,September 2018,Aberdeen City and Aberdeenshire,91.0,28 September 2018
1151,September 2018,Caithness and Sutherland and Ross and Cromarty,106.1,28 September 2018
1152,September 2018,"Inverness and Nairn and Moray, Badenoch and Strathspey",107.5,28 September 2018
1153,September 2018,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",108.1,28 September 2018
1154,September 2018,Na h-Eileanan Siar,103.9,28 September 2018
1155,September 2018,Orkney Islands,108.2,28 September 2018
1156,September 2018,Shetland Islands,97.0,28 September 2018
1157,September 2018,Angus and Dundee City,106.9,28 September 2018
1158,September 2018,Clackmannanshire and Fife,108.5,28 September 2018
1159,September 2018,East Lothian and Midlothian,114.5,28 September 2018
1160,September 2018,City of Edinburgh,115.9,28 September 2018
1161,September 2018,Falkirk,113.1,28 September 2018
1162,September 2018,Perth and Kinross and Stirling,112.0,28 September 2018
1163,September 2018,West Lothian,118.6,28 September 2018
1164,September 2018,"East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond",111.4,28 September 2018
1165,September 2018,Glasgow City,113.6,28 September 2018
1166,September 2018,"Inverclyde, East Renfrewshire and Renfrewshire",112.0,28 September 2018
1167,September 2018,North Lanarkshire,114.7,28 September 2018
1168,September 2018,Scottish Borders,110.5,28 September 2018
1169,September 2018,Dumfries and Galloway,110.5,28 September 2018
1170,September 2018,East Ayrshire and North Ayrshire mainland,111.1,28 September 2018
1171,September 2018,South Ayrshire,111.4,28 September 2018
1172,September 2018,South Lanarkshire,113.0,28 September 2018
1173,October 2018,Aberdeen City and Aberdeenshire,91.5,28 October 2018
1174,October 2018,Caithness and Sutherland and Ross and Cromarty,107.0,28 October 2018
1175,October 2018,"Inverness and Nairn and Moray, Badenoch and Strathspey",107.7,28 October 2018
1176,October 2018,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",109.6,28 October 2018
1177,October 2018,Na h-Eileanan Siar,104.8,28 October 2018
1178,October 2018,Orkney Islands,107.9,28 October 2018
1179,October 2018,Shetland Islands,99.9,28 October 2018
1180,October 2018,Angus and Dundee City,107.7,28 October 2018
1181,October 2018,Clackmannanshire and Fife,108.9,28 October 2018
1182,October 2018,East Lothian and Midlothian,116.3,28 October 2018
1183,October 2018,City of Edinburgh,117.0,28 October 2018
1184,October 2018,Falkirk,114.4,28 October 2018
1185,October 2018,Perth and Kinross and Stirling,113.3,28 October 2018
1186,October 2018,West Lothian,112.5,28 October 2018
1187,October 2018,"East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond",113.1,28 October 2018
1188,October 2018,Glasgow City,115.5,28 October 2018
1189,October 2018,"Inverclyde, East Renfrewshire and Renfrewshire",113.5,28 October 2018
1190,October 2018,North Lanarkshire,116.0,28 October 2018
1191,October 2018,Scottish Borders,112.6,28 October 2018
1192,October 2018,Dumfries and Galloway,110.5,28 October 2018
1193,October 2018,East Ayrshire and North Ayrshire mainland,112.2,28 October 2018
1194,October 2018,South Ayrshire,112.6,28 October 2018
1195,October 2018,South Lanarkshire,114.1,28 October 2018
1196,November 2018,Aberdeen City and Aberdeenshire,92.3,28 November 2018
1197,November 2018,Caithness and Sutherland and Ross and Cromarty,107.8,28 November 2018
1198,November 2018,"Inverness and Nairn and Moray, Badenoch and Strathspey",109.5,28 November 2018
1199,November 2018,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",111.0,28 November 2018
1200,November 2018,Na h-Eileanan Siar,105.7,28 November 2018
1201,November 2018,Orkney Islands,108.9,28 November 2018
1202,November 2018,Shetland Islands,97.4,28 November 2018
1203,November 2018,Angus and Dundee City,108.1,28 November 2018
1204,November 2018,Clackmannanshire and Fife,108.5,28 November 2018
1205,November 2018,East Lothian and Midlothian,115.8,28 November 2018
1206,November 2018,City of Edinburgh,115.4,28 November 2018
1207,November 2018,Falkirk,114.5,28 November 2018
1208,November 2018,Perth and Kinross and Stirling,112.9,28 November 2018
1209,November 2018,West Lothian,120.1,28 November 2018
1210,November 2018,"East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond",113.2,28 November 2018
1211,November 2018,Glasgow City,116.0,28 November 2018
1212,November 2018,"Inverclyde, East Renfrewshire and Renfrewshire",113.5,28 November 2018
1213,November 2018,North Lanarkshire,116.7,28 November 2018
1214,November 2018,Scottish Borders,112.6,28 November 2018
1215,November 2018,Dumfries and Galloway,109.2,28 November 2018
1216,November 2018,East Ayrshire and North Ayrshire mainland,112.0,28 November 2018
1217,November 2018,South Ayrshire,110.9,28 November 2018
1218,November 2018,South Lanarkshire,113.3,28 November 2018
1219,December 2018,Aberdeen City and Aberdeenshire,92.3,28 December 2018
1220,December 2018,Caithness and Sutherland and Ross and Cromarty,107.5,28 December 2018
1221,December 2018,"Inverness and Nairn and Moray, Badenoch and Strathspey",108.4,28 December 2018
1222,December 2018,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",109.7,28 December 2018
1223,December 2018,Na h-Eileanan Siar,104.7,28 December 2018
1224,December 2018,Orkney Islands,108.4,28 December 2018
1225,December 2018,Shetland Islands,96.0,28 December 2018
1226,December 2018,Angus and Dundee City,107.8,28 December 2018
1227,December 2018,Clackmannanshire and Fife,108.5,28 December 2018
1228,December 2018,East Lothian and Midlothian,116.2,28 December 2018
1229,December 2018,City of Edinburgh,116.0,28 December 2018
1230,December 2018,Falkirk,114.5,28 December 2018
1231,December 2018,Perth and Kinross and Stirling,112.5,28 December 2018
1232,December 2018,West Lothian,119.5,28 December 2018
1233,December 2018,"East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond",113.0,28 December 2018
1234,December 2018,Glasgow City,115.6,28 December 2018
1235,December 2018,"Inverclyde, East Renfrewshire and Renfrewshire",113.6,28 December 2018
1236,December 2018,North Lanarkshire,115.9,28 December 2018
1237,December 2018,Scottish Borders,111.5,28 December 2018
1238,December 2018,Dumfries and Galloway,109.2,28 December 2018
1239,December 2018,East Ayrshire and North Ayrshire mainland,110.7,28 December 2018
1240,December 2018,South Ayrshire,111.2,28 December 2018
1241,December 2018,South Lanarkshire,113.5,28 December 2018
1242,January 2019,Aberdeen City and Aberdeenshire,92.9,28 January 2019
1243,January 2019,Caithness and Sutherland and Ross and Cromarty,108.6,28 January 2019
1244,January 2019,"Inverness and Nairn and Moray, Badenoch and Strathspey",108.6,28 January 2019
1245,January 2019,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",109.6,28 January 2019
1246,January 2019,Na h-Eileanan Siar,103.9,28 January 2019
1247,January 2019,Orkney Islands,108.2,28 January 2019
1248,January 2019,Shetland Islands,98.0,28 January 2019
1249,January 2019,Angus and Dundee City,108.1,28 January 2019
1250,January 2019,Clackmannanshire and Fife,109.0,28 January 2019
1251,January 2019,East Lothian and Midlothian,117.1,28 January 2019
1252,January 2019,City of Edinburgh,116.3,28 January 2019
1253,January 2019,Falkirk,114.8,28 January 2019
1254,January 2019,Perth and Kinross and Stirling,112.9,28 January 2019
1255,January 2019,West Lothian,119.4,28 January 2019
1256,January 2019,"East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond",113.3,28 January 2019
1257,January 2019,Glasgow City,115.9,28 January 2019
1258,January 2019,"Inverclyde, East Renfrewshire and Renfrewshire",113.8,28 January 2019
1259,January 2019,North Lanarkshire,116.8,28 January 2019
1260,January 2019,Scottish Borders,112.4,28 January 2019
1261,January 2019,Dumfries and Galloway,109.8,28 January 2019
1262,January 2019,East Ayrshire and North Ayrshire mainland,111.0,28 January 2019
1263,January 2019,South Ayrshire,110.5,28 January 2019
1264,January 2019,South Lanarkshire,114.1,28 January 2019
1265,February 2019,Aberdeen City and Aberdeenshire,94.2,28 February 2019
1266,February 2019,Caithness and Sutherland and Ross and Cromarty,109.7,28 February 2019
1267,February 2019,"Inverness and Nairn and Moray, Badenoch and Strathspey",109.8,28 February 2019
1268,February 2019,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",110.3,28 February 2019
1269,February 2019,Na h-Eileanan Siar,103.7,28 February 2019
1270,February 2019,Orkney Islands,107.8,28 February 2019
1271,February 2019,Shetland Islands,98.4,28 February 2019
1272,February 2019,Angus and Dundee City,109.9,28 February 2019
1273,February 2019,Clackmannanshire and Fife,110.3,28 February 2019
1274,February 2019,East Lothian and Midlothian,118.5,28 February 2019
1275,February 2019,City of Edinburgh,117.6,28 February 2019
1276,February 2019,Falkirk,115.9,28 February 2019
1277,February 2019,Perth and Kinross and Stirling,112.9,28 February 2019
1278,February 2019,West Lothian,120.0,28 February 2019
1279,February 2019,"East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond",114.1,28 February 2019
1280,February 2019,Glasgow City,116.6,28 February 2019
1281,February 2019,"Inverclyde, East Renfrewshire and Renfrewshire",114.9,28 February 2019
1282,February 2019,North Lanarkshire,117.5,28 February 2019
