date,label,area,type,value,area_full
2019-03-31,(UK) Food,UK,Food & non-alcoholic beverages,0.00782013685239491,United Kingdom
2019-04-30,(UK) Food,UK,Food & non-alcoholic beverages,0.006856023506366382,United Kingdom
2019-05-31,(UK) Food,UK,Food & non-alcoholic beverages,0.00981354268891077,United Kingdom
2019-06-30,(UK) Food,UK,Food & non-alcoholic beverages,0.0167652859960552,United Kingdom
2019-07-31,(UK) Food,UK,Food & non-alcoholic beverages,0.013765978367748177,United Kingdom
2019-08-31,(UK) Food,UK,Food & non-alcoholic beverages,0.017664376840039298,United Kingdom
2019-09-30,(UK) Food,UK,Food & non-alcoholic beverages,0.017699115044247815,United Kingdom
2019-10-31,(UK) Food,UK,Food & non-alcoholic beverages,0.012807881773398977,United Kingdom
2019-11-30,(UK) Food,UK,Food & non-alcoholic beverages,0.020669291338582862,United Kingdom
2019-12-31,(UK) Food,UK,Food & non-alcoholic beverages,0.017560975609756113,United Kingdom
2020-01-31,(UK) Food,UK,Food & non-alcoholic beverages,0.014619883040935644,United Kingdom
2020-02-29,(UK) Food,UK,Food & non-alcoholic beverages,0.012621359223300876,United Kingdom
2020-03-31,(UK) Food,UK,Food & non-alcoholic beverages,0.013579049466537318,United Kingdom
2020-04-30,(UK) Food,UK,Food & non-alcoholic beverages,0.013618677042801508,United Kingdom
2020-05-31,(UK) Food,UK,Food & non-alcoholic beverages,0.01846452866861026,United Kingdom
2020-06-30,(UK) Food,UK,Food & non-alcoholic beverages,0.010669253152279401,United Kingdom
2020-07-31,(UK) Food,UK,Food & non-alcoholic beverages,0.0077594568380214834,United Kingdom
2020-08-31,(UK) Food,UK,Food & non-alcoholic beverages,0.0038572806171648377,United Kingdom
2020-09-30,(UK) Food,UK,Food & non-alcoholic beverages,-0.0009661835748792091,United Kingdom
2020-10-31,(UK) Food,UK,Food & non-alcoholic beverages,0.005836575875486361,United Kingdom
2020-11-30,(UK) Food,UK,Food & non-alcoholic beverages,-0.005785920925747479,United Kingdom
2020-12-31,(UK) Food,UK,Food & non-alcoholic beverages,-0.014381591562799612,United Kingdom
2021-01-31,(UK) Food,UK,Food & non-alcoholic beverages,-0.006724303554274669,United Kingdom
2021-02-28,(UK) Food,UK,Food & non-alcoholic beverages,-0.006711409395973145,United Kingdom
2021-03-31,(UK) Food,UK,Food & non-alcoholic beverages,-0.014354066985645897,United Kingdom
2021-04-30,(UK) Food,UK,Food & non-alcoholic beverages,-0.0038387715930903177,United Kingdom
2021-05-31,(UK) Food,UK,Food & non-alcoholic beverages,-0.012404580152671763,United Kingdom
2021-06-30,(UK) Food,UK,Food & non-alcoholic beverages,-0.0057581573896353655,United Kingdom
2021-07-31,(UK) Food,UK,Food & non-alcoholic beverages,-0.005774783445620879,United Kingdom
2021-08-31,(UK) Food,UK,Food & non-alcoholic beverages,0.0028818443804035088,United Kingdom
2021-09-30,(UK) Food,UK,Food & non-alcoholic beverages,0.007736943907156624,United Kingdom
2021-10-31,(UK) Food,UK,Food & non-alcoholic beverages,0.012572533849129597,United Kingdom
2021-11-30,(UK) Food,UK,Food & non-alcoholic beverages,0.025218234723569433,United Kingdom
2021-12-31,(UK) Food,UK,Food & non-alcoholic beverages,0.04182879377431914,United Kingdom
2022-01-31,(UK) Food,UK,Food & non-alcoholic beverages,0.04255319148936154,United Kingdom
2022-02-28,(UK) Food,UK,Food & non-alcoholic beverages,0.05115830115830122,United Kingdom
2022-03-31,(UK) Food,UK,Food & non-alcoholic beverages,0.058252427184465994,United Kingdom
2022-04-30,(UK) Food,UK,Food & non-alcoholic beverages,0.06647398843930641,United Kingdom
2022-05-31,(UK) Food,UK,Food & non-alcoholic beverages,0.08599033816425126,United Kingdom
2022-06-30,(UK) Food,UK,Food & non-alcoholic beverages,0.09749034749034768,United Kingdom
2022-07-31,(UK) Food,UK,Food & non-alcoholic beverages,0.12584704743465625,United Kingdom
2022-08-31,(UK) Food,UK,Food & non-alcoholic beverages,0.13026819923371646,United Kingdom
2022-09-30,(UK) Food,UK,Food & non-alcoholic beverages,0.14491362763915538,United Kingdom
2022-10-31,(UK) Food,UK,Food & non-alcoholic beverages,0.1623686723973257,United Kingdom
2022-11-30,(UK) Food,UK,Food & non-alcoholic beverages,0.16461684011352884,United Kingdom
2022-12-31,(UK) Food,UK,Food & non-alcoholic beverages,0.16806722689075637,United Kingdom
2023-01-31,(UK) Food,UK,Food & non-alcoholic beverages,0.1669758812615956,United Kingdom
2023-02-28,(UK) Food,UK,Food & non-alcoholic beverages,0.17998163452708904,United Kingdom
2023-03-31,(UK) Food,UK,Food & non-alcoholic beverages,0.19174311926605506,United Kingdom
2023-04-30,(UK) Food,UK,Food & non-alcoholic beverages,0.18970189701897014,United Kingdom
2023-05-31,(UK) Food,UK,Food & non-alcoholic beverages,0.1823843416370106,United Kingdom
2023-06-30,(UK) Food,UK,Food & non-alcoholic beverages,0.17326297273526836,United Kingdom
2023-07-31,(UK) Food,UK,Food & non-alcoholic beverages,0.1478933791917456,United Kingdom
2023-08-31,(UK) Food,UK,Food & non-alcoholic beverages,0.13559322033898313,United Kingdom
2023-09-30,(UK) Food,UK,Food & non-alcoholic beverages,0.1215423302598493,United Kingdom
2023-10-31,(UK) Food,UK,Food & non-alcoholic beverages,0.10106820049301568,United Kingdom
2023-11-30,(UK) Food,UK,Food & non-alcoholic beverages,0.0917952883834281,United Kingdom
2023-12-31,(UK) Food,UK,Food & non-alcoholic beverages,0.07993605115907276,United Kingdom
2024-01-31,(UK) Food,UK,Food & non-alcoholic beverages,0.06995230524642282,United Kingdom
2024-02-29,(UK) Food,UK,Food & non-alcoholic beverages,0.049805447470817166,United Kingdom
2024-03-31,(UK) Food,UK,Food & non-alcoholic beverages,0.0400307929176289,United Kingdom
2024-04-30,(UK) Food,UK,Food & non-alcoholic beverages,0.029612756264236983,United Kingdom
2024-05-31,(UK) Food,UK,Food & non-alcoholic beverages,0.017306245297215916,United Kingdom
2024-06-30,(UK) Food,UK,Food & non-alcoholic beverages,0.015742128935532174,United Kingdom
2024-07-31,(UK) Food,UK,Food & non-alcoholic beverages,0.014981273408239737,United Kingdom
2024-08-31,(UK) Food,UK,Food & non-alcoholic beverages,0.013432835820895717,United Kingdom
2024-09-30,(UK) Food,UK,Food & non-alcoholic beverages,0.0186846038863977,United Kingdom
2024-10-31,(UK) Food,UK,Food & non-alcoholic beverages,0.018656716417910557,United Kingdom
2024-11-30,(UK) Food,UK,Food & non-alcoholic beverages,0.020089285714285587,United Kingdom
2024-12-31,(UK) Food,UK,Food & non-alcoholic beverages,0.019985196150999363,United Kingdom
2025-01-31,(UK) Food,UK,Food & non-alcoholic beverages,0.03268945022288272,United Kingdom
2025-02-28,(UK) Food,UK,Food & non-alcoholic beverages,0.03261675315048196,United Kingdom
2025-03-31,(UK) Food,UK,Food & non-alcoholic beverages,0.030347890451517312,United Kingdom
2025-04-30,(UK) Food,UK,Food & non-alcoholic beverages,0.03392330383480813,United Kingdom
2025-05-31,(UK) Food,UK,Food & non-alcoholic beverages,0.044378698224851965,United Kingdom
2025-06-30,(UK) Food,UK,Food & non-alcoholic beverages,0.0450184501845019,United Kingdom
2025-07-31,(UK) Food,UK,Food & non-alcoholic beverages,0.049446494464944646,United Kingdom
2025-08-31,(UK) Food,UK,Food & non-alcoholic beverages,0.05154639175257736,United Kingdom
2025-09-30,(UK) Food,UK,Food & non-alcoholic beverages,0.04548789435069689,United Kingdom
2025-10-31,(UK) Food,UK,Food & non-alcoholic beverages,0.04908424908424891,United Kingdom
2015-12-31,(UK) Total,UK,Total,0.0020172968222582632,United Kingdom
2016-01-31,(UK) Total,UK,Total,0.002931753611799648,United Kingdom
2016-02-29,(UK) Total,UK,Total,0.002843878125251331,United Kingdom
2016-03-31,(UK) Total,UK,Total,0.0046238252374601885,United Kingdom
2016-04-30,(UK) Total,UK,Total,0.002871579368652899,United Kingdom
2016-05-31,(UK) Total,UK,Total,0.003066473555411342,United Kingdom
2016-06-30,(UK) Total,UK,Total,0.0046024979283767475,United Kingdom
2016-07-31,(UK) Total,UK,Total,0.005629549636029241,United Kingdom
2016-08-31,(UK) Total,UK,Total,0.006393568528880733,United Kingdom
2016-09-30,(UK) Total,UK,Total,0.009764376996805213,United Kingdom
2016-10-31,(UK) Total,UK,Total,0.009093356465555757,United Kingdom
2016-11-30,(UK) Total,UK,Total,0.011650524173840271,United Kingdom
2016-12-31,(UK) Total,UK,Total,0.015587625578057818,United Kingdom
2017-01-31,(UK) Total,UK,Total,0.018151864910747273,United Kingdom
2017-02-28,(UK) Total,UK,Total,0.02297710306127554,United Kingdom
2017-03-31,(UK) Total,UK,Total,0.02316247678760397,United Kingdom
2017-04-30,(UK) Total,UK,Total,0.02710711150131684,United Kingdom
2017-05-31,(UK) Total,UK,Total,0.02874868056800306,United Kingdom
2017-06-30,(UK) Total,UK,Total,0.02643504531722063,United Kingdom
2017-07-31,(UK) Total,UK,Total,0.026289884758031734,United Kingdom
2017-08-31,(UK) Total,UK,Total,0.028613054768181767,United Kingdom
2017-09-30,(UK) Total,UK,Total,0.029593229053372472,United Kingdom
2017-10-31,(UK) Total,UK,Total,0.030008398794526103,United Kingdom
2017-11-30,(UK) Total,UK,Total,0.03092061801796464,United Kingdom
2017-12-31,(UK) Total,UK,Total,0.029725220804710517,United Kingdom
2018-01-31,(UK) Total,UK,Total,0.029894628833024184,United Kingdom
2018-02-28,(UK) Total,UK,Total,0.027084476138233615,United Kingdom
2018-03-31,(UK) Total,UK,Total,0.024579926230947846,United Kingdom
2018-04-30,(UK) Total,UK,Total,0.02381761843242769,United Kingdom
2018-05-31,(UK) Total,UK,Total,0.02420892661820373,United Kingdom
2018-06-30,(UK) Total,UK,Total,0.024466519499632078,United Kingdom
2018-07-31,(UK) Total,UK,Total,0.024744465436225438,United Kingdom
2018-08-31,(UK) Total,UK,Total,0.026525991231873602,United Kingdom
2018-09-30,(UK) Total,UK,Total,0.024190682889821513,United Kingdom
2018-10-31,(UK) Total,UK,Total,0.02391550430728495,United Kingdom
2018-11-30,(UK) Total,UK,Total,0.02309744923821455,United Kingdom
2018-12-31,(UK) Total,UK,Total,0.021042800369773795,United Kingdom
2019-01-31,(UK) Total,UK,Total,0.018479489586726183,United Kingdom
2019-02-28,(UK) Total,UK,Total,0.018692836637959953,United Kingdom
2019-03-31,(UK) Total,UK,Total,0.019076008799916222,United Kingdom
2019-04-30,(UK) Total,UK,Total,0.021176269674860748,United Kingdom
2019-05-31,(UK) Total,UK,Total,0.02020602967583396,United Kingdom
2019-06-30,(UK) Total,UK,Total,0.020054625700541617,United Kingdom
2019-07-31,(UK) Total,UK,Total,0.020610954060263253,United Kingdom
2019-08-31,(UK) Total,UK,Total,0.01724267397548296,United Kingdom
2019-09-30,(UK) Total,UK,Total,0.017149554617909013,United Kingdom
2019-10-31,(UK) Total,UK,Total,0.01464374385159517,United Kingdom
2019-11-30,(UK) Total,UK,Total,0.014742175522566736,United Kingdom
2019-12-31,(UK) Total,UK,Total,0.013020711798911622,United Kingdom
2020-01-31,(UK) Total,UK,Total,0.01769270563890335,United Kingdom
2020-02-29,(UK) Total,UK,Total,0.01709529738889448,United Kingdom
2020-03-31,(UK) Total,UK,Total,0.015233075399050389,United Kingdom
2020-04-30,(UK) Total,UK,Total,0.007674226306058518,United Kingdom
2020-05-31,(UK) Total,UK,Total,0.004798606736576838,United Kingdom
2020-06-30,(UK) Total,UK,Total,0.0060315195537972155,United Kingdom
2020-07-31,(UK) Total,UK,Total,0.01040306070459196,United Kingdom
2020-08-31,(UK) Total,UK,Total,0.0021960784313725945,United Kingdom
2020-09-30,(UK) Total,UK,Total,0.005319001834456438,United Kingdom
2020-10-31,(UK) Total,UK,Total,0.0069715045522538155,United Kingdom
2020-11-30,(UK) Total,UK,Total,0.0031506508581378156,United Kingdom
2020-12-31,(UK) Total,UK,Total,0.005887664467622455,United Kingdom
2021-01-31,(UK) Total,UK,Total,0.00700580428111941,United Kingdom
2021-02-28,(UK) Total,UK,Total,0.00414215889321512,United Kingdom
2021-03-31,(UK) Total,UK,Total,0.00714325165233709,United Kingdom
2021-04-30,(UK) Total,UK,Total,0.0152592223789636,United Kingdom
2021-05-31,(UK) Total,UK,Total,0.021149484631128646,United Kingdom
2021-06-30,(UK) Total,UK,Total,0.02514182568334178,United Kingdom
2021-07-31,(UK) Total,UK,Total,0.020399369223998765,United Kingdom
2021-08-31,(UK) Total,UK,Total,0.031966707484371026,United Kingdom
2021-09-30,(UK) Total,UK,Total,0.030800689553990734,United Kingdom
2021-10-31,(UK) Total,UK,Total,0.04206211658551351,United Kingdom
2021-11-30,(UK) Total,UK,Total,0.05129900542744581,United Kingdom
2021-12-31,(UK) Total,UK,Total,0.05386045744749057,United Kingdom
2022-01-31,(UK) Total,UK,Total,0.05455513335903217,United Kingdom
2022-02-28,(UK) Total,UK,Total,0.06176608090641578,United Kingdom
2022-03-31,(UK) Total,UK,Total,0.07023124028882188,United Kingdom
2022-04-30,(UK) Total,UK,Total,0.09010661677897458,United Kingdom
2022-05-31,(UK) Total,UK,Total,0.09082701336222442,United Kingdom
2022-06-30,(UK) Total,UK,Total,0.094121134807841,United Kingdom
2022-07-31,(UK) Total,UK,Total,0.10100901192305267,United Kingdom
2022-08-31,(UK) Total,UK,Total,0.09870187803898833,United Kingdom
2022-09-30,(UK) Total,UK,Total,0.10095627807676898,United Kingdom
2022-10-31,(UK) Total,UK,Total,0.11051566349876808,United Kingdom
2022-11-30,(UK) Total,UK,Total,0.10672012718712054,United Kingdom
2022-12-31,(UK) Total,UK,Total,0.105283743731041,United Kingdom
2023-01-31,(UK) Total,UK,Total,0.10051523960382269,United Kingdom
2023-02-28,(UK) Total,UK,Total,0.10416396867742407,United Kingdom
2023-03-31,(UK) Total,UK,Total,0.10056877380566043,United Kingdom
2023-04-30,(UK) Total,UK,Total,0.08658235862574572,United Kingdom
2023-05-31,(UK) Total,UK,Total,0.08680682006290352,United Kingdom
2023-06-30,(UK) Total,UK,Total,0.07949684295227089,United Kingdom
2023-07-31,(UK) Total,UK,Total,0.06827214193032427,United Kingdom
2023-08-31,(UK) Total,UK,Total,0.06657030564848809,United Kingdom
2023-09-30,(UK) Total,UK,Total,0.06652176723441405,United Kingdom
2023-10-31,(UK) Total,UK,Total,0.04599877970506894,United Kingdom
2023-11-30,(UK) Total,UK,Total,0.03940991680742578,United Kingdom
2023-12-31,(UK) Total,UK,Total,0.03993268535119987,United Kingdom
2024-01-31,(UK) Total,UK,Total,0.03981114617191395,United Kingdom
2024-02-29,(UK) Total,UK,Total,0.03411472179651587,United Kingdom
2024-03-31,(UK) Total,UK,Total,0.03228059284550322,United Kingdom
2024-04-30,(UK) Total,UK,Total,0.023330700994410813,United Kingdom
2024-05-31,(UK) Total,UK,Total,0.019899777622079284,United Kingdom
2024-06-30,(UK) Total,UK,Total,0.019753105200307042,United Kingdom
2024-07-31,(UK) Total,UK,Total,0.022344448264008276,United Kingdom
2024-08-31,(UK) Total,UK,Total,0.022162837086778353,United Kingdom
2024-09-30,(UK) Total,UK,Total,0.016803412198761913,United Kingdom
2024-10-31,(UK) Total,UK,Total,0.022809914851064983,United Kingdom
2024-11-30,(UK) Total,UK,Total,0.02622126709546091,United Kingdom
2024-12-31,(UK) Total,UK,Total,0.02502986948170771,United Kingdom
2025-01-31,(UK) Total,UK,Total,0.029829405009088816,United Kingdom
2025-02-28,(UK) Total,UK,Total,0.02836187667763035,United Kingdom
2025-03-31,(UK) Total,UK,Total,0.025941516951063726,United Kingdom
2025-04-30,(UK) Total,UK,Total,0.035273315751618295,United Kingdom
2025-05-31,(UK) Total,UK,Total,0.03357949836097407,United Kingdom
2025-06-30,(UK) Total,UK,Total,0.035764898933393185,United Kingdom
2025-07-31,(UK) Total,UK,Total,0.03829485167750124,United Kingdom
2025-08-31,(UK) Total,UK,Total,0.037882568506669934,United Kingdom
2025-09-30,(UK) Total,UK,Total,0.03782736653876251,United Kingdom
2025-10-31,(UK) Total,UK,Total,0.03558863829944836,United Kingdom
2015-12-31,(EA) Food,EA,Food & non-alcoholic beverages,0.009904,Euro Area
2016-01-31,(EA) Food,EA,Food & non-alcoholic beverages,0.007212,Euro Area
2016-02-29,(EA) Food,EA,Food & non-alcoholic beverages,0.003302,Euro Area
2016-03-31,(EA) Food,EA,Food & non-alcoholic beverages,0.006029,Euro Area
2016-04-30,(EA) Food,EA,Food & non-alcoholic beverages,0.005684,Euro Area
2016-05-31,(EA) Food,EA,Food & non-alcoholic beverages,0.006168,Euro Area
2016-06-30,(EA) Food,EA,Food & non-alcoholic beverages,0.005847,Euro Area
2016-07-31,(EA) Food,EA,Food & non-alcoholic beverages,0.012683,Euro Area
2016-08-31,(EA) Food,EA,Food & non-alcoholic beverages,0.011094,Euro Area
2016-09-30,(EA) Food,EA,Food & non-alcoholic beverages,0.004126,Euro Area
2016-10-31,(EA) Food,EA,Food & non-alcoholic beverages,8.2e-05,Euro Area
2016-11-30,(EA) Food,EA,Food & non-alcoholic beverages,0.004438,Euro Area
2016-12-31,(EA) Food,EA,Food & non-alcoholic beverages,0.011373,Euro Area
2017-01-31,(EA) Food,EA,Food & non-alcoholic beverages,0.018354,Euro Area
2017-02-28,(EA) Food,EA,Food & non-alcoholic beverages,0.027233999999999998,Euro Area
2017-03-31,(EA) Food,EA,Food & non-alcoholic beverages,0.017404,Euro Area
2017-04-30,(EA) Food,EA,Food & non-alcoholic beverages,0.013105,Euro Area
2017-05-31,(EA) Food,EA,Food & non-alcoholic beverages,0.013731,Euro Area
2017-06-30,(EA) Food,EA,Food & non-alcoholic beverages,0.012198,Euro Area
2017-07-31,(EA) Food,EA,Food & non-alcoholic beverages,0.011541999999999998,Euro Area
2017-08-31,(EA) Food,EA,Food & non-alcoholic beverages,0.01261,Euro Area
2017-09-30,(EA) Food,EA,Food & non-alcoholic beverages,0.018079,Euro Area
2017-10-31,(EA) Food,EA,Food & non-alcoholic beverages,0.023986,Euro Area
2017-11-30,(EA) Food,EA,Food & non-alcoholic beverages,0.021602,Euro Area
2017-12-31,(EA) Food,EA,Food & non-alcoholic beverages,0.019475,Euro Area
2018-01-31,(EA) Food,EA,Food & non-alcoholic beverages,0.016811,Euro Area
2018-02-28,(EA) Food,EA,Food & non-alcoholic beverages,0.005607,Euro Area
2018-03-31,(EA) Food,EA,Food & non-alcoholic beverages,0.014846999999999999,Euro Area
2018-04-30,(EA) Food,EA,Food & non-alcoholic beverages,0.018432999999999998,Euro Area
2018-05-31,(EA) Food,EA,Food & non-alcoholic beverages,0.020801,Euro Area
2018-06-30,(EA) Food,EA,Food & non-alcoholic beverages,0.022808000000000002,Euro Area
2018-07-31,(EA) Food,EA,Food & non-alcoholic beverages,0.02007,Euro Area
2018-08-31,(EA) Food,EA,Food & non-alcoholic beverages,0.019326,Euro Area
2018-09-30,(EA) Food,EA,Food & non-alcoholic beverages,0.020985999999999998,Euro Area
2018-10-31,(EA) Food,EA,Food & non-alcoholic beverages,0.015803,Euro Area
2018-11-30,(EA) Food,EA,Food & non-alcoholic beverages,0.013295999999999999,Euro Area
2018-12-31,(EA) Food,EA,Food & non-alcoholic beverages,0.012149,Euro Area
2019-01-31,(EA) Food,EA,Food & non-alcoholic beverages,0.013036,Euro Area
2019-02-28,(EA) Food,EA,Food & non-alcoholic beverages,0.01824,Euro Area
2019-03-31,(EA) Food,EA,Food & non-alcoholic beverages,0.013358000000000002,Euro Area
2019-04-30,(EA) Food,EA,Food & non-alcoholic beverages,0.011193,Euro Area
2019-05-31,(EA) Food,EA,Food & non-alcoholic beverages,0.011057999999999998,Euro Area
2019-06-30,(EA) Food,EA,Food & non-alcoholic beverages,0.012573,Euro Area
2019-07-31,(EA) Food,EA,Food & non-alcoholic beverages,0.016898,Euro Area
2019-08-31,(EA) Food,EA,Food & non-alcoholic beverages,0.018879999999999997,Euro Area
2019-09-30,(EA) Food,EA,Food & non-alcoholic beverages,0.012175,Euro Area
2019-10-31,(EA) Food,EA,Food & non-alcoholic beverages,0.011924999999999998,Euro Area
2019-11-30,(EA) Food,EA,Food & non-alcoholic beverages,0.015256,Euro Area
2019-12-31,(EA) Food,EA,Food & non-alcoholic beverages,0.016505000000000002,Euro Area
2020-01-31,(EA) Food,EA,Food & non-alcoholic beverages,0.016948,Euro Area
2020-02-29,(EA) Food,EA,Food & non-alcoholic beverages,0.018148,Euro Area
2020-03-31,(EA) Food,EA,Food & non-alcoholic beverages,0.022675999999999998,Euro Area
2020-04-30,(EA) Food,EA,Food & non-alcoholic beverages,0.036426,Euro Area
2020-05-31,(EA) Food,EA,Food & non-alcoholic beverages,0.033591,Euro Area
2020-06-30,(EA) Food,EA,Food & non-alcoholic beverages,0.029676,Euro Area
2020-07-31,(EA) Food,EA,Food & non-alcoholic beverages,0.015603,Euro Area
2020-08-31,(EA) Food,EA,Food & non-alcoholic beverages,0.012301,Euro Area
2020-09-30,(EA) Food,EA,Food & non-alcoholic beverages,0.013590999999999999,Euro Area
2020-10-31,(EA) Food,EA,Food & non-alcoholic beverages,0.0167,Euro Area
2020-11-30,(EA) Food,EA,Food & non-alcoholic beverages,0.015494,Euro Area
2020-12-31,(EA) Food,EA,Food & non-alcoholic beverages,0.008701,Euro Area
2021-01-31,(EA) Food,EA,Food & non-alcoholic beverages,0.009721,Euro Area
2021-02-28,(EA) Food,EA,Food & non-alcoholic beverages,0.007683,Euro Area
2021-03-31,(EA) Food,EA,Food & non-alcoholic beverages,0.006752,Euro Area
2021-04-30,(EA) Food,EA,Food & non-alcoholic beverages,7.6e-05,Euro Area
2021-05-31,(EA) Food,EA,Food & non-alcoholic beverages,0.0005290000000000001,Euro Area
2021-06-30,(EA) Food,EA,Food & non-alcoholic beverages,0.00182,Euro Area
2021-07-31,(EA) Food,EA,Food & non-alcoholic beverages,0.014365000000000001,Euro Area
2021-08-31,(EA) Food,EA,Food & non-alcoholic beverages,0.018843000000000002,Euro Area
2021-09-30,(EA) Food,EA,Food & non-alcoholic beverages,0.019573,Euro Area
2021-10-31,(EA) Food,EA,Food & non-alcoholic beverages,0.018192,Euro Area
2021-11-30,(EA) Food,EA,Food & non-alcoholic beverages,0.022694000000000002,Euro Area
2021-12-31,(EA) Food,EA,Food & non-alcoholic beverages,0.035428,Euro Area
2022-01-31,(EA) Food,EA,Food & non-alcoholic beverages,0.039046,Euro Area
2022-02-28,(EA) Food,EA,Food & non-alcoholic beverages,0.047042,Euro Area
2022-03-31,(EA) Food,EA,Food & non-alcoholic beverages,0.057385,Euro Area
2022-04-30,(EA) Food,EA,Food & non-alcoholic beverages,0.074604,Euro Area
2022-05-31,(EA) Food,EA,Food & non-alcoholic beverages,0.087702,Euro Area
2022-06-30,(EA) Food,EA,Food & non-alcoholic beverages,0.104171,Euro Area
2022-07-31,(EA) Food,EA,Food & non-alcoholic beverages,0.115259,Euro Area
2022-08-31,(EA) Food,EA,Food & non-alcoholic beverages,0.12448100000000001,Euro Area
2022-09-30,(EA) Food,EA,Food & non-alcoholic beverages,0.138009,Euro Area
2022-10-31,(EA) Food,EA,Food & non-alcoholic beverages,0.154844,Euro Area
2022-11-30,(EA) Food,EA,Food & non-alcoholic beverages,0.159982,Euro Area
2022-12-31,(EA) Food,EA,Food & non-alcoholic beverages,0.16007100000000002,Euro Area
2023-01-31,(EA) Food,EA,Food & non-alcoholic beverages,0.162745,Euro Area
2023-02-28,(EA) Food,EA,Food & non-alcoholic beverages,0.17308700000000002,Euro Area
2023-03-31,(EA) Food,EA,Food & non-alcoholic beverages,0.175135,Euro Area
2023-04-30,(EA) Food,EA,Food & non-alcoholic beverages,0.149845,Euro Area
2023-05-31,(EA) Food,EA,Food & non-alcoholic beverages,0.136885,Euro Area
2023-06-30,(EA) Food,EA,Food & non-alcoholic beverages,0.12554,Euro Area
2023-07-31,(EA) Food,EA,Food & non-alcoholic beverages,0.11557,Euro Area
2023-08-31,(EA) Food,EA,Food & non-alcoholic beverages,0.10251099999999999,Euro Area
2023-09-30,(EA) Food,EA,Food & non-alcoholic beverages,0.09138600000000001,Euro Area
