Site	si	year	Province	ProYear	Cultivar	cu	Release_Year	Replicate	Yield	ly	plant_date	Flower_Date	Harvest_date	prec	fr	BinExp0_4	BinExp5_9	BinExp10_14	BinExp15_19	BinExp20_24	BinExp25_29	BinExp30_inf
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3118"	18.0	2003	3	4.67	1.541159	2006-05-01	2006-10-01	2006-10-31	64.5	2.4131823	22.054707	32.708084	37.175804	40.257164	33.497337	11.612263	3.2814565
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3118"	18.0	2003	3	5.7	1.7404661	2006-05-01	2006-10-01	2006-10-31	64.5	2.4131823	22.054707	32.708084	37.175804	40.257164	33.497337	11.612263	3.2814565
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3118"	18.0	2003	4	6.51	1.8733394	2006-05-01	2006-10-01	2006-10-31	64.5	2.4131823	22.054707	32.708084	37.175804	40.257164	33.497337	11.612263	3.2814565
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3118"	18.0	2003	4	5.16	1.6409366	2006-05-01	2006-10-01	2006-10-31	64.5	2.4131823	22.054707	32.708084	37.175804	40.257164	33.497337	11.612263	3.2814565
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3118"	18.0	2003	99	6.45	1.8640801	2006-05-01	2006-10-01	2006-10-31	64.5	2.4131823	22.054707	32.708084	37.175804	40.257164	33.497337	11.612263	3.2814565
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3118"	18.0	2003	99	5.2	1.6486586	2006-05-01	2006-10-01	2006-10-31	64.5	2.4131823	22.054707	32.708084	37.175804	40.257164	33.497337	11.612263	3.2814565
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3118"	18.0	2003	99	5.7	1.7404661	2006-05-01	2006-10-01	2006-10-31	64.5	2.4131823	22.054707	32.708084	37.175804	40.257164	33.497337	11.612263	3.2814565
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3118"	18.0	2003	99	6.51	1.8733394	2006-05-01	2006-10-01	2006-10-31	64.5	2.4131823	22.054707	32.708084	37.175804	40.257164	33.497337	11.612263	3.2814565
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3118"	18.0	2003	1	5.29	1.6658182	2006-05-21	2006-10-18	2006-11-17	64.7	2.4131823	20.938612	28.747484	34.79093	40.086643	32.443577	15.235038	5.344531
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3118"	18.0	2003	1	5.75	1.7491999	2006-05-21	2006-10-18	2006-11-17	64.7	2.4131823	20.938612	28.747484	34.79093	40.086643	32.443577	15.235038	5.344531
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3118"	18.0	2003	1	6.12	1.8115621	2006-05-21	2006-10-18	2006-11-17	64.7	2.4131823	20.938612	28.747484	34.79093	40.086643	32.443577	15.235038	5.344531
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3118"	18.0	2003	1	5.74	1.7474592	2006-05-21	2006-10-18	2006-11-17	64.7	2.4131823	20.938612	28.747484	34.79093	40.086643	32.443577	15.235038	5.344531
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3118"	18.0	2003	2	5.4	1.686399	2006-05-21	2006-10-18	2006-11-17	64.7	2.4131823	20.938612	28.747484	34.79093	40.086643	32.443577	15.235038	5.344531
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3118"	18.0	2003	2	5.07	1.6233408	2006-05-21	2006-10-18	2006-11-17	64.7	2.4131823	20.938612	28.747484	34.79093	40.086643	32.443577	15.235038	5.344531
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3118"	18.0	2003	2	4.72	1.5518088	2006-05-21	2006-10-18	2006-11-17	64.7	2.4131823	20.938612	28.747484	34.79093	40.086643	32.443577	15.235038	5.344531
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3118"	18.0	2003	2	5.43	1.6919391	2006-05-21	2006-10-18	2006-11-17	64.7	2.4131823	20.938612	28.747484	34.79093	40.086643	32.443577	15.235038	5.344531
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3118"	18.0	2003	3	4.89	1.5871923	2006-05-21	2006-10-18	2006-11-17	64.7	2.4131823	20.938612	28.747484	34.79093	40.086643	32.443577	15.235038	5.344531
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3118"	18.0	2003	3	5.29	1.6658182	2006-05-21	2006-10-18	2006-11-17	64.7	2.4131823	20.938612	28.747484	34.79093	40.086643	32.443577	15.235038	5.344531
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3118"	18.0	2003	3	5.12	1.6331544	2006-05-21	2006-10-18	2006-11-17	64.7	2.4131823	20.938612	28.747484	34.79093	40.086643	32.443577	15.235038	5.344531
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3118"	18.0	2003	3	5.61	1.7245507	2006-05-21	2006-10-18	2006-11-17	64.7	2.4131823	20.938612	28.747484	34.79093	40.086643	32.443577	15.235038	5.344531
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3118"	18.0	2003	4	7.01	1.9473377	2006-05-21	2006-10-18	2006-11-17	64.7	2.4131823	20.938612	28.747484	34.79093	40.086643	32.443577	15.235038	5.344531
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3118"	18.0	2003	4	5.8100000000000005	1.7595806	2006-05-21	2006-10-18	2006-11-17	64.7	2.4131823	20.938612	28.747484	34.79093	40.086643	32.443577	15.235038	5.344531
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3118"	18.0	2003	4	4.19	1.4327008	2006-05-21	2006-10-18	2006-11-17	64.7	2.4131823	20.938612	28.747484	34.79093	40.086643	32.443577	15.235038	5.344531
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3118"	18.0	2003	4	5.29	1.6658182	2006-05-21	2006-10-18	2006-11-17	64.7	2.4131823	20.938612	28.747484	34.79093	40.086643	32.443577	15.235038	5.344531
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3118"	18.0	2003	99	7.01	1.9473377	2006-05-21	2006-10-18	2006-11-17	64.7	2.4131823	20.938612	28.747484	34.79093	40.086643	32.443577	15.235038	5.344531
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3118"	18.0	2003	99	6.12	1.8115621	2006-05-21	2006-10-18	2006-11-17	64.7	2.4131823	20.938612	28.747484	34.79093	40.086643	32.443577	15.235038	5.344531
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3118"	18.0	2003	99	5.61	1.7245507	2006-05-21	2006-10-18	2006-11-17	64.7	2.4131823	20.938612	28.747484	34.79093	40.086643	32.443577	15.235038	5.344531
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3118"	18.0	2003	99	5.43	1.6919391	2006-05-21	2006-10-18	2006-11-17	64.7	2.4131823	20.938612	28.747484	34.79093	40.086643	32.443577	15.235038	5.344531
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3120"	19.0	2005	1	5.24	1.6563215	2006-05-01	2006-10-03	2006-11-02	68.3	2.4131823	22.054707	32.708084	37.31474	40.80825	33.861668	11.997137	3.8422375
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3120"	19.0	2005	1	4.53	1.5107219	2006-05-01	2006-10-03	2006-11-02	68.3	2.4131823	22.054707	32.708084	37.31474	40.80825	33.861668	11.997137	3.8422375
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3120"	19.0	2005	2	5.15	1.6389967	2006-05-01	2006-10-03	2006-11-02	68.3	2.4131823	22.054707	32.708084	37.31474	40.80825	33.861668	11.997137	3.8422375
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3120"	19.0	2005	2	4.55	1.5151272	2006-05-01	2006-10-03	2006-11-02	68.3	2.4131823	22.054707	32.708084	37.31474	40.80825	33.861668	11.997137	3.8422375
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3120"	19.0	2005	3	5.14	1.6370531	2006-05-01	2006-10-03	2006-11-02	68.3	2.4131823	22.054707	32.708084	37.31474	40.80825	33.861668	11.997137	3.8422375
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3120"	19.0	2005	3	4.97	1.6034198	2006-05-01	2006-10-03	2006-11-02	68.3	2.4131823	22.054707	32.708084	37.31474	40.80825	33.861668	11.997137	3.8422375
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3120"	19.0	2005	4	5.46	1.6974487	2006-05-01	2006-10-03	2006-11-02	68.3	2.4131823	22.054707	32.708084	37.31474	40.80825	33.861668	11.997137	3.8422375
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3120"	19.0	2005	4	5.64	1.729884	2006-05-01	2006-10-03	2006-11-02	68.3	2.4131823	22.054707	32.708084	37.31474	40.80825	33.861668	11.997137	3.8422375
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3120"	19.0	2005	99	4.97	1.6034198	2006-05-01	2006-10-03	2006-11-02	68.3	2.4131823	22.054707	32.708084	37.31474	40.80825	33.861668	11.997137	3.8422375
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3120"	19.0	2005	99	4.55	1.5151272	2006-05-01	2006-10-03	2006-11-02	68.3	2.4131823	22.054707	32.708084	37.31474	40.80825	33.861668	11.997137	3.8422375
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3120"	19.0	2005	99	5.24	1.6563215	2006-05-01	2006-10-03	2006-11-02	68.3	2.4131823	22.054707	32.708084	37.31474	40.80825	33.861668	11.997137	3.8422375
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3120"	19.0	2005	99	5.64	1.729884	2006-05-01	2006-10-03	2006-11-02	68.3	2.4131823	22.054707	32.708084	37.31474	40.80825	33.861668	11.997137	3.8422375
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3144"	20.0	2007	1	5.08	1.6253113	2006-05-01	2006-10-10	2006-11-09	80.0	2.4131823	22.054707	33.345547	39.00257	42.446457	35.68785	13.207445	3.8422375
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3144"	20.0	2007	1	5.16	1.6409366	2006-05-01	2006-10-10	2006-11-09	80.0	2.4131823	22.054707	33.345547	39.00257	42.446457	35.68785	13.207445	3.8422375
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3144"	20.0	2007	2	4.8100000000000005	1.5706971	2006-05-01	2006-10-10	2006-11-09	80.0	2.4131823	22.054707	33.345547	39.00257	42.446457	35.68785	13.207445	3.8422375
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3144"	20.0	2007	2	3.92	1.3660916	2006-05-01	2006-10-10	2006-11-09	80.0	2.4131823	22.054707	33.345547	39.00257	42.446457	35.68785	13.207445	3.8422375
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3144"	20.0	2007	3	4.55	1.5151272	2006-05-01	2006-10-10	2006-11-09	80.0	2.4131823	22.054707	33.345547	39.00257	42.446457	35.68785	13.207445	3.8422375
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3144"	20.0	2007	3	4.79	1.5665305	2006-05-01	2006-10-10	2006-11-09	80.0	2.4131823	22.054707	33.345547	39.00257	42.446457	35.68785	13.207445	3.8422375
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3144"	20.0	2007	4	3.65	1.2947272	2006-05-01	2006-10-10	2006-11-09	80.0	2.4131823	22.054707	33.345547	39.00257	42.446457	35.68785	13.207445	3.8422375
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3144"	20.0	2007	4	4.7	1.5475625	2006-05-01	2006-10-10	2006-11-09	80.0	2.4131823	22.054707	33.345547	39.00257	42.446457	35.68785	13.207445	3.8422375
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3144"	20.0	2007	99	3.65	1.2947272	2006-05-01	2006-10-10	2006-11-09	80.0	2.4131823	22.054707	33.345547	39.00257	42.446457	35.68785	13.207445	3.8422375
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3144"	20.0	2007	99	5.16	1.6409366	2006-05-01	2006-10-10	2006-11-09	80.0	2.4131823	22.054707	33.345547	39.00257	42.446457	35.68785	13.207445	3.8422375
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3144"	20.0	2007	99	4.55	1.5151272	2006-05-01	2006-10-10	2006-11-09	80.0	2.4131823	22.054707	33.345547	39.00257	42.446457	35.68785	13.207445	3.8422375
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3144"	20.0	2007	99	4.8100000000000005	1.5706971	2006-05-01	2006-10-10	2006-11-09	80.0	2.4131823	22.054707	33.345547	39.00257	42.446457	35.68785	13.207445	3.8422375
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3191"	22.0	2002	1	5.14	1.6370531	2006-05-01	2006-10-03	2006-11-02	68.3	2.4131823	22.054707	32.708084	37.31474	40.80825	33.861668	11.997137	3.8422375
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3191"	22.0	2002	1	5.33	1.6733513	2006-05-01	2006-10-03	2006-11-02	68.3	2.4131823	22.054707	32.708084	37.31474	40.80825	33.861668	11.997137	3.8422375
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3191"	22.0	2002	2	4.71	1.5496879	2006-05-01	2006-10-03	2006-11-02	68.3	2.4131823	22.054707	32.708084	37.31474	40.80825	33.861668	11.997137	3.8422375
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3191"	22.0	2002	2	4.78	1.5644405	2006-05-01	2006-10-03	2006-11-02	68.3	2.4131823	22.054707	32.708084	37.31474	40.80825	33.861668	11.997137	3.8422375
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3191"	22.0	2002	3	4.16	1.425515	2006-05-01	2006-10-03	2006-11-02	68.3	2.4131823	22.054707	32.708084	37.31474	40.80825	33.861668	11.997137	3.8422375
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3191"	22.0	2002	3	5.13	1.6351056	2006-05-01	2006-10-03	2006-11-02	68.3	2.4131823	22.054707	32.708084	37.31474	40.80825	33.861668	11.997137	3.8422375
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3191"	22.0	2002	4	4.51	1.5062971	2006-05-01	2006-10-03	2006-11-02	68.3	2.4131823	22.054707	32.708084	37.31474	40.80825	33.861668	11.997137	3.8422375
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3191"	22.0	2002	4	5.1000000000000005	1.6292405	2006-05-01	2006-10-03	2006-11-02	68.3	2.4131823	22.054707	32.708084	37.31474	40.80825	33.861668	11.997137	3.8422375
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3191"	22.0	2002	99	5.1000000000000005	1.6292405	2006-05-01	2006-10-03	2006-11-02	68.3	2.4131823	22.054707	32.708084	37.31474	40.80825	33.861668	11.997137	3.8422375
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3191"	22.0	2002	99	5.13	1.6351056	2006-05-01	2006-10-03	2006-11-02	68.3	2.4131823	22.054707	32.708084	37.31474	40.80825	33.861668	11.997137	3.8422375
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3191"	22.0	2002	99	4.78	1.5644405	2006-05-01	2006-10-03	2006-11-02	68.3	2.4131823	22.054707	32.708084	37.31474	40.80825	33.861668	11.997137	3.8422375
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3191"	22.0	2002	99	5.33	1.6733513	2006-05-01	2006-10-03	2006-11-02	68.3	2.4131823	22.054707	32.708084	37.31474	40.80825	33.861668	11.997137	3.8422375
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3349"	27.0	1996	1	6.390000000000001	1.8547343	2006-05-01	2006-09-25	2006-10-25	63.5	2.4131823	22.054707	32.708084	37.003147	38.356968	32.31191	10.238564	1.9134407
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3349"	27.0	1996	1	6.09	1.8066481	2006-05-01	2006-09-25	2006-10-25	63.5	2.4131823	22.054707	32.708084	37.003147	38.356968	32.31191	10.238564	1.9134407
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3349"	27.0	1996	2	5.55	1.7137979	2006-05-01	2006-09-25	2006-10-25	63.5	2.4131823	22.054707	32.708084	37.003147	38.356968	32.31191	10.238564	1.9134407
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3349"	27.0	1996	2	6.05	1.8000582	2006-05-01	2006-09-25	2006-10-25	63.5	2.4131823	22.054707	32.708084	37.003147	38.356968	32.31191	10.238564	1.9134407
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3349"	27.0	1996	3	5.87	1.7698547	2006-05-01	2006-09-25	2006-10-25	63.5	2.4131823	22.054707	32.708084	37.003147	38.356968	32.31191	10.238564	1.9134407
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3349"	27.0	1996	3	6.43	1.8609746	2006-05-01	2006-09-25	2006-10-25	63.5	2.4131823	22.054707	32.708084	37.003147	38.356968	32.31191	10.238564	1.9134407
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3349"	27.0	1996	4	5.48	1.7011051	2006-05-01	2006-09-25	2006-10-25	63.5	2.4131823	22.054707	32.708084	37.003147	38.356968	32.31191	10.238564	1.9134407
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3349"	27.0	1996	4	5.7700000000000005	1.7526721	2006-05-01	2006-09-25	2006-10-25	63.5	2.4131823	22.054707	32.708084	37.003147	38.356968	32.31191	10.238564	1.9134407
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3349"	27.0	1996	99	6.390000000000001	1.8547343	2006-05-01	2006-09-25	2006-10-25	63.5	2.4131823	22.054707	32.708084	37.003147	38.356968	32.31191	10.238564	1.9134407
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3349"	27.0	1996	99	5.87	1.7698547	2006-05-01	2006-09-25	2006-10-25	63.5	2.4131823	22.054707	32.708084	37.003147	38.356968	32.31191	10.238564	1.9134407
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3349"	27.0	1996	99	5.55	1.7137979	2006-05-01	2006-09-25	2006-10-25	63.5	2.4131823	22.054707	32.708084	37.003147	38.356968	32.31191	10.238564	1.9134407
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3349"	27.0	1996	99	5.48	1.7011051	2006-05-01	2006-09-25	2006-10-25	63.5	2.4131823	22.054707	32.708084	37.003147	38.356968	32.31191	10.238564	1.9134407
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3349"	27.0	1996	1	5.63	1.7281095	2006-05-21	2006-10-12	2006-11-11	62.399998	2.4131823	20.938612	28.747484	34.048836	38.613365	31.290108	13.726839	4.221575
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3349"	27.0	1996	1	6.0600000000000005	1.8017098	2006-05-21	2006-10-12	2006-11-11	62.399998	2.4131823	20.938612	28.747484	34.048836	38.613365	31.290108	13.726839	4.221575
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3349"	27.0	1996	1	6.0	1.7917595	2006-05-21	2006-10-12	2006-11-11	62.399998	2.4131823	20.938612	28.747484	34.048836	38.613365	31.290108	13.726839	4.221575
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3349"	27.0	1996	1	5.47	1.6992786	2006-05-21	2006-10-12	2006-11-11	62.399998	2.4131823	20.938612	28.747484	34.048836	38.613365	31.290108	13.726839	4.221575
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3349"	27.0	1996	2	5.33	1.6733513	2006-05-21	2006-10-12	2006-11-11	62.399998	2.4131823	20.938612	28.747484	34.048836	38.613365	31.290108	13.726839	4.221575
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3349"	27.0	1996	2	5.61	1.7245507	2006-05-21	2006-10-12	2006-11-11	62.399998	2.4131823	20.938612	28.747484	34.048836	38.613365	31.290108	13.726839	4.221575
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3349"	27.0	1996	2	5.45	1.6956156	2006-05-21	2006-10-12	2006-11-11	62.399998	2.4131823	20.938612	28.747484	34.048836	38.613365	31.290108	13.726839	4.221575
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3349"	27.0	1996	2	5.25	1.658228	2006-05-21	2006-10-12	2006-11-11	62.399998	2.4131823	20.938612	28.747484	34.048836	38.613365	31.290108	13.726839	4.221575
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3349"	27.0	1996	3	5.34	1.6752256	2006-05-21	2006-10-12	2006-11-11	62.399998	2.4131823	20.938612	28.747484	34.048836	38.613365	31.290108	13.726839	4.221575
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3349"	27.0	1996	3	6.28	1.83737	2006-05-21	2006-10-12	2006-11-11	62.399998	2.4131823	20.938612	28.747484	34.048836	38.613365	31.290108	13.726839	4.221575
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3349"	27.0	1996	3	6.07	1.8033586	2006-05-21	2006-10-12	2006-11-11	62.399998	2.4131823	20.938612	28.747484	34.048836	38.613365	31.290108	13.726839	4.221575
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3349"	27.0	1996	3	5.11	1.6311994	2006-05-21	2006-10-12	2006-11-11	62.399998	2.4131823	20.938612	28.747484	34.048836	38.613365	31.290108	13.726839	4.221575
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3349"	27.0	1996	4	5.08	1.6253113	2006-05-21	2006-10-12	2006-11-11	62.399998	2.4131823	20.938612	28.747484	34.048836	38.613365	31.290108	13.726839	4.221575
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3349"	27.0	1996	4	5.46	1.6974487	2006-05-21	2006-10-12	2006-11-11	62.399998	2.4131823	20.938612	28.747484	34.048836	38.613365	31.290108	13.726839	4.221575
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3349"	27.0	1996	4	5.12	1.6331544	2006-05-21	2006-10-12	2006-11-11	62.399998	2.4131823	20.938612	28.747484	34.048836	38.613365	31.290108	13.726839	4.221575
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3349"	27.0	1996	4	5.88	1.7715567	2006-05-21	2006-10-12	2006-11-11	62.399998	2.4131823	20.938612	28.747484	34.048836	38.613365	31.290108	13.726839	4.221575
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3349"	27.0	1996	99	5.25	1.658228	2006-05-21	2006-10-12	2006-11-11	62.399998	2.4131823	20.938612	28.747484	34.048836	38.613365	31.290108	13.726839	4.221575
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3349"	27.0	1996	99	5.63	1.7281095	2006-05-21	2006-10-12	2006-11-11	62.399998	2.4131823	20.938612	28.747484	34.048836	38.613365	31.290108	13.726839	4.221575
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3349"	27.0	1996	99	5.11	1.6311994	2006-05-21	2006-10-12	2006-11-11	62.399998	2.4131823	20.938612	28.747484	34.048836	38.613365	31.290108	13.726839	4.221575
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3349"	27.0	1996	99	5.12	1.6331544	2006-05-21	2006-10-12	2006-11-11	62.399998	2.4131823	20.938612	28.747484	34.048836	38.613365	31.290108	13.726839	4.221575
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3355"	28.0	2007	1	6.99	1.9444805	2006-05-01	2006-09-17	2006-10-17	60.2	2.4131823	22.054707	32.708084	35.693813	36.33793	30.773891	7.896444	1.1219484
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3355"	28.0	2007	1	6.2700000000000005	1.8357763	2006-05-01	2006-09-17	2006-10-17	60.2	2.4131823	22.054707	32.708084	35.693813	36.33793	30.773891	7.896444	1.1219484
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3355"	28.0	2007	2	5.51	1.7065647	2006-05-01	2006-09-17	2006-10-17	60.2	2.4131823	22.054707	32.708084	35.693813	36.33793	30.773891	7.896444	1.1219484
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3355"	28.0	2007	2	5.87	1.7698547	2006-05-01	2006-09-17	2006-10-17	60.2	2.4131823	22.054707	32.708084	35.693813	36.33793	30.773891	7.896444	1.1219484
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3355"	28.0	2007	3	5.7700000000000005	1.7526721	2006-05-01	2006-09-17	2006-10-17	60.2	2.4131823	22.054707	32.708084	35.693813	36.33793	30.773891	7.896444	1.1219484
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3355"	28.0	2007	3	5.73	1.7457155	2006-05-01	2006-09-17	2006-10-17	60.2	2.4131823	22.054707	32.708084	35.693813	36.33793	30.773891	7.896444	1.1219484
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3355"	28.0	2007	4	4.97	1.6034198	2006-05-01	2006-09-17	2006-10-17	60.2	2.4131823	22.054707	32.708084	35.693813	36.33793	30.773891	7.896444	1.1219484
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3355"	28.0	2007	4	5.45	1.6956156	2006-05-01	2006-09-17	2006-10-17	60.2	2.4131823	22.054707	32.708084	35.693813	36.33793	30.773891	7.896444	1.1219484
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3355"	28.0	2007	99	5.73	1.7457155	2006-05-01	2006-09-17	2006-10-17	60.2	2.4131823	22.054707	32.708084	35.693813	36.33793	30.773891	7.896444	1.1219484
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3355"	28.0	2007	99	5.51	1.7065647	2006-05-01	2006-09-17	2006-10-17	60.2	2.4131823	22.054707	32.708084	35.693813	36.33793	30.773891	7.896444	1.1219484
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3355"	28.0	2007	99	5.45	1.6956156	2006-05-01	2006-09-17	2006-10-17	60.2	2.4131823	22.054707	32.708084	35.693813	36.33793	30.773891	7.896444	1.1219484
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3355"	28.0	2007	99	6.2700000000000005	1.8357763	2006-05-01	2006-09-17	2006-10-17	60.2	2.4131823	22.054707	32.708084	35.693813	36.33793	30.773891	7.896444	1.1219484
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3364"	29.0	1998	1	5.78	1.7544037	2006-05-01	2006-09-28	2006-10-28	63.5	2.4131823	22.054707	32.708084	37.175804	39.18812	32.860924	10.822334	2.7768414
"BULTFONTEIN"	4.0	2006.0	"Free State"	9.0	"PAN3364"	29.0	1998	1	4.71	1.5496879	2006-05-01	2006-09-28	2006-10-28	63.5	2.4131823	22.054707	32.708084	37.175804	39.18812	32.860924	10.822334	2.7768414
