Site	si	year	Province	ProYear	Cultivar	cu	Release_Year	Replicate	Yield	ly	plant_date	Flower_Date	Harvest_date	prec	fr	BinExp0_4	BinExp5_9	BinExp10_14	BinExp15_19	BinExp20_24	BinExp25_29	BinExp30_inf
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"BAVIAANS"	1.0	2001	2	4.2700000000000005	1.4516138	2006-05-15	2006-08-30	2006-09-29	148.96017	0.0	4.6975136	31.436592	73.91794	25.31181	1.6361399	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"BAVIAANS"	1.0	2001	3	4.98	1.6054299	2006-05-15	2006-08-30	2006-09-29	148.96017	0.0	4.6975136	31.436592	73.91794	25.31181	1.6361399	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"BAVIAANS"	1.0	2001	4	4.24	1.4445633	2006-05-15	2006-08-30	2006-09-29	148.96017	0.0	4.6975136	31.436592	73.91794	25.31181	1.6361399	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"BIEDOU"	3.0	2003	1	3.23	1.1724821	2006-05-01	2006-08-18	2006-09-17	148.70645	0.0	4.6975136	30.207035	74.99153	27.030434	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"BIEDOU"	3.0	2003	1	2.23	0.8020016	2006-05-01	2006-08-18	2006-09-17	148.70645	0.0	4.6975136	30.207035	74.99153	27.030434	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"BIEDOU"	3.0	2003	2	3.0500000000000003	1.1151416	2006-05-01	2006-08-18	2006-09-17	148.70645	0.0	4.6975136	30.207035	74.99153	27.030434	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"BIEDOU"	3.0	2003	2	3.66	1.2974632	2006-05-01	2006-08-18	2006-09-17	148.70645	0.0	4.6975136	30.207035	74.99153	27.030434	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"BIEDOU"	3.0	2003	3	3.3200000000000003	1.1999648	2006-05-01	2006-08-18	2006-09-17	148.70645	0.0	4.6975136	30.207035	74.99153	27.030434	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"BIEDOU"	3.0	2003	3	2.34	0.85015094	2006-05-01	2006-08-18	2006-09-17	148.70645	0.0	4.6975136	30.207035	74.99153	27.030434	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"BIEDOU"	3.0	2003	4	3.52	1.258461	2006-05-01	2006-08-18	2006-09-17	148.70645	0.0	4.6975136	30.207035	74.99153	27.030434	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"BIEDOU"	3.0	2003	4	2.16	0.7701082	2006-05-01	2006-08-18	2006-09-17	148.70645	0.0	4.6975136	30.207035	74.99153	27.030434	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"BIEDOU"	3.0	2003	1	2.99	1.0952734	2006-05-15	2006-08-29	2006-09-28	147.80841	0.0	4.6975136	31.436592	73.51799	24.884909	1.4629953	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"BIEDOU"	3.0	2003	2	1.86	0.6205765	2006-05-15	2006-08-29	2006-09-28	147.80841	0.0	4.6975136	31.436592	73.51799	24.884909	1.4629953	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"BIEDOU"	3.0	2003	3	3.47	1.2441546	2006-05-15	2006-08-29	2006-09-28	147.80841	0.0	4.6975136	31.436592	73.51799	24.884909	1.4629953	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"BIEDOU"	3.0	2003	4	3.5100000000000002	1.2556161	2006-05-15	2006-08-29	2006-09-28	147.80841	0.0	4.6975136	31.436592	73.51799	24.884909	1.4629953	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"KARIEGA"	8.0	1994	1	3.62	1.286474	2006-05-01	2006-08-23	2006-09-22	149.80646	0.0	4.6975136	31.948849	77.223694	28.056456	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"KARIEGA"	8.0	1994	1	2.92	1.0715836	2006-05-01	2006-08-23	2006-09-22	149.80646	0.0	4.6975136	31.948849	77.223694	28.056456	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"KARIEGA"	8.0	1994	2	3.7600000000000002	1.3244189	2006-05-01	2006-08-23	2006-09-22	149.80646	0.0	4.6975136	31.948849	77.223694	28.056456	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"KARIEGA"	8.0	1994	2	3.73	1.3164083	2006-05-01	2006-08-23	2006-09-22	149.80646	0.0	4.6975136	31.948849	77.223694	28.056456	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"KARIEGA"	8.0	1994	3	2.49	0.9122827	2006-05-01	2006-08-23	2006-09-22	149.80646	0.0	4.6975136	31.948849	77.223694	28.056456	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"KARIEGA"	8.0	1994	3	3.45	1.2383742	2006-05-01	2006-08-23	2006-09-22	149.80646	0.0	4.6975136	31.948849	77.223694	28.056456	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"KARIEGA"	8.0	1994	4	5.42	1.6900958	2006-05-01	2006-08-23	2006-09-22	149.80646	0.0	4.6975136	31.948849	77.223694	28.056456	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"KARIEGA"	8.0	1994	4	3.7600000000000002	1.3244189	2006-05-01	2006-08-23	2006-09-22	149.80646	0.0	4.6975136	31.948849	77.223694	28.056456	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"KARIEGA"	8.0	1994	1	3.62	1.286474	2006-05-15	2006-09-03	2006-10-03	150.46017	0.0	4.6975136	31.592552	75.20582	27.699404	1.804714	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"KARIEGA"	8.0	1994	2	2.47	0.90421814	2006-05-15	2006-09-03	2006-10-03	150.46017	0.0	4.6975136	31.592552	75.20582	27.699404	1.804714	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"KARIEGA"	8.0	1994	3	3.8200000000000003	1.3402504	2006-05-15	2006-09-03	2006-10-03	150.46017	0.0	4.6975136	31.592552	75.20582	27.699404	1.804714	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"KARIEGA"	8.0	1994	4	4.53	1.5107219	2006-05-15	2006-09-03	2006-10-03	150.46017	0.0	4.6975136	31.592552	75.20582	27.699404	1.804714	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"PAN3404"	33.0	2003	1	2.0300000000000002	0.70803577	2006-05-01	2006-08-21	2006-09-20	149.80646	0.0	4.6975136	30.993076	76.43457	27.80136	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"PAN3404"	33.0	2003	1	1.58	0.45742485	2006-05-01	2006-08-21	2006-09-20	149.80646	0.0	4.6975136	30.993076	76.43457	27.80136	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"PAN3404"	33.0	2003	1	4.22	1.4398351	2006-05-01	2006-08-21	2006-09-20	149.80646	0.0	4.6975136	30.993076	76.43457	27.80136	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"PAN3404"	33.0	2003	2	2.83	1.0402768	2006-05-01	2006-08-21	2006-09-20	149.80646	0.0	4.6975136	30.993076	76.43457	27.80136	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"PAN3404"	33.0	2003	2	2.17	0.77472717	2006-05-01	2006-08-21	2006-09-20	149.80646	0.0	4.6975136	30.993076	76.43457	27.80136	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"PAN3404"	33.0	2003	2	3.45	1.2383742	2006-05-01	2006-08-21	2006-09-20	149.80646	0.0	4.6975136	30.993076	76.43457	27.80136	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"PAN3404"	33.0	2003	3	3.85	1.3480731	2006-05-01	2006-08-21	2006-09-20	149.80646	0.0	4.6975136	30.993076	76.43457	27.80136	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"PAN3404"	33.0	2003	3	4.03	1.3937664	2006-05-01	2006-08-21	2006-09-20	149.80646	0.0	4.6975136	30.993076	76.43457	27.80136	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"PAN3404"	33.0	2003	3	2.0300000000000002	0.70803577	2006-05-01	2006-08-21	2006-09-20	149.80646	0.0	4.6975136	30.993076	76.43457	27.80136	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"PAN3404"	33.0	2003	4	4.24	1.4445633	2006-05-01	2006-08-21	2006-09-20	149.80646	0.0	4.6975136	30.993076	76.43457	27.80136	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"PAN3404"	33.0	2003	4	2.47	0.90421814	2006-05-01	2006-08-21	2006-09-20	149.80646	0.0	4.6975136	30.993076	76.43457	27.80136	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"PAN3404"	33.0	2003	4	3.5100000000000002	1.2556161	2006-05-01	2006-08-21	2006-09-20	149.80646	0.0	4.6975136	30.993076	76.43457	27.80136	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"PAN3408"	34.0	2003	1	2.2600000000000002	0.81536484	2006-05-01	2006-08-24	2006-09-23	149.80646	0.0	4.6975136	32.4353	77.73724	28.056456	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"PAN3408"	34.0	2003	1	4.61	1.5282278	2006-05-01	2006-08-24	2006-09-23	149.80646	0.0	4.6975136	32.4353	77.73724	28.056456	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"PAN3408"	34.0	2003	1	4.04	1.3962446	2006-05-01	2006-08-24	2006-09-23	149.80646	0.0	4.6975136	32.4353	77.73724	28.056456	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"PAN3408"	34.0	2003	2	4.1	1.410987	2006-05-01	2006-08-24	2006-09-23	149.80646	0.0	4.6975136	32.4353	77.73724	28.056456	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"PAN3408"	34.0	2003	2	2.52	0.9242589	2006-05-01	2006-08-24	2006-09-23	149.80646	0.0	4.6975136	32.4353	77.73724	28.056456	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"PAN3408"	34.0	2003	3	4.01	1.3887912	2006-05-01	2006-08-24	2006-09-23	149.80646	0.0	4.6975136	32.4353	77.73724	28.056456	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"PAN3408"	34.0	2003	3	3.84	1.3454723	2006-05-01	2006-08-24	2006-09-23	149.80646	0.0	4.6975136	32.4353	77.73724	28.056456	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"PAN3408"	34.0	2003	3	2.74	1.0079579	2006-05-01	2006-08-24	2006-09-23	149.80646	0.0	4.6975136	32.4353	77.73724	28.056456	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"PAN3408"	34.0	2003	4	4.0	1.3862944	2006-05-01	2006-08-24	2006-09-23	149.80646	0.0	4.6975136	32.4353	77.73724	28.056456	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"PAN3408"	34.0	2003	4	3.86	1.3506672	2006-05-01	2006-08-24	2006-09-23	149.80646	0.0	4.6975136	32.4353	77.73724	28.056456	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"PAN3408"	34.0	2003	4	4.29	1.4562868	2006-05-01	2006-08-24	2006-09-23	149.80646	0.0	4.6975136	32.4353	77.73724	28.056456	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"PAN3490"	37.0	2002	1	3.5500000000000003	1.2669476	2006-05-01	2006-08-18	2006-09-17	148.70645	0.0	4.6975136	30.207035	74.99153	27.030434	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"PAN3490"	37.0	2002	1	1.46	0.37843645	2006-05-01	2006-08-18	2006-09-17	148.70645	0.0	4.6975136	30.207035	74.99153	27.030434	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"PAN3490"	37.0	2002	1	3.13	1.141033	2006-05-01	2006-08-18	2006-09-17	148.70645	0.0	4.6975136	30.207035	74.99153	27.030434	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"PAN3490"	37.0	2002	2	2.21	0.79299253	2006-05-01	2006-08-18	2006-09-17	148.70645	0.0	4.6975136	30.207035	74.99153	27.030434	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"PAN3490"	37.0	2002	2	2.85	1.0473189	2006-05-01	2006-08-18	2006-09-17	148.70645	0.0	4.6975136	30.207035	74.99153	27.030434	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"PAN3490"	37.0	2002	2	3.63	1.2892326	2006-05-01	2006-08-18	2006-09-17	148.70645	0.0	4.6975136	30.207035	74.99153	27.030434	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"PAN3490"	37.0	2002	3	3.22	1.1693814	2006-05-01	2006-08-18	2006-09-17	148.70645	0.0	4.6975136	30.207035	74.99153	27.030434	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"PAN3490"	37.0	2002	3	2.45	0.896088	2006-05-01	2006-08-18	2006-09-17	148.70645	0.0	4.6975136	30.207035	74.99153	27.030434	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"PAN3490"	37.0	2002	3	3.58	1.2753628	2006-05-01	2006-08-18	2006-09-17	148.70645	0.0	4.6975136	30.207035	74.99153	27.030434	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"PAN3490"	37.0	2002	4	1.87	0.6259384	2006-05-01	2006-08-18	2006-09-17	148.70645	0.0	4.6975136	30.207035	74.99153	27.030434	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"PAN3490"	37.0	2002	4	2.31	0.83724755	2006-05-01	2006-08-18	2006-09-17	148.70645	0.0	4.6975136	30.207035	74.99153	27.030434	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"PAN3490"	37.0	2002	4	2.09	0.7371641	2006-05-01	2006-08-18	2006-09-17	148.70645	0.0	4.6975136	30.207035	74.99153	27.030434	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"PAN3492"	38.0	2002	1	2.4	0.87546873	2006-05-01	2006-08-19	2006-09-18	149.00645	0.0	4.6975136	30.59222	75.606346	27.030434	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"PAN3492"	38.0	2002	1	5.05	1.6193882	2006-05-01	2006-08-19	2006-09-18	149.00645	0.0	4.6975136	30.59222	75.606346	27.030434	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"PAN3492"	38.0	2002	1	3.22	1.1693814	2006-05-01	2006-08-19	2006-09-18	149.00645	0.0	4.6975136	30.59222	75.606346	27.030434	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"PAN3492"	38.0	2002	2	3.61	1.2837077	2006-05-01	2006-08-19	2006-09-18	149.00645	0.0	4.6975136	30.59222	75.606346	27.030434	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"PAN3492"	38.0	2002	2	3.47	1.2441546	2006-05-01	2006-08-19	2006-09-18	149.00645	0.0	4.6975136	30.59222	75.606346	27.030434	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"PAN3492"	38.0	2002	2	2.45	0.896088	2006-05-01	2006-08-19	2006-09-18	149.00645	0.0	4.6975136	30.59222	75.606346	27.030434	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"PAN3492"	38.0	2002	3	4.2	1.4350846	2006-05-01	2006-08-19	2006-09-18	149.00645	0.0	4.6975136	30.59222	75.606346	27.030434	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"PAN3492"	38.0	2002	3	2.92	1.0715836	2006-05-01	2006-08-19	2006-09-18	149.00645	0.0	4.6975136	30.59222	75.606346	27.030434	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"PAN3492"	38.0	2002	3	3.15	1.1474024	2006-05-01	2006-08-19	2006-09-18	149.00645	0.0	4.6975136	30.59222	75.606346	27.030434	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"PAN3492"	38.0	2002	4	3.38	1.2178757	2006-05-01	2006-08-19	2006-09-18	149.00645	0.0	4.6975136	30.59222	75.606346	27.030434	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"PAN3492"	38.0	2002	4	3.81	1.3376292	2006-05-01	2006-08-19	2006-09-18	149.00645	0.0	4.6975136	30.59222	75.606346	27.030434	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"PAN3492"	38.0	2002	4	2.77	1.0188473	2006-05-01	2006-08-19	2006-09-18	149.00645	0.0	4.6975136	30.59222	75.606346	27.030434	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"SST015"	41.0	2002	1	4.14	1.4206958	2006-05-01	2006-08-17	2006-09-16	147.90646	0.0	4.6975136	29.993748	74.5127	26.722551	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"SST015"	41.0	2002	1	2.71	0.99694866	2006-05-01	2006-08-17	2006-09-16	147.90646	0.0	4.6975136	29.993748	74.5127	26.722551	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"SST015"	41.0	2002	1	2.5	0.91629076	2006-05-01	2006-08-17	2006-09-16	147.90646	0.0	4.6975136	29.993748	74.5127	26.722551	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"SST015"	41.0	2002	2	3.5100000000000002	1.2556161	2006-05-01	2006-08-17	2006-09-16	147.90646	0.0	4.6975136	29.993748	74.5127	26.722551	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"SST015"	41.0	2002	2	4.57	1.5195132	2006-05-01	2006-08-17	2006-09-16	147.90646	0.0	4.6975136	29.993748	74.5127	26.722551	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"SST015"	41.0	2002	2	2.99	1.0952734	2006-05-01	2006-08-17	2006-09-16	147.90646	0.0	4.6975136	29.993748	74.5127	26.722551	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"SST015"	41.0	2002	3	3.14	1.1442229	2006-05-01	2006-08-17	2006-09-16	147.90646	0.0	4.6975136	29.993748	74.5127	26.722551	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"SST015"	41.0	2002	3	4.01	1.3887912	2006-05-01	2006-08-17	2006-09-16	147.90646	0.0	4.6975136	29.993748	74.5127	26.722551	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"SST015"	41.0	2002	3	3.29	1.1908876	2006-05-01	2006-08-17	2006-09-16	147.90646	0.0	4.6975136	29.993748	74.5127	26.722551	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"SST015"	41.0	2002	4	3.25	1.178655	2006-05-01	2006-08-17	2006-09-16	147.90646	0.0	4.6975136	29.993748	74.5127	26.722551	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"SST015"	41.0	2002	4	4.57	1.5195132	2006-05-01	2006-08-17	2006-09-16	147.90646	0.0	4.6975136	29.993748	74.5127	26.722551	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"SST015"	41.0	2002	4	3.15	1.1474024	2006-05-01	2006-08-17	2006-09-16	147.90646	0.0	4.6975136	29.993748	74.5127	26.722551	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"SST027"	42.0	2004	1	2.68	0.9858168	2006-05-01	2006-08-23	2006-09-22	149.80646	0.0	4.6975136	31.948849	77.223694	28.056456	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"SST027"	42.0	2004	1	4.13	1.4182774	2006-05-01	2006-08-23	2006-09-22	149.80646	0.0	4.6975136	31.948849	77.223694	28.056456	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"SST027"	42.0	2004	1	4.75	1.5581446	2006-05-01	2006-08-23	2006-09-22	149.80646	0.0	4.6975136	31.948849	77.223694	28.056456	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"SST027"	42.0	2004	2	3.48	1.2470323	2006-05-01	2006-08-23	2006-09-22	149.80646	0.0	4.6975136	31.948849	77.223694	28.056456	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"SST027"	42.0	2004	2	3.68	1.3029127	2006-05-01	2006-08-23	2006-09-22	149.80646	0.0	4.6975136	31.948849	77.223694	28.056456	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"SST027"	42.0	2004	2	4.47	1.4973884	2006-05-01	2006-08-23	2006-09-22	149.80646	0.0	4.6975136	31.948849	77.223694	28.056456	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"SST027"	42.0	2004	3	4.41	1.4838747	2006-05-01	2006-08-23	2006-09-22	149.80646	0.0	4.6975136	31.948849	77.223694	28.056456	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"SST027"	42.0	2004	3	4.5200000000000005	1.508512	2006-05-01	2006-08-23	2006-09-22	149.80646	0.0	4.6975136	31.948849	77.223694	28.056456	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"SST027"	42.0	2004	3	2.05	0.7178398	2006-05-01	2006-08-23	2006-09-22	149.80646	0.0	4.6975136	31.948849	77.223694	28.056456	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"SST027"	42.0	2004	4	4.3	1.4586151	2006-05-01	2006-08-23	2006-09-22	149.80646	0.0	4.6975136	31.948849	77.223694	28.056456	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"SST027"	42.0	2004	4	3.7800000000000002	1.329724	2006-05-01	2006-08-23	2006-09-22	149.80646	0.0	4.6975136	31.948849	77.223694	28.056456	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"SST027"	42.0	2004	4	3.33	1.2029723	2006-05-01	2006-08-23	2006-09-22	149.80646	0.0	4.6975136	31.948849	77.223694	28.056456	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"SST035"	43.0		1	5.15	1.6389967	2006-05-01	2006-08-18	2006-09-17	148.70645	0.0	4.6975136	30.207035	74.99153	27.030434	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"SST035"	43.0		1	2.0	0.6931472	2006-05-01	2006-08-18	2006-09-17	148.70645	0.0	4.6975136	30.207035	74.99153	27.030434	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"SST035"	43.0		1	3.11	1.1346227	2006-05-01	2006-08-18	2006-09-17	148.70645	0.0	4.6975136	30.207035	74.99153	27.030434	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"SST035"	43.0		2	3.79	1.332366	2006-05-01	2006-08-18	2006-09-17	148.70645	0.0	4.6975136	30.207035	74.99153	27.030434	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"SST035"	43.0		2	3.98	1.3812819	2006-05-01	2006-08-18	2006-09-17	148.70645	0.0	4.6975136	30.207035	74.99153	27.030434	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"SST035"	43.0		2	2.36	0.8586616	2006-05-01	2006-08-18	2006-09-17	148.70645	0.0	4.6975136	30.207035	74.99153	27.030434	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"SST035"	43.0		3	3.43	1.2325603	2006-05-01	2006-08-18	2006-09-17	148.70645	0.0	4.6975136	30.207035	74.99153	27.030434	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"SST035"	43.0		3	2.25	0.8109302	2006-05-01	2006-08-18	2006-09-17	148.70645	0.0	4.6975136	30.207035	74.99153	27.030434	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"SST035"	43.0		3	4.2	1.4350846	2006-05-01	2006-08-18	2006-09-17	148.70645	0.0	4.6975136	30.207035	74.99153	27.030434	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"SST035"	43.0		4	2.96	1.0851892	2006-05-01	2006-08-18	2006-09-17	148.70645	0.0	4.6975136	30.207035	74.99153	27.030434	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"SST035"	43.0		4	3.64	1.2919837	2006-05-01	2006-08-18	2006-09-17	148.70645	0.0	4.6975136	30.207035	74.99153	27.030434	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"SST035"	43.0		4	2.91	1.068153	2006-05-01	2006-08-18	2006-09-17	148.70645	0.0	4.6975136	30.207035	74.99153	27.030434	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"SST57"	62.0	1996	1	2.19	0.7839016	2006-05-01	2006-08-20	2006-09-19	149.00645	0.0	4.6975136	30.993076	75.872154	27.363768	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"SST57"	62.0	1996	1	5.61	1.7245507	2006-05-01	2006-08-20	2006-09-19	149.00645	0.0	4.6975136	30.993076	75.872154	27.363768	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"SST57"	62.0	1996	1	3.54	1.2641268	2006-05-01	2006-08-20	2006-09-19	149.00645	0.0	4.6975136	30.993076	75.872154	27.363768	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"SST57"	62.0	1996	2	2.67	0.9820785	2006-05-01	2006-08-20	2006-09-19	149.00645	0.0	4.6975136	30.993076	75.872154	27.363768	2.0734856	0.0	0.0
