prod,prodname,rst4submarket,NPM,pricepercal,npacks 
18,"Condiments","Speciality",0,.79650844,52
18,"Condiments","Speciality",1,1.5800478,48
18,"Condiments","Speciality",2,2.1706605,429
18,"Condiments","Speciality",3,1.3304764,1978
18,"Condiments","Speciality",4,1.4948847,286
18,"Condiments","Speciality",5,1.2503902,2101
18,"Condiments","Speciality",6,3.7725013,90
18,"Condiments","Speciality",7,1.7328854,1214
18,"Condiments","Speciality",8,4.5703395,932
18,"Condiments","Speciality",9,3.4329007,1067
18,"Condiments","Speciality",10,1.299177,761
18,"Condiments","Speciality",11,.39702984,62
18,"Condiments","Speciality",12,.7097714,139
18,"Condiments","Speciality",15,.60056567,11
18,"Condiments","Spices",-7,1.1147373,1031
18,"Condiments","Spices",-6,1.010625,4351
18,"Condiments","Spices",-5,.70370256,692
18,"Condiments","Spices",-4,.7754037,474
18,"Condiments","Spices",-3,2.2426895,2702
18,"Condiments","Spices",-2,.7018923,1657
18,"Condiments","Spices",-1,3.388295,443
18,"Condiments","Spices",0,.93832258,74
18,"Condiments","Spices",1,.86674372,767
18,"Condiments","Spices",2,1.5520768,114
18,"Condiments","Spices",3,3.8604649,5
18,"Condiments","Spices",4,1.0259102,548
18,"Condiments","Spices",5,1.5048612,645
18,"Condiments","Spices",6,1.9960432,274
18,"Condiments","Spices",7,.74348839,20
18,"Condiments","Spices",8,2.21989,40334
18,"Condiments","Spices",9,.93555252,469
18,"Condiments","Spices",10,.64945862,427
18,"Condiments","Spices",11,.50813972,2740
18,"Condiments","Spices",12,.69730529,1832
18,"Condiments","Spices",13,.40186256,648
18,"Condiments","Spices",18,.26776857,3460
18,"Condiments","Spices",20,.54915956,92
18,"Condiments","Spicy Slaw",2,1.0815686,51
18,"Condiments","Standard Jam",4,.42517006,7
18,"Condiments","Standard Jam",6,.37598493,24
18,"Condiments","Standard Jam",7,.47415901,41
18,"Condiments","Standard Jam",8,.3968254,1
18,"Condiments","Standard Jam",10,.23298089,439
18,"Condiments","Standard Jam",11,.13466285,8782
18,"Condiments","Standard Jam",12,.15858376,21575
18,"Condiments","Standard Jam",13,.09274733,15473
18,"Condiments","Standard Jam",16,.41841191,31
18,"Condiments","Standard Jam",17,.24992215,1
18,"Condiments","Sundried Tomato Meze",15,.18461538,1
18,"Condiments","Sweet Pickles",-3,.18867925,1
18,"Condiments","Sweet Pickles",2,.47880155,10
18,"Condiments","Sweet Pickles",5,.31770856,40
18,"Condiments","Sweet Pickles",7,.5650371,61
18,"Condiments","Sweet Pickles",8,.42272864,181
18,"Condiments","Sweet Pickles",9,1.4577881,107
18,"Condiments","Sweet Pickles",10,.34943724,167
18,"Condiments","Sweet Pickles",11,.2851798,736
18,"Condiments","Sweet Pickles",12,.28168065,592
18,"Condiments","Sweet Pickles",13,.26833645,2018
18,"Condiments","Sweet Pickles",14,.32481924,724
18,"Condiments","Sweet Pickles",15,.20740851,10823
18,"Condiments","Sweet Pickles",16,.21847199,6215
18,"Condiments","Sweet Pickles",17,.21568626,3
18,"Condiments","Sweet Pickles",18,.23464769,550
18,"Condiments","Sweet Pickles",22,.16425809,218
18,"Condiments","Sweet Pickles",24,.2179054,16
18,"Condiments","Syrup",8,.24813291,198
18,"Condiments","Syrup",13,.30826056,1907
18,"Condiments","Syrup",14,.40355889,3177
18,"Condiments","Syrup",15,.05721661,833
18,"Condiments","Syrup",16,.0922856,2491
18,"Condiments","Syrup",17,.15807472,3383
18,"Condiments","Tapenade",4,.59957271,77
18,"Condiments","Tapenade",9,.4227027,20
18,"Condiments","Tapenade",10,.21196707,10
18,"Condiments","Tapenade",12,.78020587,8
18,"Condiments","Tartare Sauce",7,.7863289,17
18,"Condiments","Tartare Sauce",10,.46874999,11
18,"Condiments","Tartare Sauce",11,.29390757,201
18,"Condiments","Tartare Sauce",13,.4444031,389
18,"Condiments","Tartare Sauce",15,.20476829,127
18,"Condiments","Tartare Sauce",16,.11636097,1291
18,"Condiments","Tartare Sauce",17,.15479269,3360
18,"Condiments","Tartare Sauce",18,.12001588,3296
18,"Condiments","Tartare Sauce",19,.11645735,2525
18,"Condiments","Tartare Sauce",20,.19473667,68
18,"Condiments","Tartare Sauce",21,.12922116,380
18,"Condiments","Tex-Mex",-6,.66376813,150
18,"Condiments","Tex-Mex",-5,1.0523687,481
18,"Condiments","Tex-Mex",-4,1.0479868,7
18,"Condiments","Tex-Mex",-2,.49919932,2115
18,"Condiments","Tex-Mex",-1,.37768718,12
18,"Condiments","Tex-Mex",0,.36257475,601
18,"Condiments","Tex-Mex",1,.45259011,3811
18,"Condiments","Tex-Mex",2,.56527148,4701
18,"Condiments","Tex-Mex",3,.73519359,351
18,"Condiments","Tex-Mex",4,1.3881841,331
18,"Condiments","Tex-Mex",5,.64468818,1008
18,"Condiments","Tex-Mex",6,.79327592,392
18,"Condiments","Tex-Mex",7,.30491321,148
18,"Condiments","Tex-Mex",8,1.1596829,1296
18,"Condiments","Tex-Mex",9,1.5928632,6105
18,"Condiments","Tex-Mex",10,.6446499,1202
18,"Condiments","Tex-Mex",11,.78071742,3207
18,"Condiments","Tex-Mex",12,1.0705655,7126
18,"Condiments","Tex-Mex",13,.66117331,2018
18,"Condiments","Tex-Mex",14,.28885528,1168
18,"Condiments","Tex-Mex",15,.79079793,39
18,"Condiments","Tex-Mex",16,.58388306,335
18,"Condiments","Tex-Mex",17,.79404277,886
18,"Condiments","Tex-Mex",18,.57495588,4
18,"Condiments","Tex-Mex",19,.60339244,204
18,"Condiments","Tex-Mex",21,.53639603,343
18,"Condiments","Tex-Mex",22,.60901756,5252
18,"Condiments","Tex-Mex",23,.41260949,404
18,"Condiments","Thick Brown Sauce",3,.22240219,176
18,"Condiments","Thick Brown Sauce",4,.45769005,1075
18,"Condiments","Thick Brown Sauce",5,.14460882,847
18,"Condiments","Thick Brown Sauce",6,.22266212,2186
18,"Condiments","Thick Brown Sauce",7,.14482356,1064
18,"Condiments","Thick Brown Sauce",8,.20308743,806
18,"Condiments","Thick Brown Sauce",9,.20904825,6636
18,"Condiments","Thick Brown Sauce",10,.23161088,42
18,"Condiments","Thick Brown Sauce",11,.49586641,12178
18,"Condiments","Thick Brown Sauce",12,.34594771,165
18,"Condiments","Thick Brown Sauce",13,.46092601,14
18,"Condiments","Thick Brown Sauce",15,.32253337,39
18,"Condiments","Thick Brown Sauce",16,.34223333,33
18,"Condiments","Thick Cut",-1,.45192878,78
18,"Condiments","Thick Cut",0,.26941786,4
18,"Condiments","Thick Cut",1,.2413294,120
18,"Condiments","Thick Cut",9,.11366874,106
18,"Condiments","Thick Cut",10,.1189451,334
18,"Condiments","Thick Cut",11,.04998597,767
18,"Condiments","Thick Cut",12,.18012526,4222
18,"Condiments","Thick Cut",13,.1262957,1827
18,"Condiments","Thin Cut",0,.18735332,619
18,"Condiments","Thin Cut",5,.26681693,216
18,"Condiments","Thin Cut",7,.08303314,170
18,"Condiments","Thin Cut",8,.2497043,278
18,"Condiments","Thin Cut",9,.1122424,273
18,"Condiments","Thin Cut",10,.24574095,145
18,"Condiments","Thin Cut",11,.12107285,62
18,"Condiments","Thin Cut",12,.20582303,7394
18,"Condiments","Thin Cut",13,.11795153,8201
18,"Condiments","Thin Cut",14,.04858772,271
18,"Condiments","Toasting Toppers",5,.2997602,16
18,"Condiments","Toasting Toppers",11,.21477664,10
18,"Condiments","Tomato Sauce/Ketchup",-2,.87432517,1019
18,"Condiments","Tomato Sauce/Ketchup",-1,.20526961,289
18,"Condiments","Tomato Sauce/Ketchup",0,.19895597,2636
18,"Condiments","Tomato Sauce/Ketchup",1,.25233399,423
18,"Condiments","Tomato Sauce/Ketchup",3,.15250082,787
18,"Condiments","Tomato Sauce/Ketchup",4,.56145304,6148
18,"Condiments","Tomato Sauce/Ketchup",5,.20086701,2980
18,"Condiments","Tomato Sauce/Ketchup",6,.27265436,2343
18,"Condiments","Tomato Sauce/Ketchup",7,.24601938,2617
18,"Condiments","Tomato Sauce/Ketchup",8,.23908302,859
18,"Condiments","Tomato Sauce/Ketchup",9,.20896514,303
18,"Condiments","Tomato Sauce/Ketchup",10,.84842419,5872
18,"Condiments","Tomato Sauce/Ketchup",11,.27204925,13884
18,"Condiments","Tomato Sauce/Ketchup",12,.24329146,12858
18,"Condiments","Tomato Sauce/Ketchup",13,.29774621,32098
18,"Condiments","Tomato Sauce/Ketchup",14,.25358731,183
18,"Condiments","Tomato Sauce/Ketchup",15,.30643623,1036
18,"Condiments","Tomato Sauce/Ketchup",16,.14697526,123
18,"Condiments","Tomato Sauce/Ketchup",17,.15894248,511
18,"Condiments","Traditional",-5,1.4224751,254
18,"Condiments","Traditional",-4,1.2409856,361
18,"Condiments","Traditional",-3,.71372038,178
18,"Condiments","Traditional",-2,.76983254,179
18,"Condiments","Traditional",-1,1.6037788,480
18,"Condiments","Traditional",0,2.3298845,631
18,"Condiments","Traditional",1,1.2632521,1281
18,"Condiments","Traditional",2,1.3269444,10154
18,"Condiments","Traditional",3,.68809683,5114
18,"Condiments","Traditional",4,1.0645733,11163
18,"Condiments","Traditional",5,.64833563,3580
18,"Condiments","Traditional",6,.62918782,2510
18,"Condiments","Traditional",7,.51836304,6204
18,"Condiments","Traditional",8,1.2542907,2146
18,"Condiments","Traditional",9,1.0293694,5592
18,"Condiments","Traditional",10,.89707115,3418
18,"Condiments","Traditional",11,.6437367,13614
18,"Condiments","Traditional",12,.68850602,20856
18,"Condiments","Traditional",13,.58069867,9661
18,"Condiments","Traditional",14,.59486858,8361
18,"Condiments","Traditional",15,.64700096,4036
18,"Condiments","Traditional",16,.61046392,1658
18,"Condiments","Traditional",17,.51688464,974
18,"Condiments","Traditional",18,.47171637,403
18,"Condiments","Traditional",19,.45260568,3574
18,"Condiments","Traditional",20,.50741686,3138
18,"Condiments","Traditional",21,.57652274,1427
18,"Condiments","Traditional",22,.49606318,63
18,"Condiments","Traditional",23,.64581319,199
18,"Condiments","Traditional",24,.17002513,451
18,"Condiments","Traditional",25,.11911663,5
18,"Condiments","Traditional",26,.15654391,361
18,"Condiments","Traditional",27,.14586306,3518
18,"Condiments","Traditional",28,.16143075,476
18,"Condiments","Treacle",13,.09075339,1313
18,"Condiments","Treacle",14,.0698064,10
18,"Condiments","Vegetable Curry Jar/Can",-5,.3966346,12
18,"Condiments","Vegetable Curry Jar/Can",-4,.04480287,212
18,"Condiments","Vegetable Curry Jar/Can",-3,.17828489,148
18,"Condiments","Vegetable Curry Jar/Can",-2,.41253798,445
18,"Condiments","Vegetable Curry Jar/Can",-1,.3842699,450
18,"Condiments","Vegetable Curry Jar/Can",1,.47807116,65
18,"Condiments","Vegetable Curry Jar/Can",2,.32616726,278
18,"Condiments","Vegetable Curry Jar/Can",5,.47141241,6
18,"Condiments","Vegetable Curry Jar/Can",6,.18595852,46
18,"Condiments","Vegetable Curry Jar/Can",11,.17617601,9
18,"Condiments","Vegetable Curry Jar/Can",12,.14566913,415
18,"Condiments","Vegetable Curry Jar/Can",14,.0546875,1
18,"Condiments","Wholegrain",-1,.84279327,4
18,"Condiments","Wholegrain",7,.44450657,7
18,"Condiments","Wholegrain",8,.31742341,2051
18,"Condiments","Wholegrain",9,.33686714,671
18,"Condiments","Wholegrain",10,.31038827,956
18,"Condiments","Worcester Sauce",4,.24390244,4
18,"Condiments","Worcester Sauce",5,1.2401939,552
18,"Condiments","Worcester Sauce",11,.62958404,975
18,"Condiments","Worcester Sauce",15,.7276517,5136
18,"Condiments","Worcester Sauce",16,.51190613,2408
19,"Ready meals","American",-8,.50574714,2
19,"Ready meals","American",-6,.676341,8
19,"Ready meals","American",-5,.80409626,34
19,"Ready meals","American",-4,.63595931,1109
19,"Ready meals","American",-3,.52564704,2463
19,"Ready meals","American",-2,.46897795,1258
19,"Ready meals","American",-1,.49938945,3214
19,"Ready meals","American",0,.45705843,3686
19,"Ready meals","American",1,.39752292,4961
19,"Ready meals","American",2,.41553445,7584
19,"Ready meals","American",3,.39986155,2066
19,"Ready meals","American",4,.48011662,2855
19,"Ready meals","American",5,.36158204,3077
19,"Ready meals","American",6,.40418765,49
19,"Ready meals","American",9,.27597205,3
19,"Ready meals","American",10,.35909325,844
19,"Ready meals","American",11,.37445549,6188
19,"Ready meals","American",12,.30706407,949
19,"Ready meals","American",13,.26661425,1102
19,"Ready meals","American",14,.23895885,576
19,"Ready meals","American",15,.27160204,226
19,"Ready meals","American",17,.2003372,210
19,"Ready meals","Antipasti",-3,1.7130909,23
19,"Ready meals","Antipasti",-2,1.3847243,69
19,"Ready meals","Antipasti",-1,1.1404978,969
19,"Ready meals","Antipasti",1,.82036036,348
19,"Ready meals","Antipasti",2,1.1449082,73
19,"Ready meals","Antipasti",3,1.0187708,366
19,"Ready meals","Antipasti",4,.60170258,691
19,"Ready meals","Antipasti",5,.6452892,346
19,"Ready meals","Antipasti",6,1.2043486,669
19,"Ready meals","Antipasti",8,.56899129,2133
19,"Ready meals","Antipasti",9,.52034055,2630
19,"Ready meals","Antipasti",10,.36667437,232
19,"Ready meals","Antipasti",11,.44259276,271
19,"Ready meals","Antipasti",12,.37787724,1208
19,"Ready meals","Antipasti",13,.31779468,351
19,"Ready meals","Antipasti",20,.34944612,33
19,"Ready meals","Antipasti",21,.14798615,2
19,"Ready meals","Austrian",-1,.68328048,135
19,"Ready meals","Austrian",0,.64005223,128
19,"Ready meals","Austrian",2,.56283889,382
19,"Ready meals","Bhajis",-3,.18188519,1648
19,"Ready meals","Bhajis",-1,.28750186,2315
19,"Ready meals","Bhajis",0,.24285047,599
19,"Ready meals","Bhajis",1,.49438628,302
19,"Ready meals","Bhajis",2,.24404197,2851
19,"Ready meals","Bhajis",3,.28498293,4
19,"Ready meals","Bhajis",9,.67747923,17
19,"Ready meals","Bite Size Snacks",-1,.58430046,99
19,"Ready meals","Bite Size Snacks",1,.27767439,190
19,"Ready meals","Bite Size Snacks",2,.27228295,28
19,"Ready meals","Bites",-3,.32463101,73
19,"Ready meals","Bites",-2,.29711113,2017
19,"Ready meals","Bites",-1,.30584837,4626
19,"Ready meals","Bites",0,.2634193,4284
19,"Ready meals","Bites",1,.24746257,9308
19,"Ready meals","Bites",2,.21262028,11892
19,"Ready meals","Bites",3,.23045725,21196
19,"Ready meals","Bites",4,.1627664,5369
19,"Ready meals","Bites",10,.21397723,346
19,"Ready meals","Bites",11,.22352876,1873
19,"Ready meals","Bites",12,.26513951,156
19,"Ready meals","Bites",15,.26535772,168
19,"Ready meals","Bites/Snacks",-5,.69904121,225
19,"Ready meals","Bites/Snacks",-4,.75182545,60
19,"Ready meals","Bites/Snacks",-3,.60054647,444
19,"Ready meals","Bites/Snacks",-2,.60225789,484
19,"Ready meals","Bites/Snacks",-1,.40966725,3471
19,"Ready meals","Bites/Snacks",0,.37996442,354
19,"Ready meals","Bites/Snacks",1,.45877713,95
19,"Ready meals","Bites/Snacks",2,.56325999,239
19,"Ready meals","Bites/Snacks",3,.60290732,138
19,"Ready meals","Bites/Snacks",4,.68922324,76
19,"Ready meals","Bites/Snacks",9,1.1046055,12
19,"Ready meals","Bolognese",-1,.18862847,841
19,"Ready meals","Bolognese",0,.23403702,686
19,"Ready meals","Bolognese",1,.14684616,1561
19,"Ready meals","Bolognese",2,.28457572,4291
19,"Ready meals","Bolognese",3,.09742647,8
19,"Ready meals","Breaded",1,.86384087,39
19,"Ready meals","Breasts+Fillets",-3,.3752768,193
19,"Ready meals","Breasts+Fillets",-2,.27973414,1095
19,"Ready meals","Breasts+Fillets",-1,.34071732,2769
19,"Ready meals","Breasts+Fillets",0,.30798292,5752
19,"Ready meals","Breasts+Fillets",1,.24854927,5694
19,"Ready meals","Breasts+Fillets",2,.26064576,15566
19,"Ready meals","Breasts+Fillets",3,.29976336,398
19,"Ready meals","Breasts+Fillets",4,.32777764,371
19,"Ready meals","Breasts+Fillets",5,.22053301,41
19,"Ready meals","Breasts+Fillets",10,.29813875,18
19,"Ready meals","Breasts+Fillets",14,.14600436,238
19,"Ready meals","Burgers",-1,.1247885,78
19,"Ready meals","Burgers",0,.19390365,664
19,"Ready meals","Burgers",1,.25131696,7400
19,"Ready meals","Burgers",2,.08805571,1325
19,"Ready meals","Burgers",3,.29077611,449
19,"Ready meals","Burgers",4,.20898641,1
19,"Ready meals","Burgers",12,.18850726,66
19,"Ready meals","Burgers in Bun+Hot Dogs",-1,.31045198,188
19,"Ready meals","Burgers in Bun+Hot Dogs",1,.41574466,707
19,"Ready meals","Burgers in Bun+Hot Dogs",2,.34359931,410
19,"Ready meals","Burgers in Bun+Hot Dogs",3,.23716573,7815
19,"Ready meals","Burgers in Bun+Hot Dogs",4,.37085908,1217
19,"Ready meals","Burgers in Bun+Hot Dogs",8,.07904647,118
19,"Ready meals","Burgers in Bun+Hot Dogs",10,.19952521,4913
19,"Ready meals","Burgers in Bun+Hot Dogs",11,.24228372,8999
19,"Ready meals","Burgers in Bun+Hot Dogs",12,.28729523,15618
19,"Ready meals","Burgers in Bun+Hot Dogs",13,.28416364,11238
19,"Ready meals","Burgers in Bun+Hot Dogs",14,.30591793,1267
19,"Ready meals","Burgers in Bun+Hot Dogs",15,.25213655,9766
19,"Ready meals","Burgers in Bun+Hot Dogs",16,.27581282,73
19,"Ready meals","Burgers+Grills",-4,.63227485,1334
19,"Ready meals","Burgers+Grills",-3,.58065943,509
19,"Ready meals","Burgers+Grills",-2,.66268126,452
19,"Ready meals","Burgers+Grills",-1,.58827324,256
19,"Ready meals","Burgers+Grills",0,.46830926,2008
19,"Ready meals","Burgers+Grills",1,.57293359,799
19,"Ready meals","Burgers+Grills",2,.42504277,4
19,"Ready meals","Burgers+Grills",3,1.2806205,57
19,"Ready meals","Burgers+Grills",4,.82333767,26
19,"Ready meals","Burgers+Grills",7,.61854136,708
19,"Ready meals","Burgers+Grills",8,.46804829,93
19,"Ready meals","Burgers+Grills",9,.49861653,129
19,"Ready meals","Burgers+Grills",10,.36268679,31
19,"Ready meals","Childrens Shaped",-1,.2451262,389
19,"Ready meals","Childrens Shaped",0,.16005291,459
19,"Ready meals","Childrens Shaped",1,.18330252,2725
19,"Ready meals","Childrens Shaped",2,.13885072,4058
19,"Ready meals","Childrens Shaped",10,.23643411,12
19,"Ready meals","Chinese",-6,.80272112,39
19,"Ready meals","Chinese",-5,.77332032,768
19,"Ready meals","Chinese",-4,.65903593,2878
19,"Ready meals","Chinese",-3,.59554703,7819
19,"Ready meals","Chinese",-2,.52745877,15342
19,"Ready meals","Chinese",-1,.57918951,19610
19,"Ready meals","Chinese",0,.50849844,9287
19,"Ready meals","Chinese",1,.46528323,9254
19,"Ready meals","Chinese",2,.4839034,5242
19,"Ready meals","Chinese",3,.6184116,3340
19,"Ready meals","Chinese",4,.50710561,3428
19,"Ready meals","Chinese",5,.55970658,1046
19,"Ready meals","Chinese",6,.55408398,45
19,"Ready meals","Chinese",7,.28166668,8
19,"Ready meals","Chinese",8,.16666667,14
19,"Ready meals","Chinese",9,.45515662,187
19,"Ready meals","Chinese",10,.445668,92
19,"Ready meals","Chinese",11,.54654398,825
19,"Ready meals","Chinese",12,.79689887,710
19,"Ready meals","Chinese",13,.2601048,68
19,"Ready meals","Chinese",14,.21461568,510
19,"Ready meals","Chinese",16,.10091295,234
19,"Ready meals","Chinese",17,.55249962,65
19,"Ready meals","Coated Oven/Fry Products",-4,.04877283,1593
19,"Ready meals","Coated Oven/Fry Products",-3,.11331831,1615
19,"Ready meals","Coated Oven/Fry Products",-2,.11932913,569
19,"Ready meals","Coated Oven/Fry Products",-1,.098163,732
19,"Ready meals","Coated Oven/Fry Products",0,.09929547,3415
19,"Ready meals","Coated Oven/Fry Products",1,.15935822,1123
19,"Ready meals","Coated Oven/Fry Products",2,.07094521,724
19,"Ready meals","Coated Oven/Fry Products",3,.12518591,1160
19,"Ready meals","Coated Oven/Fry Products",6,.19037036,9
19,"Ready meals","Coated Oven/Fry Products",8,.0864414,394
19,"Ready meals","Cooked Cocktail Sausages",3,.35063595,68
19,"Ready meals","Cooked Cocktail Sausages",9,.20854369,273
19,"Ready meals","Cooked Cocktail Sausages",10,.20368306,6229
19,"Ready meals","Cooked Cocktail Sausages",11,.24689466,64
19,"Ready meals","Cooked Cocktail Sausages",12,.24675305,2286
19,"Ready meals","Cooked Cocktail Sausages",13,.21540391,16898
19,"Ready meals","Cooked Cocktail Sausages",14,.25912595,3635
19,"Ready meals","Cooked Cocktail Sausages",15,.20821996,8033
19,"Ready meals","Cooked Cocktail Sausages",16,.23459959,4547
19,"Ready meals","Cooked Cocktail Sausages",17,.12797082,223
19,"Ready meals","Cooked Cocktail Sausages",21,.08200381,35
19,"Ready meals","Crispbakes",0,.35245264,748
19,"Ready meals","Crispbakes",1,.42335992,119
19,"Ready meals","Crispbakes",2,.31410087,1769
19,"Ready meals","Crispbakes",4,.31831222,713
19,"Ready meals","Crispbakes",5,.27968185,189
19,"Ready meals","Crispbakes",10,.20277949,2773
19,"Ready meals","Drumstick",1,.14087823,354
19,"Ready meals","Drumstick/Thigh",0,.18972397,148
19,"Ready meals","Drumstick/Thigh",1,.23131361,506
19,"Ready meals","Drumstick/Thigh",4,.16636594,332
19,"Ready meals","Drumstick/Thigh",5,.15240145,89
19,"Ready meals","English",-8,.94603892,178
19,"Ready meals","English",-7,.41021322,137
19,"Ready meals","English",-6,.74233112,417
19,"Ready meals","English",-5,.75962725,3350
19,"Ready meals","English",-4,.74401257,11905
19,"Ready meals","English",-3,.67346346,16565
19,"Ready meals","English",-2,.64562677,22567
19,"Ready meals","English",-1,.56976018,60962
19,"Ready meals","English",0,.52032715,64587
19,"Ready meals","English",1,.47186814,55697
19,"Ready meals","English",2,.48535918,35420
19,"Ready meals","English",3,.45861418,16671
19,"Ready meals","English",4,.45788292,6785
19,"Ready meals","English",5,.43326122,4484
19,"Ready meals","English",7,.37017638,85
19,"Ready meals","English",8,.28355386,26
19,"Ready meals","English",9,.36158878,1996
19,"Ready meals","English",10,.34949069,2759
19,"Ready meals","English",11,.50385716,2420
19,"Ready meals","English",12,.44985204,1785
19,"Ready meals","English",13,.70805501,2078
19,"Ready meals","English",14,.74201787,1416
19,"Ready meals","English",15,.63179305,1239
19,"Ready meals","English",16,.5634988,249
19,"Ready meals","English",17,.84939274,190
19,"Ready meals","English",18,.06926943,33
19,"Ready meals","English",19,.1318078,456
19,"Ready meals","Filo/Vol-Au-Vent Prods",3,.58999371,1
19,"Ready meals","Fish Meals",2,1.1851852,28
19,"Ready meals","Fish Meals",5,.75113802,28
19,"Ready meals","Fish Meals",10,.62443047,47
19,"Ready meals","Fish Snacks",-4,.63884535,139
19,"Ready meals","Fish Snacks",-2,.74804365,742
19,"Ready meals","Fish Snacks",-1,1.3551132,499
19,"Ready meals","Fish Snacks",0,.9891317,1943
19,"Ready meals","Fish Snacks",1,1.0251855,10768
19,"Ready meals","Fish Snacks",2,.85562842,3514
19,"Ready meals","Fish Snacks",3,.83507048,5936
19,"Ready meals","Fish Snacks",4,.69679867,1956
19,"Ready meals","Fish Snacks",5,.42935587,1958
19,"Ready meals","Fish Snacks",6,.71849619,1166
19,"Ready meals","Fish Snacks",7,.43467996,245
19,"Ready meals","Fish Snacks",9,.35578747,12
19,"Ready meals","Fish Snacks",10,.48845498,496
19,"Ready meals","Fish Snacks",11,.59375754,1363
19,"Ready meals","Fish Snacks",12,.9736381,596
19,"Ready meals","Fish Snacks",13,1.1246668,439
19,"Ready meals","Fish Snacks",14,1.0165586,112
19,"Ready meals","Fish Snacks",16,.97594258,59
19,"Ready meals","Fish Snacks",17,.91508077,66
19,"Ready meals","Fish Snacks",18,1.1520843,279
19,"Ready meals","Fish with Pastry",1,.35612483,198
19,"Ready meals","Fish with Pastry",3,2.0851775,74
19,"Ready meals","Fish with Pastry",4,.41371943,473
19,"Ready meals","Fish with Pastry",9,.48915752,16
19,"Ready meals","Fish with Pastry",11,.33272283,36
19,"Ready meals","Fish with Pastry",12,.47496414,172
19,"Ready meals","French",-6,.13333333,2
19,"Ready meals","French",-4,.97199511,276
19,"Ready meals","French",-3,.83602063,997
19,"Ready meals","French",-2,.8632508,752
19,"Ready meals","French",-1,.72544439,2291
19,"Ready meals","French",0,.79446626,1024
19,"Ready meals","French",1,.66847291,1827
19,"Ready meals","French",2,.6248645,2456
19,"Ready meals","French",3,.64186738,1733
19,"Ready meals","French",4,.55502336,1755
19,"Ready meals","French",5,.48982278,121
19,"Ready meals","French",6,.63990942,208
19,"Ready meals","French",7,.50840598,399
19,"Ready meals","French",10,.94093746,515
19,"Ready meals","French",11,.56482392,278
19,"Ready meals","French",12,.62090143,823
19,"Ready meals","French",13,.47153407,1127
19,"Ready meals","French",14,.28665834,630
19,"Ready meals","French",15,.39911902,2052
19,"Ready meals","French",16,.40036192,473
19,"Ready meals","French",17,.86548994,31
19,"Ready meals","Fry Chips",-3,.14951054,1
19,"Ready meals","Fry Chips",-2,.03207216,4488
19,"Ready meals","Fry Chips",-1,.08685139,255
19,"Ready meals","Fry Chips",1,.07584734,967
19,"Ready meals","Fry Chips",2,.05544332,9
19,"Ready meals","Fry Chips",8,.01917131,55
19,"Ready meals","Goujons",-2,.30028369,1601
19,"Ready meals","Goujons",0,.1814038,119
19,"Ready meals","Goujons",1,.19687554,944
19,"Ready meals","Goujons",2,.27655068,182
19,"Ready meals","Goujons",3,.27475267,1627
19,"Ready meals","Goujons",5,.22330647,153
19,"Ready meals","Goujons",11,.11147636,1594
19,"Ready meals","Goujons",14,.15228603,86
19,"Ready meals","Greek",-4,.96086345,77
19,"Ready meals","Greek",-3,.82944539,165
19,"Ready meals","Greek",-2,.51372632,387
19,"Ready meals","Greek",-1,.4935299,148
19,"Ready meals","Greek",0,.57771799,1126
19,"Ready meals","Greek",1,.76653994,1073
19,"Ready meals","Greek",2,.96057994,854
19,"Ready meals","Greek",3,.41737949,1040
19,"Ready meals","Greek",4,.2964973,279
19,"Ready meals","Greek",5,.34121656,901
19,"Ready meals","Greek",10,.6070287,146
19,"Ready meals","Greek",11,.41607811,492
19,"Ready meals","Greek",12,.52041611,962
19,"Ready meals","Greek",13,.25279472,16
19,"Ready meals","Greek",15,.67110761,5
19,"Ready meals","Greek",17,.39446919,85
19,"Ready meals","Greek",18,.17835061,581
19,"Ready meals","Greek",22,.47281706,25
19,"Ready meals","Grills",2,.36998251,5526
19,"Ready meals","Grills",16,.09596273,1
19,"Ready meals","Hooped Spaghetti",-1,.18161623,2242
19,"Ready meals","Hooped Spaghetti",0,.30324521,21657
19,"Ready meals","Hooped Spaghetti",1,.0988905,5874
19,"Ready meals","Hooped Spaghetti",2,.18106328,2769
19,"Ready meals","Hot Eat Sandwich",-1,.36428116,2088
19,"Ready meals","Hot Eat Sandwich",1,.42325168,848
19,"Ready meals","Hot Eat Sandwich",2,.32232353,1004
19,"Ready meals","Hot Eat Sandwich",3,.2077464,2012
19,"Ready meals","Hot Eat Sandwich",4,.07649655,141
19,"Ready meals","Hot Eat Sandwich",10,.21472987,1896
19,"Ready meals","Hot Eat Sandwich",11,.28157825,661
19,"Ready meals","Hot Eat Sandwich",12,.25186757,1157
19,"Ready meals","Hot Eat Sandwich",13,.24547953,549
19,"Ready meals","Hot Eat Sandwich",14,.43558143,16
19,"Ready meals","Hot Pies",-1,.19899711,114
19,"Ready meals","Hot Pies",2,.69897432,78
19,"Ready meals","Hot Pies",3,.30212712,595
19,"Ready meals","Hot Pies",9,.29204946,353
19,"Ready meals","Hot Pies",10,.15002787,52
19,"Ready meals","Hot Pies",11,.48041393,264
19,"Ready meals","Hot Pies",12,.23442732,569
19,"Ready meals","Hot Pies",13,.47756066,59
19,"Ready meals","Hot Pies",15,.26332288,74
19,"Ready meals","Indian",-7,.8720972,102
19,"Ready meals","Indian",-6,.69732612,1024
19,"Ready meals","Indian",-5,.54203089,5238
