,weekx,week3,hired_week_1624,m_hired_week_1624,min_hired_week_1624,max_hired_week_1624,excess1_hired_week_1624
29,2020-07-22,30,1.9197825193405151,3.5493850708007812,2.9611566066741943,3.7717509269714355,-1.6296025514602661
30,2020-07-29,31,1.6014221906661987,2.8859522342681885,1.4240853786468506,3.733985185623169,-1.2845300436019897
31,2020-08-05,2020w32,1.8927505016326904,2.2899458408355713,1.7314497232437134,3.361392021179199,-0.39719533920288086
32,2020-08-12,33,0.9019105434417725,2.306140661239624,1.2653628587722778,2.586442470550537,-1.4042301177978516
33,2020-08-19,34,1.2558820247650146,3.2748489379882812,2.0366780757904053,3.520717144012451,-2.0189669132232666
34,2020-08-26,35,1.863624095916748,2.6788625717163086,1.715679407119751,2.917269706726074,-0.8152384757995605
35,2020-09-02,36,0.6638461351394653,2.4222497940063477,1.9680771827697754,2.596170425415039,-1.7584036588668823
36,2020-09-09,37,1.7521166801452637,2.6939427852630615,2.3062384128570557,3.604680299758911,-0.9418261051177979
37,2020-09-16,38,3.1191842555999756,3.569518804550171,2.7434818744659424,3.9220080375671387,-0.4503345489501953
38,2020-09-23,39,2.7851996421813965,3.2561018466949463,2.811884880065918,3.8105242252349854,-0.4709022045135498
39,2020-10-07,41,2.3746116161346436,2.956829309463501,2.2848925590515137,3.81248140335083,-0.5822176933288574
40,2020-10-14,2020w42,1.3486799001693726,3.1730968952178955,1.95637845993042,4.239224433898926,-1.824416995048523
41,2020-10-21,43,2.3192756175994873,3.1550533771514893,2.0411648750305176,3.778027296066284,-0.835777759552002
42,2020-10-28,44,2.5497801303863525,2.1232502460479736,1.4468902349472046,4.025482177734375,0.4265298843383789
43,2020-11-04,45,1.45486319065094,1.3981224298477173,1.1995229721069336,2.8262381553649902,0.056740760803222656
44,2020-11-11,46,1.4065684080123901,2.9873931407928467,2.0862438678741455,3.084270477294922,-1.5808247327804565
45,2020-11-18,47,1.9574267864227295,2.775545358657837,2.23612904548645,4.501101493835449,-0.8181185722351074
46,2020-11-25,48,2.4348299503326416,2.553662061691284,0.5593251585960388,3.1072824001312256,-0.11883211135864258
47,2020-12-02,49,0.8554499745368958,1.601392388343811,1.2637264728546143,2.268662214279175,-0.7459424138069153
48,2020-12-09,50,1.6061341762542725,1.8088688850402832,1.136413812637329,2.8322393894195557,-0.20273470878601074
49,2020-12-16,51,1.610896348953247,2.0298023223876953,0.9501786828041077,2.2154786586761475,-0.41890597343444824
50,2020-12-23,2020w52,0.9938886165618896,2.362543821334839,1.4419069290161133,2.7410199642181396,-1.3686552047729492
51,2021-01-01,2021w1,1.1498124599456787,1.4713066816329956,1.2007135152816772,2.224695920944214,-0.3214942216873169
52,2021-01-08,54,0.56022709608078,1.6328096389770508,0.9579678773880005,1.7266515493392944,-1.072582483291626
53,2021-01-15,55,1.4862077236175537,1.8252707719802856,0.5237473249435425,2.617780923843384,-0.33906304836273193
54,2021-01-22,56,1.0755033493041992,1.5725735425949097,0.8530075550079346,1.9592646360397339,-0.49707019329071045
55,2021-01-29,2020w5,0.9560977816581726,1.7641924619674683,1.1857426166534424,3.0602314472198486,-0.8080946803092957
