,Quarter Ending,duration,value,order
853,31-Dec-2012,>52 weeks,0.0,2
854,31-Dec-2012,> 26 weeks,0.0,> 26 weeks
855,31-Dec-2012,Total Waiting,107256.0,Total Waiting
856,31-Dec-2012,<9 weeks,92605.0,0
857,31-Dec-2012,>9-52 weeks,14651.0,1
858,31-Dec-2013,0 - 6 weeks,55779.0,0 - 6 weeks
859,31-Dec-2013,> 6 - 9 weeks,20658.0,> 6 - 9 weeks
860,31-Dec-2013,> 9 - 13 weeks,0.0,> 9 - 13 weeks
861,31-Dec-2013,> 9 - 12 weeks,14015.0,> 9 - 12 weeks
862,31-Dec-2013,> 12-15 weeks,9304.0,> 12-15 weeks
863,31-Dec-2013,> 15-18 weeks,4842.0,> 15-18 weeks
864,31-Dec-2013,>18-26 weeks,0.0,>18-26 weeks
865,31-Dec-2013,>26-39 weeks,0.0,>26-39 weeks
866,31-Dec-2013,>39-52 weeks,0.0,>39-52 weeks
867,31-Dec-2013,>52-65 weeks,0.0,>52-65 weeks
868,31-Dec-2013,>65-78 weeks,0.0,>65-78 weeks
869,31-Dec-2013,>78-91 weeks,0.0,>78-91 weeks
870,31-Dec-2013,>91-104 weeks,0.0,>91-104 weeks
871,31-Dec-2013,>104 weeks,0.0,>104 weeks
872,31-Dec-2013,>18 weeks,10100.0,>18 weeks
873,31-Dec-2013,>18-52 weeks,0.0,>18-52 weeks
874,31-Dec-2013,> 13 - 26 weeks,0.0,> 13 - 26 weeks
875,31-Dec-2013,>52 weeks,0.0,2
876,31-Dec-2013,> 26 weeks,0.0,> 26 weeks
877,31-Dec-2013,Total Waiting,114698.0,Total Waiting
878,31-Dec-2013,<9 weeks,96221.0,0
879,31-Dec-2013,>9-52 weeks,18477.0,1
880,31-Dec-2014,0 - 6 weeks,54921.0,0 - 6 weeks
881,31-Dec-2014,> 6 - 9 weeks,21508.0,> 6 - 9 weeks
882,31-Dec-2014,> 9 - 13 weeks,0.0,> 9 - 13 weeks
883,31-Dec-2014,> 9 - 12 weeks,18213.0,> 9 - 12 weeks
884,31-Dec-2014,> 12-15 weeks,15913.0,> 12-15 weeks
885,31-Dec-2014,> 15-18 weeks,12732.0,> 15-18 weeks
886,31-Dec-2014,>18-26 weeks,0.0,>18-26 weeks
887,31-Dec-2014,>26-39 weeks,0.0,>26-39 weeks
888,31-Dec-2014,>39-52 weeks,0.0,>39-52 weeks
889,31-Dec-2014,>52-65 weeks,0.0,>52-65 weeks
890,31-Dec-2014,>65-78 weeks,0.0,>65-78 weeks
891,31-Dec-2014,>78-91 weeks,0.0,>78-91 weeks
892,31-Dec-2014,>91-104 weeks,0.0,>91-104 weeks
893,31-Dec-2014,>104 weeks,0.0,>104 weeks
894,31-Dec-2014,>18 weeks,48579.0,>18 weeks
895,31-Dec-2014,>18-52 weeks,0.0,>18-52 weeks
896,31-Dec-2014,> 13 - 26 weeks,0.0,> 13 - 26 weeks
897,31-Dec-2014,>52 weeks,0.0,2
898,31-Dec-2014,> 26 weeks,0.0,> 26 weeks
899,31-Dec-2014,Total Waiting,171866.0,Total Waiting
900,31-Dec-2014,<9 weeks,150472.0,0
901,31-Dec-2014,>9-52 weeks,21394.0,1
902,31-Dec-21,0 - 6 weeks,40967.0,0 - 6 weeks
903,31-Dec-21,> 6 - 9 weeks,15087.0,> 6 - 9 weeks
904,31-Dec-21,> 9 - 13 weeks,0.0,> 9 - 13 weeks
905,31-Dec-21,> 9 - 12 weeks,13078.0,> 9 - 12 weeks
906,31-Dec-21,> 12-15 weeks,11619.0,> 12-15 weeks
907,31-Dec-21,> 15-18 weeks,9612.0,> 15-18 weeks
908,31-Dec-21,>18-26 weeks,22553.0,>18-26 weeks
909,31-Dec-21,>26-39 weeks,36087.0,>26-39 weeks
910,31-Dec-21,>39-52 weeks,25881.0,>39-52 weeks
911,31-Dec-21,>52-65 weeks,21421.0,>52-65 weeks
912,31-Dec-21,>65-78 weeks,18765.0,>65-78 weeks
913,31-Dec-21,>78-91 weeks,9813.0,>78-91 weeks
914,31-Dec-21,>91-104 weeks,24833.0,>91-104 weeks
915,31-Dec-21,>104 weeks,119773.0,>104 weeks
916,31-Dec-21,>18 weeks,0.0,>18 weeks
917,31-Dec-21,>18-52 weeks,84521.0,>18-52 weeks
918,31-Dec-21,> 13 - 26 weeks,0.0,> 13 - 26 weeks
919,31-Dec-21,>52 weeks,194605.0,2
920,31-Dec-21,> 26 weeks,0.0,> 26 weeks
921,31-Dec-21,Total Waiting,369489.0,Total Waiting
922,31-Dec-21,<9 weeks,75278.0,0
923,31-Dec-21,>9-52 weeks,99606.0,1
924,31-Mar-16,0 - 6 weeks,58445.0,0 - 6 weeks
925,31-Mar-16,> 6 - 9 weeks,20670.0,> 6 - 9 weeks
926,31-Mar-16,> 9 - 13 weeks,0.0,> 9 - 13 weeks
927,31-Mar-16,> 9 - 12 weeks,15536.0,> 9 - 12 weeks
928,31-Mar-16,> 12-15 weeks,8578.0,> 12-15 weeks
929,31-Mar-16,> 15-18 weeks,11687.0,> 15-18 weeks
930,31-Mar-16,>18-26 weeks,26616.0,>18-26 weeks
931,31-Mar-16,>26-39 weeks,29170.0,>26-39 weeks
932,31-Mar-16,>39-52 weeks,19981.0,>39-52 weeks
933,31-Mar-16,>52-65 weeks,11325.0,>52-65 weeks
934,31-Mar-16,>65-78 weeks,6122.0,>65-78 weeks
935,31-Mar-16,>78-91 weeks,4017.0,>78-91 weeks
936,31-Mar-16,>91-104 weeks,2224.0,>91-104 weeks
937,31-Mar-16,>104 weeks,780.0,>104 weeks
938,31-Mar-16,>18 weeks,100235.0,>18 weeks
939,31-Mar-16,>18-52 weeks,75767.0,>18-52 weeks
940,31-Mar-16,> 13 - 26 weeks,0.0,> 13 - 26 weeks
941,31-Mar-16,>52 weeks,24468.0,2
942,31-Mar-16,> 26 weeks,0.0,> 26 weeks
943,31-Mar-16,Total Waiting,215151.0,Total Waiting
944,31-Mar-16,<9 weeks,102489.0,0
945,31-Mar-16,>9-52 weeks,88194.0,1
946,31-Mar-17,0 - 6 weeks,58380.0,0 - 6 weeks
947,31-Mar-17,> 6 - 9 weeks,18437.0,> 6 - 9 weeks
948,31-Mar-17,> 9 - 13 weeks,0.0,> 9 - 13 weeks
949,31-Mar-17,> 9 - 12 weeks,14611.0,> 9 - 12 weeks
950,31-Mar-17,> 12-15 weeks,8455.0,> 12-15 weeks
951,31-Mar-17,> 15-18 weeks,11362.0,> 15-18 weeks
952,31-Mar-17,>18-26 weeks,27887.0,>18-26 weeks
953,31-Mar-17,>26-39 weeks,33287.0,>26-39 weeks
954,31-Mar-17,>39-52 weeks,27561.0,>39-52 weeks
955,31-Mar-17,>52-65 weeks,18341.0,>52-65 weeks
956,31-Mar-17,>65-78 weeks,11668.0,>65-78 weeks
957,31-Mar-17,>78-91 weeks,7744.0,>78-91 weeks
958,31-Mar-17,>91-104 weeks,5827.0,>91-104 weeks
959,31-Mar-17,>104 weeks,9533.0,>104 weeks
960,31-Mar-17,>18 weeks,0.0,>18 weeks
961,31-Mar-17,>18-52 weeks,88735.0,>18-52 weeks
962,31-Mar-17,> 13 - 26 weeks,0.0,> 13 - 26 weeks
963,31-Mar-17,>52 weeks,53113.0,2
964,31-Mar-17,> 26 weeks,0.0,> 26 weeks
965,31-Mar-17,Total Waiting,253093.0,Total Waiting
966,31-Mar-17,<9 weeks,99541.0,0
967,31-Mar-17,>9-52 weeks,100439.0,1
968,31-Mar-18,0 - 6 weeks,53947.0,0 - 6 weeks
969,31-Mar-18,> 6 - 9 weeks,17591.0,> 6 - 9 weeks
970,31-Mar-18,> 9 - 13 weeks,0.0,> 9 - 13 weeks
971,31-Mar-18,> 9 - 12 weeks,13447.0,> 9 - 12 weeks
972,31-Mar-18,> 12-15 weeks,7548.0,> 12-15 weeks
973,31-Mar-18,> 15-18 weeks,10749.0,> 15-18 weeks
974,31-Mar-18,>18-26 weeks,25671.0,>18-26 weeks
975,31-Mar-18,>26-39 weeks,31017.0,>26-39 weeks
976,31-Mar-18,>39-52 weeks,26472.0,>39-52 weeks
977,31-Mar-18,>52-65 weeks,21922.0,>52-65 weeks
978,31-Mar-18,>65-78 weeks,17914.0,>65-78 weeks
979,31-Mar-18,>78-91 weeks,13957.0,>78-91 weeks
980,31-Mar-18,>91-104 weeks,10773.0,>91-104 weeks
981,31-Mar-18,>104 weeks,18826.0,>104 weeks
982,31-Mar-18,>18 weeks,0.0,>18 weeks
983,31-Mar-18,>18-52 weeks,83160.0,>18-52 weeks
984,31-Mar-18,> 13 - 26 weeks,0.0,> 13 - 26 weeks
985,31-Mar-18,>52 weeks,83392.0,2
986,31-Mar-18,> 26 weeks,0.0,> 26 weeks
987,31-Mar-18,Total Waiting,269834.0,Total Waiting
988,31-Mar-18,<9 weeks,93036.0,0
989,31-Mar-18,>9-52 weeks,93406.0,1
990,31-Mar-19,0 - 6 weeks,55959.0,0 - 6 weeks
991,31-Mar-19,> 6 - 9 weeks,19087.0,> 6 - 9 weeks
992,31-Mar-19,> 9 - 13 weeks,0.0,> 9 - 13 weeks
993,31-Mar-19,> 9 - 12 weeks,14455.0,> 9 - 12 weeks
994,31-Mar-19,> 12-15 weeks,7772.0,> 12-15 weeks
995,31-Mar-19,> 15-18 weeks,11205.0,> 15-18 weeks
996,31-Mar-19,>18-26 weeks,26042.0,>18-26 weeks
997,31-Mar-19,>26-39 weeks,30297.0,>26-39 weeks
998,31-Mar-19,>39-52 weeks,26086.0,>39-52 weeks
999,31-Mar-19,>52-65 weeks,19554.0,>52-65 weeks
1000,31-Mar-19,>65-78 weeks,16727.0,>65-78 weeks
1001,31-Mar-19,>78-91 weeks,14741.0,>78-91 weeks
1002,31-Mar-19,>91-104 weeks,12764.0,>91-104 weeks
1003,31-Mar-19,>104 weeks,34065.0,>104 weeks
1004,31-Mar-19,>18 weeks,0.0,>18 weeks
1005,31-Mar-19,>18-52 weeks,82425.0,>18-52 weeks
1006,31-Mar-19,> 13 - 26 weeks,0.0,> 13 - 26 weeks
1007,31-Mar-19,>52 weeks,97851.0,2
1008,31-Mar-19,> 26 weeks,0.0,> 26 weeks
1009,31-Mar-19,Total Waiting,288754.0,Total Waiting
1010,31-Mar-19,<9 weeks,97456.0,0
1011,31-Mar-19,>9-52 weeks,93447.0,1
1012,31-Mar-20,0 - 6 weeks,44027.0,0 - 6 weeks
1013,31-Mar-20,> 6 - 9 weeks,20525.0,> 6 - 9 weeks
1014,31-Mar-20,> 9 - 13 weeks,0.0,> 9 - 13 weeks
1015,31-Mar-20,> 9 - 12 weeks,16239.0,> 9 - 12 weeks
1016,31-Mar-20,> 12-15 weeks,8287.0,> 12-15 weeks
1017,31-Mar-20,> 15-18 weeks,11370.0,> 15-18 weeks
1018,31-Mar-20,>18-26 weeks,28384.0,>18-26 weeks
1019,31-Mar-20,>26-39 weeks,34274.0,>26-39 weeks
1020,31-Mar-20,>39-52 weeks,28397.0,>39-52 weeks
1021,31-Mar-20,>52-65 weeks,22501.0,>52-65 weeks
1022,31-Mar-20,>65-78 weeks,18020.0,>65-78 weeks
1023,31-Mar-20,>78-91 weeks,15635.0,>78-91 weeks
1024,31-Mar-20,>91-104 weeks,13931.0,>91-104 weeks
1025,31-Mar-20,>104 weeks,46979.0,>104 weeks
1026,31-Mar-20,>18 weeks,0.0,>18 weeks
1027,31-Mar-20,>18-52 weeks,91055.0,>18-52 weeks
1028,31-Mar-20,> 13 - 26 weeks,0.0,> 13 - 26 weeks
1029,31-Mar-20,>52 weeks,117066.0,2
1030,31-Mar-20,> 26 weeks,0.0,> 26 weeks
1031,31-Mar-20,Total Waiting,308569.0,Total Waiting
1032,31-Mar-20,<9 weeks,87292.0,0
1033,31-Mar-20,>9-52 weeks,104211.0,1
1034,31-Mar-2009,0 - 6 weeks,57074.0,0 - 6 weeks
1035,31-Mar-2009,> 6 - 9 weeks,11193.0,> 6 - 9 weeks
1036,31-Mar-2009,> 9 - 13 weeks,247.0,> 9 - 13 weeks
1037,31-Mar-2009,> 9 - 12 weeks,0.0,> 9 - 12 weeks
1038,31-Mar-2009,> 12-15 weeks,0.0,> 12-15 weeks
1039,31-Mar-2009,> 15-18 weeks,0.0,> 15-18 weeks
1040,31-Mar-2009,>18-26 weeks,0.0,>18-26 weeks
1041,31-Mar-2009,>26-39 weeks,0.0,>26-39 weeks
1042,31-Mar-2009,>39-52 weeks,0.0,>39-52 weeks
1043,31-Mar-2009,>52-65 weeks,0.0,>52-65 weeks
1044,31-Mar-2009,>65-78 weeks,0.0,>65-78 weeks
1045,31-Mar-2009,>78-91 weeks,0.0,>78-91 weeks
1046,31-Mar-2009,>91-104 weeks,0.0,>91-104 weeks
1047,31-Mar-2009,>104 weeks,0.0,>104 weeks
1048,31-Mar-2009,>18 weeks,0.0,>18 weeks
1049,31-Mar-2009,>18-52 weeks,0.0,>18-52 weeks
1050,31-Mar-2009,> 13 - 26 weeks,196.0,> 13 - 26 weeks
1051,31-Mar-2009,>52 weeks,0.0,2
1052,31-Mar-2009,> 26 weeks,45.0,> 26 weeks
1053,31-Mar-2009,Total Waiting,68755.0,Total Waiting
1054,31-Mar-2009,<9 weeks,68755.0,0
1055,31-Mar-2009,>9-52 weeks,0.0,1
1056,31-Mar-2010,0 - 6 weeks,61522.0,0 - 6 weeks
1057,31-Mar-2010,> 6 - 9 weeks,16398.0,> 6 - 9 weeks
1058,31-Mar-2010,> 9 - 13 weeks,4011.0,> 9 - 13 weeks
1059,31-Mar-2010,> 9 - 12 weeks,0.0,> 9 - 12 weeks
1060,31-Mar-2010,> 12-15 weeks,0.0,> 12-15 weeks
1061,31-Mar-2010,> 15-18 weeks,0.0,> 15-18 weeks
1062,31-Mar-2010,>18-26 weeks,0.0,>18-26 weeks
1063,31-Mar-2010,>26-39 weeks,0.0,>26-39 weeks
1064,31-Mar-2010,>39-52 weeks,0.0,>39-52 weeks
1065,31-Mar-2010,>52-65 weeks,0.0,>52-65 weeks
1066,31-Mar-2010,>65-78 weeks,0.0,>65-78 weeks
1067,31-Mar-2010,>78-91 weeks,0.0,>78-91 weeks
1068,31-Mar-2010,>91-104 weeks,0.0,>91-104 weeks
1069,31-Mar-2010,>104 weeks,0.0,>104 weeks
1070,31-Mar-2010,>18 weeks,0.0,>18 weeks
1071,31-Mar-2010,>18-52 weeks,0.0,>18-52 weeks
1072,31-Mar-2010,> 13 - 26 weeks,4514.0,> 13 - 26 weeks
1073,31-Mar-2010,>52 weeks,0.0,2
1074,31-Mar-2010,> 26 weeks,56.0,> 26 weeks
1075,31-Mar-2010,Total Waiting,86501.0,Total Waiting
1076,31-Mar-2010,<9 weeks,86501.0,0
1077,31-Mar-2010,>9-52 weeks,0.0,1
1078,31-Mar-2011,0 - 6 weeks,57043.0,0 - 6 weeks
1079,31-Mar-2011,> 6 - 9 weeks,17254.0,> 6 - 9 weeks
1080,31-Mar-2011,> 9 - 13 weeks,8418.0,> 9 - 13 weeks
1081,31-Mar-2011,> 9 - 12 weeks,0.0,> 9 - 12 weeks
1082,31-Mar-2011,> 12-15 weeks,0.0,> 12-15 weeks
1083,31-Mar-2011,> 15-18 weeks,0.0,> 15-18 weeks
1084,31-Mar-2011,>18-26 weeks,0.0,>18-26 weeks
1085,31-Mar-2011,>26-39 weeks,0.0,>26-39 weeks
1086,31-Mar-2011,>39-52 weeks,0.0,>39-52 weeks
1087,31-Mar-2011,>52-65 weeks,0.0,>52-65 weeks
1088,31-Mar-2011,>65-78 weeks,0.0,>65-78 weeks
1089,31-Mar-2011,>78-91 weeks,0.0,>78-91 weeks
1090,31-Mar-2011,>91-104 weeks,0.0,>91-104 weeks
1091,31-Mar-2011,>104 weeks,0.0,>104 weeks
1092,31-Mar-2011,>18 weeks,0.0,>18 weeks
1093,31-Mar-2011,>18-52 weeks,0.0,>18-52 weeks
1094,31-Mar-2011,> 13 - 26 weeks,16574.0,> 13 - 26 weeks
1095,31-Mar-2011,>52 weeks,0.0,2
1096,31-Mar-2011,> 26 weeks,6917.0,> 26 weeks
1097,31-Mar-2011,Total Waiting,106206.0,Total Waiting
1098,31-Mar-2011,<9 weeks,106206.0,0
1099,31-Mar-2011,>9-52 weeks,0.0,1
1100,31-Mar-2012,0 - 6 weeks,56953.0,0 - 6 weeks
1101,31-Mar-2012,> 6 - 9 weeks,17798.0,> 6 - 9 weeks
1102,31-Mar-2012,> 9 - 13 weeks,0.0,> 9 - 13 weeks
1103,31-Mar-2012,> 9 - 12 weeks,9387.0,> 9 - 12 weeks
1104,31-Mar-2012,> 12-15 weeks,4157.0,> 12-15 weeks
1105,31-Mar-2012,> 15-18 weeks,4956.0,> 15-18 weeks
1106,31-Mar-2012,>18-26 weeks,0.0,>18-26 weeks
1107,31-Mar-2012,>26-39 weeks,0.0,>26-39 weeks
1108,31-Mar-2012,>39-52 weeks,0.0,>39-52 weeks
1109,31-Mar-2012,>52-65 weeks,0.0,>52-65 weeks
1110,31-Mar-2012,>65-78 weeks,0.0,>65-78 weeks
1111,31-Mar-2012,>78-91 weeks,0.0,>78-91 weeks
1112,31-Mar-2012,>91-104 weeks,0.0,>91-104 weeks
1113,31-Mar-2012,>104 weeks,0.0,>104 weeks
1114,31-Mar-2012,>18 weeks,9778.0,>18 weeks
1115,31-Mar-2012,>18-52 weeks,0.0,>18-52 weeks
1116,31-Mar-2012,> 13 - 26 weeks,0.0,> 13 - 26 weeks
1117,31-Mar-2012,>52 weeks,0.0,2
1118,31-Mar-2012,> 26 weeks,0.0,> 26 weeks
1119,31-Mar-2012,Total Waiting,103029.0,Total Waiting
1120,31-Mar-2012,<9 weeks,94441.0,0
1121,31-Mar-2012,>9-52 weeks,8588.0,1
1122,31-Mar-2013,0 - 6 weeks,60762.0,0 - 6 weeks
1123,31-Mar-2013,> 6 - 9 weeks,19248.0,> 6 - 9 weeks
1124,31-Mar-2013,> 9 - 13 weeks,0.0,> 9 - 13 weeks
1125,31-Mar-2013,> 9 - 12 weeks,9834.0,> 9 - 12 weeks
1126,31-Mar-2013,> 12-15 weeks,4357.0,> 12-15 weeks
1127,31-Mar-2013,> 15-18 weeks,3903.0,> 15-18 weeks
1128,31-Mar-2013,>18-26 weeks,0.0,>18-26 weeks
1129,31-Mar-2013,>26-39 weeks,0.0,>26-39 weeks
1130,31-Mar-2013,>39-52 weeks,0.0,>39-52 weeks
1131,31-Mar-2013,>52-65 weeks,0.0,>52-65 weeks
1132,31-Mar-2013,>65-78 weeks,0.0,>65-78 weeks
1133,31-Mar-2013,>78-91 weeks,0.0,>78-91 weeks
1134,31-Mar-2013,>91-104 weeks,0.0,>91-104 weeks
1135,31-Mar-2013,>104 weeks,0.0,>104 weeks
1136,31-Mar-2013,>18 weeks,1670.0,>18 weeks
1137,31-Mar-2013,>18-52 weeks,0.0,>18-52 weeks
1138,31-Mar-2013,> 13 - 26 weeks,0.0,> 13 - 26 weeks
1139,31-Mar-2013,>52 weeks,0.0,2
1140,31-Mar-2013,> 26 weeks,0.0,> 26 weeks
1141,31-Mar-2013,Total Waiting,99774.0,Total Waiting
1142,31-Mar-2013,<9 weeks,89486.0,0
1143,31-Mar-2013,>9-52 weeks,10288.0,1
1144,31-Mar-2014,0 - 6 weeks,64675.0,0 - 6 weeks
1145,31-Mar-2014,> 6 - 9 weeks,22652.0,> 6 - 9 weeks
1146,31-Mar-2014,> 9 - 13 weeks,0.0,> 9 - 13 weeks
1147,31-Mar-2014,> 9 - 12 weeks,13890.0,> 9 - 12 weeks
1148,31-Mar-2014,> 12-15 weeks,6705.0,> 12-15 weeks
1149,31-Mar-2014,> 15-18 weeks,5712.0,> 15-18 weeks
1150,31-Mar-2014,>18-26 weeks,0.0,>18-26 weeks
1151,31-Mar-2014,>26-39 weeks,0.0,>26-39 weeks
1152,31-Mar-2014,>39-52 weeks,0.0,>39-52 weeks
1153,31-Mar-2014,>52-65 weeks,0.0,>52-65 weeks
1154,31-Mar-2014,>65-78 weeks,0.0,>65-78 weeks
1155,31-Mar-2014,>78-91 weeks,0.0,>78-91 weeks
1156,31-Mar-2014,>91-104 weeks,0.0,>91-104 weeks
1157,31-Mar-2014,>104 weeks,0.0,>104 weeks
1158,31-Mar-2014,>18 weeks,13461.0,>18 weeks
1159,31-Mar-2014,>18-52 weeks,0.0,>18-52 weeks
1160,31-Mar-2014,> 13 - 26 weeks,0.0,> 13 - 26 weeks
1161,31-Mar-2014,>52 weeks,0.0,2
1162,31-Mar-2014,> 26 weeks,0.0,> 26 weeks
1163,31-Mar-2014,Total Waiting,127095.0,Total Waiting
1164,31-Mar-2014,<9 weeks,112212.0,0
1165,31-Mar-2014,>9-52 weeks,14883.0,1
1166,31-Mar-2015,0 - 6 weeks,62751.0,0 - 6 weeks
1167,31-Mar-2015,> 6 - 9 weeks,21071.0,> 6 - 9 weeks
1168,31-Mar-2015,> 9 - 13 weeks,0.0,> 9 - 13 weeks
1169,31-Mar-2015,> 9 - 12 weeks,16118.0,> 9 - 12 weeks
1170,31-Mar-2015,> 12-15 weeks,9351.0,> 12-15 weeks
1171,31-Mar-2015,> 15-18 weeks,12756.0,> 15-18 weeks
1172,31-Mar-2015,>18-26 weeks,0.0,>18-26 weeks
1173,31-Mar-2015,>26-39 weeks,0.0,>26-39 weeks
1174,31-Mar-2015,>39-52 weeks,0.0,>39-52 weeks
1175,31-Mar-2015,>52-65 weeks,0.0,>52-65 weeks
1176,31-Mar-2015,>65-78 weeks,0.0,>65-78 weeks
1177,31-Mar-2015,>78-91 weeks,0.0,>78-91 weeks
1178,31-Mar-2015,>91-104 weeks,0.0,>91-104 weeks
1179,31-Mar-2015,>104 weeks,0.0,>104 weeks
1180,31-Mar-2015,>18 weeks,69730.0,>18 weeks
1181,31-Mar-2015,>18-52 weeks,0.0,>18-52 weeks
1182,31-Mar-2015,> 13 - 26 weeks,0.0,> 13 - 26 weeks
1183,31-Mar-2015,>52 weeks,0.0,2
1184,31-Mar-2015,> 26 weeks,0.0,> 26 weeks
1185,31-Mar-2015,Total Waiting,191777.0,Total Waiting
1186,31-Mar-2015,<9 weeks,179064.0,0
1187,31-Mar-2015,>9-52 weeks,12713.0,1
1188,31-Mar-21,0 - 6 weeks,43176.0,0 - 6 weeks
1189,31-Mar-21,> 6 - 9 weeks,11921.0,> 6 - 9 weeks
1190,31-Mar-21,> 9 - 13 weeks,0.0,> 9 - 13 weeks
1191,31-Mar-21,> 9 - 12 weeks,9837.0,> 9 - 12 weeks
1192,31-Mar-21,> 12-15 weeks,6955.0,> 12-15 weeks
1193,31-Mar-21,> 15-18 weeks,9984.0,> 15-18 weeks
1194,31-Mar-21,>18-26 weeks,23298.0,>18-26 weeks
1195,31-Mar-21,>26-39 weeks,29355.0,>26-39 weeks
1196,31-Mar-21,>39-52 weeks,15735.0,>39-52 weeks
1197,31-Mar-21,>52-65 weeks,36870.0,>52-65 weeks
1198,31-Mar-21,>65-78 weeks,29033.0,>65-78 weeks
1199,31-Mar-21,>78-91 weeks,23846.0,>78-91 weeks
1200,31-Mar-21,>91-104 weeks,20790.0,>91-104 weeks
1201,31-Mar-21,>104 weeks,86718.0,>104 weeks
1202,31-Mar-21,>18 weeks,0.0,>18 weeks
1203,31-Mar-21,>18-52 weeks,68388.0,>18-52 weeks
1204,31-Mar-21,> 13 - 26 weeks,0.0,> 13 - 26 weeks
1205,31-Mar-21,>52 weeks,197257.0,2
1206,31-Mar-21,> 26 weeks,0.0,> 26 weeks
1207,31-Mar-21,Total Waiting,347518.0,Total Waiting
1208,31-Mar-21,<9 weeks,75065.0,0
1209,31-Mar-21,>9-52 weeks,75196.0,1
