,Date,Nation,Cumulative cases per 100k
2787,2020-03-26,Wales,37.07111546
2788,2020-03-25,Wales,31.48678573
2789,2020-03-24,Wales,25.49230748
2790,2020-03-23,Wales,21.07532351
2791,2020-03-22,Wales,16.84763885
2792,2020-03-21,Wales,14.48139744
2793,2020-03-20,Wales,12.08360614
2794,2020-03-19,Wales,9.780464504
2795,2020-03-18,Wales,7.950571145
2796,2020-03-17,Wales,7.035624466
2797,2020-03-16,Wales,5.237280992
2798,2020-03-15,Wales,4.322334313
2799,2020-03-14,Wales,3.344287863
2800,2020-03-13,Wales,2.776389924
2801,2020-03-12,Wales,1.861443244
2802,2020-03-11,Wales,1.072696107
2803,2020-03-10,Wales,0.63099771
2804,2020-03-09,Wales,0.252399084
2805,2020-03-08,Wales,0.157749427
2806,2020-03-07,Wales,0.126199542
2807,2020-03-06,Wales,0.063099771
2808,2020-03-05,Wales,0.063099771
2809,2020-03-04,Wales,0.063099771
2810,2020-03-03,Wales,0.031549885
2811,2020-03-02,Wales,0.031549885
2812,2020-03-01,Wales,0.031549885
2813,2020-02-29,Wales,0.031549885
2814,2020-02-28,Wales,0.031549885
2815,2020-02-27,Wales,0.031549885
2816,2020-02-26,Wales,
2817,2020-02-25,Wales,
2818,2020-02-24,Wales,
2819,2020-02-23,Wales,
2820,2020-02-22,Wales,
2821,2020-02-21,Wales,
2822,2020-02-20,Wales,
2823,2020-02-19,Wales,
2824,2020-02-18,Wales,
2825,2020-02-17,Wales,
2826,2020-02-16,Wales,
2827,2020-02-15,Wales,
2828,2020-02-14,Wales,
2829,2020-02-13,Wales,
2830,2020-02-12,Wales,
2831,2020-02-11,Wales,
2832,2020-02-10,Wales,
2833,2020-02-09,Wales,
2834,2020-02-08,Wales,
2835,2020-02-07,Wales,
2836,2020-02-06,Wales,
2837,2020-02-05,Wales,
2838,2020-02-04,Wales,
2839,2020-02-03,Wales,
2840,2020-02-02,Wales,
2841,2020-02-01,Wales,
2842,2020-01-31,Wales,
2843,2020-01-30,Wales,
