,Country,t
133,LCA,2.785139229065427
134,LCN,2.210611359801639
135,LDC,0.32710837584154756
136,LIC,0.26934105017366894
137,LIE,3.663847997729384
138,LKA,0.9966832428486702
139,LMC,1.5461170221038794
140,LMY,3.264247000573255
141,LSO,1.025642163169336
142,LTE,6.683851215643079
143,LTU,4.18400041504391
144,LUX,12.456953232691275
145,LVA,3.645612168492814
146,MAC,1.0
147,MAF,1.0
148,MAR,1.8185263873099922
149,MCO,1.0
150,MDA,3.2678463681108716
151,MDG,0.09726954059490929
152,MDV,2.8263852981311643
153,MEA,5.033818297654261
154,MEX,3.040766374772257
155,MHL,2.5338032386612306
156,MIC,3.6037893413802013
157,MKD,3.2794201872010595
158,MLI,0.19556597141731732
159,MLT,3.125557892775919
160,MMR,0.6340803483909743
161,MNA,3.329056087023252
162,MNE,4.06756091201437
163,MNG,6.43064533509798
164,MNP,1.0
165,MOZ,0.22276755271521267
166,MRT,0.8551764058361215
167,MUS,2.938514108058836
168,MWI,0.08463615818725037
169,MYS,7.383715412229153
170,NAC,13.088837460357404
171,NAM,1.588045147278251
172,NCL,1.0
173,NER,0.09032557769103092
174,NGA,0.5375101753895509
175,NIC,0.6782521042733789
176,NLD,7.471553478771895
177,NOR,6.725080049633097
178,NPL,0.5093662473546038
179,NRU,3.361753958587089
180,NZL,6.160799182743311
181,OED,7.714643686268574
182,OMN,15.636201002817495
183,OSS,5.610561863416677
184,PAK,0.8103602155103097
185,PAN,2.2314430248165285
186,PER,1.3985660186190825
187,PHL,1.1896794516728382
188,PLW,8.802581793901624
189,PNG,0.5632515662116755
190,POL,7.367563372927092
191,PRE,0.47702461465477386
192,PRI,1.0
193,PRK,2.02714861876503
194,PRT,3.784907586917108
195,PRY,1.14459119207034
196,PSE,1.0
197,PSS,0.8485210682950376
198,PST,8.551659355502025
199,PYF,1.0
200,QAT,31.726842451324725
201,ROU,3.5641375014598826
202,RUS,11.232288067243402
203,RWA,0.10512414004726174
204,SAS,1.33779148421422
205,SAU,14.266585367540786
206,SDN,0.4679539283166255
207,SEN,0.649800561203009
208,SGP,7.6866837020672705
209,SLB,0.32306554917526414
210,SLE,0.12727760727814164
211,SLV,1.0132802435063568
212,SMR,1.0
213,SOM,0.039934653265135615
214,SRB,6.714517172175142
215,SSA,0.6604126328758526
216,SSD,0.1643091365100898
217,SSF,0.6608761727757183
218,SST,5.110111017959051
219,STP,0.6453501401841375
220,SUR,4.285076556876117
221,SVK,5.3190548079285165
222,SVN,5.934735178858258
223,SWE,3.242989143127474
224,SWZ,0.9720875276859031
225,SXM,1.0
226,SYC,6.080518372570129
227,SYR,1.2148024837532334
228,TCA,1.0
229,TCD,0.0942281870969025
230,TEA,6.031169794986307
231,TEC,6.913560947495057
232,TGO,0.2860618436544279
233,THA,3.714255806004125
234,TJK,0.9775330242758015
235,TKM,10.184086299232149
236,TLA,2.2219060070684242
237,TLS,0.34315516598140766
238,TMN,3.368343759222434
239,TON,1.1220476181427785
240,TSA,1.33779148421422
241,TSS,0.6608761727757183
242,TTO,10.15711917225407
243,TUN,2.408622528238803
244,TUR,4.842266922324327
245,TUV,0.5962598247357485
246,TZA,0.23394559212017504
247,UGA,0.12779303482694623
248,UKR,3.7538161892279236
249,UMC,5.922352264331165
250,URY,1.899719050499171
251,USA,13.032827951989795
252,UZB,3.376303785487577
253,VCT,2.1006957718480006
254,VEN,2.545027978319615
255,VGB,1.0
256,VIR,1.0
257,VNM,3.6764400881398434
258,VUT,0.3891749683173717
259,WLD,4.291853095816188
260,WSM,0.9607823979081465
261,XKX,1.0
262,YEM,0.3085146143082562
263,ZAF,6.687563147377806
264,ZMB,0.4019027125038601
265,ZWE,0.530483547000938
