,date,ind,value
1007,2017-05-01,Annual change in UK GDP,1.8643524181365834
1008,2017-05-01,Annual UK inflation,2.6433257068155136
1009,2017-05-01,Annual change in UK wages,2.0080996057049383
1010,2017-06-01,Annual change in UK employment,-0.5999999999999999
1011,2017-06-01,Annual change in UK GDP,1.8363223218881508
1012,2017-06-01,Annual UK inflation,2.445109586416372
1013,2017-06-01,Annual change in UK wages,2.9972273535792127
1014,2017-07-01,Annual change in UK employment,-0.7000000000000006
1015,2017-07-01,Annual change in UK GDP,1.8246233597938755
1016,2017-07-01,Annual UK inflation,2.544168534585989
1017,2017-07-01,Annual change in UK wages,1.6000341346440905
1018,2017-08-01,Annual change in UK employment,-0.5000000000000004
1019,2017-08-01,Annual change in UK GDP,1.93822921918132
1020,2017-08-01,Annual UK inflation,2.729214228800725
1021,2017-08-01,Annual change in UK wages,2.597548640326064
1022,2017-09-01,Annual change in UK employment,-0.5999999999999999
1023,2017-09-01,Annual change in UK GDP,1.9037177823435059
1024,2017-09-01,Annual UK inflation,2.721256352488499
1025,2017-09-01,Annual change in UK wages,2.7890253981832203
1026,2017-10-01,Annual change in UK employment,-0.5000000000000004
1027,2017-10-01,Annual change in UK GDP,1.7777584916126798
1028,2017-10-01,Annual UK inflation,2.7186140304157114
1029,2017-10-01,Annual change in UK wages,2.3857990453893585
1030,2017-11-01,Annual change in UK employment,-0.3999999999999997
1031,2017-11-01,Annual change in UK GDP,1.7747757692574417
1032,2017-11-01,Annual UK inflation,2.8089013760069115
1033,2017-11-01,Annual change in UK wages,2.3810648693718406
1034,2017-12-01,Annual change in UK employment,-0.3999999999999997
1035,2017-12-01,Annual change in UK GDP,1.4585593518812168
1036,2017-12-01,Annual UK inflation,2.7028672387919173
1037,2017-12-01,Annual change in UK wages,3.1748698314579826
1038,2018-01-01,Annual change in UK employment,-0.5000000000000004
1039,2018-01-01,Annual change in UK GDP,1.3799211813883439
1040,2018-01-01,Annual UK inflation,2.6176967288443542
1041,2018-01-01,Annual change in UK wages,2.582069962174227
1042,2018-02-01,Annual change in UK employment,-0.3999999999999997
1043,2018-02-01,Annual change in UK GDP,1.3124790999198055
1044,2018-02-01,Annual UK inflation,2.412080279684403
1045,2018-02-01,Annual change in UK wages,2.76697494192506
1046,2018-03-01,Annual change in UK employment,-0.30000000000000093
1047,2018-03-01,Annual change in UK GDP,1.1370357413747811
1048,2018-03-01,Annual UK inflation,2.3100160948392734
1049,2018-03-01,Annual change in UK wages,2.366974408590483
1050,2018-04-01,Annual change in UK employment,-0.2999999999999996
1051,2018-04-01,Annual change in UK GDP,1.221331151407501
1052,2018-04-01,Annual UK inflation,2.2042099868659015
1053,2018-04-01,Annual change in UK wages,2.5566780972007486
1054,2018-05-01,Annual change in UK employment,-0.40000000000000036
1055,2018-05-01,Annual change in UK GDP,1.1634163798418307
1056,2018-05-01,Annual UK inflation,2.2923639901937243
1057,2018-05-01,Annual change in UK wages,2.5516595381823493
1058,2018-06-01,Annual change in UK employment,-0.30000000000000093
1059,2018-06-01,Annual change in UK GDP,1.3169968469973092
1060,2018-06-01,Annual UK inflation,2.2923639901937243
1061,2018-06-01,Annual change in UK wages,2.142243558740642
1062,2018-07-01,Annual change in UK employment,-0.2999999999999996
1063,2018-07-01,Annual change in UK GDP,1.565170672995908
1064,2018-07-01,Annual UK inflation,2.2923639901937243
1065,2018-07-01,Annual change in UK wages,3.317377368199814
1066,2018-08-01,Annual change in UK employment,-0.20000000000000018
1067,2018-08-01,Annual change in UK GDP,1.481639460654982
1068,2018-08-01,Annual UK inflation,2.3754086008107578
1069,2018-08-01,Annual change in UK wages,3.1070460473739736
1070,2018-09-01,Annual change in UK employment,-0.10000000000000078
1071,2018-09-01,Annual change in UK GDP,1.270021239645125
1072,2018-09-01,Annual UK inflation,2.1812149725016994
1073,2018-09-01,Annual change in UK wages,2.713344751440072
1074,2018-10-01,Annual change in UK employment,-0.20000000000000018
1075,2018-10-01,Annual change in UK GDP,1.6629214582365215
1076,2018-10-01,Annual UK inflation,2.1791482859168987
1077,2018-10-01,Annual change in UK wages,4.042898999564493
1078,2018-11-01,Annual change in UK employment,-0.30000000000000027
1079,2018-11-01,Annual change in UK GDP,1.462454608085384
1080,2018-11-01,Annual UK inflation,2.079470015450813
1081,2018-11-01,Annual change in UK wages,3.089048701933894
1082,2018-12-01,Annual change in UK employment,-0.40000000000000036
1083,2018-12-01,Annual change in UK GDP,1.042092395946348
1084,2018-12-01,Annual UK inflation,1.9802627296179764
1085,2018-12-01,Annual change in UK wages,3.0771658666753687
1086,2019-01-01,Annual change in UK employment,-0.19999999999999948
1087,2019-01-01,Annual change in UK GDP,1.3697620738232885
1088,2019-01-01,Annual UK inflation,1.8018505502678472
1089,2019-01-01,Annual change in UK wages,3.846628082779624
1090,2019-02-01,Annual change in UK employment,-0.40000000000000036
1091,2019-02-01,Annual change in UK GDP,2.0269562636569205
1092,2019-02-01,Annual UK inflation,1.7950411123843324
1093,2019-02-01,Annual change in UK wages,3.448617607116944
1094,2019-03-01,Annual change in UK employment,-0.39999999999999897
1095,2019-03-01,Annual change in UK GDP,2.217577558450845
1096,2019-03-01,Annual UK inflation,1.7916556579000265
1097,2019-03-01,Annual change in UK wages,2.312241742085419
1098,2019-04-01,Annual change in UK employment,-0.3999999999999997
1099,2019-04-01,Annual change in UK GDP,1.564009707950209
1100,2019-04-01,Annual UK inflation,1.9709694811562706
1101,2019-04-01,Annual change in UK wages,3.622893829645868
1102,2019-05-01,Annual change in UK employment,-0.20000000000000018
1103,2019-05-01,Annual change in UK GDP,1.6225451162475757
1104,2019-05-01,Annual UK inflation,1.8709619656728016
1105,2019-05-01,Annual change in UK wages,3.989132902730219
1106,2019-06-01,Annual change in UK employment,-0.19999999999999948
1107,2019-06-01,Annual change in UK GDP,1.452290883375973
1108,2019-06-01,Annual UK inflation,1.8709619656728016
1109,2019-06-01,Annual change in UK wages,3.9665256392432013
1110,2019-07-01,Annual change in UK employment,-0.20000000000000018
1111,2019-07-01,Annual change in UK GDP,1.395091600014986
1112,2019-07-01,Annual UK inflation,1.9635974516859278
1113,2019-07-01,Annual change in UK wages,3.9515959686279523
1114,2019-08-01,Annual change in UK employment,-0.2999999999999996
1115,2019-08-01,Annual change in UK GDP,1.183966281979032
1116,2019-08-01,Annual UK inflation,1.6760168857464564
1117,2019-08-01,Annual change in UK wages,3.3837814781557896
1118,2019-09-01,Annual change in UK employment,-0.2999999999999996
1119,2019-09-01,Annual change in UK GDP,1.1429974634777906
1120,2019-09-01,Annual UK inflation,1.6744577273802186
1121,2019-09-01,Annual change in UK wages,3.9367782791019046
1122,2019-10-01,Annual change in UK employment,-0.19999999999999948
1123,2019-10-01,Annual change in UK GDP,1.0807093127719547
1124,2019-10-01,Annual UK inflation,1.488399569923704
1125,2019-10-01,Annual change in UK wages,2.4232313387767768
1126,2019-11-01,Annual change in UK employment,-0.19999999999999948
1127,2019-11-01,Annual change in UK GDP,0.6864259552976648
1128,2019-11-01,Annual UK inflation,1.4856354949515094
1129,2019-11-01,Annual change in UK wages,2.9964788701936307
1130,2019-12-01,Annual change in UK employment,0.0
1131,2019-12-01,Annual change in UK GDP,1.057935424304901
1132,2019-12-01,Annual UK inflation,1.298719552681149
1133,2019-12-01,Annual change in UK wages,2.6169717733385056
1134,2020-01-01,Annual change in UK employment,0.0
1135,2020-01-01,Annual change in UK GDP,0.7550149423813046
1136,2020-01-01,Annual UK inflation,1.769957709940062
1137,2020-01-01,Annual change in UK wages,2.9741969198737728
1138,2020-02-01,Annual change in UK employment,0.20000000000000018
1139,2020-02-01,Annual change in UK GDP,0.1050902762901984
1140,2020-02-01,Annual UK inflation,1.6713480973740147
1141,2020-02-01,Annual change in UK wages,2.7856954502966325
1142,2020-03-01,Annual change in UK employment,0.0999999999999994
1143,2020-03-01,Annual change in UK GDP,-7.64925361084714
1144,2020-03-01,Annual UK inflation,1.4842573037928908
1145,2020-03-01,Annual change in UK wages,0.7590169266675773
1146,2020-04-01,Annual change in UK employment,0.2999999999999996
1147,2020-04-01,Annual change in UK GDP,-28.844066032639137
1148,2020-04-01,Annual UK inflation,0.925075977215073
1149,2020-04-01,Annual change in UK wages,-0.9407407101895693
1150,2020-05-01,Annual change in UK employment,0.20000000000000018
1151,2020-05-01,Annual change in UK GDP,-26.46122043298602
1152,2020-05-01,Annual UK inflation,0.6466535235746029
1153,2020-05-01,Annual change in UK wages,-0.935460516722042
1154,2020-06-01,Annual change in UK employment,0.3999999999999997
1155,2020-06-01,Annual change in UK GDP,-17.85816844438317
1156,2020-06-01,Annual UK inflation,0.8306462157753991
1157,2020-06-01,Annual change in UK wages,-1.4925650216675912
1158,2020-07-01,Annual change in UK employment,0.7
1159,2020-07-01,Annual change in UK GDP,-12.04219567266227
1160,2020-07-01,Annual UK inflation,1.1049836186584727
1161,2020-07-01,Annual change in UK wages,-0.18467225931653175
1162,2020-08-01,Annual change in UK employment,1.0999999999999996
1163,2020-08-01,Annual change in UK GDP,-9.793070818605187
1164,2020-08-01,Annual UK inflation,0.460618041489802
1165,2020-08-01,Annual change in UK wages,2.012876743061387
1166,2020-09-01,Annual change in UK employment,1.1999999999999997
1167,2020-09-01,Annual change in UK GDP,-8.760739891692104
1168,2020-09-01,Annual UK inflation,0.7352974305258719
1169,2020-09-01,Annual change in UK wages,2.5409715525368526
1170,2020-10-01,Annual change in UK employment,1.2999999999999998
1171,2020-10-01,Annual change in UK GDP,-5.503299207390455
1172,2020-10-01,Annual UK inflation,0.8275909303860018
1173,2020-10-01,Annual change in UK wages,3.6170308205755397
1174,2020-11-01,Annual change in UK employment,1.5999999999999994
1175,2020-11-01,Annual change in UK GDP,-7.428116696601439
1176,2020-11-01,Annual UK inflation,0.5514719858510375
1177,2020-11-01,Annual change in UK wages,4.685541728150522
1178,2020-12-01,Annual change in UK employment,1.5
1179,2020-12-01,Annual change in UK GDP,-6.57750299894353
1180,2020-12-01,Annual UK inflation,0.8260717007366303
1181,2020-12-01,Annual change in UK wages,5.037035938894974
1182,2021-01-01,Annual change in UK employment,1.2999999999999998
1183,2021-01-01,Annual change in UK GDP,-9.255221915793932
1184,2021-01-01,Annual UK inflation,0.919124117554837
1185,2021-01-01,Annual change in UK wages,4.301738508369102
1186,2021-02-01,Annual change in UK employment,1.0999999999999996
1187,2021-02-01,Annual change in UK GDP,-8.278922280446466
1188,2021-02-01,Annual UK inflation,0.7339482488045945
1189,2021-02-01,Annual change in UK wages,3.7740327982846544
1190,2021-03-01,Annual change in UK employment,1.2000000000000004
1191,2021-03-01,Annual change in UK GDP,1.3878737170667677
1192,2021-03-01,Annual UK inflation,1.0077959781350287
1193,2021-03-01,Annual change in UK wages,4.255961441879563
1194,2021-04-01,Annual change in UK employment,1.1000000000000003
1195,2021-04-01,Annual change in UK GDP,25.151430940953468
1196,2021-04-01,Annual UK inflation,1.6438726343160681
1197,2021-04-01,Annual change in UK wages,8.511922883759215
1198,2021-05-01,Annual change in UK employment,0.8
1199,2021-05-01,Annual change in UK GDP,23.276035289763364
1200,2021-05-01,Annual UK inflation,2.185879381249922
1201,2021-05-01,Annual change in UK wages,8.810726751026632
1202,2021-06-01,Annual change in UK employment,0.40000000000000036
1203,2021-06-01,Annual change in UK GDP,15.37636453916118
1204,2021-06-01,Annual UK inflation,2.36159930713411
1205,2021-06-01,Annual change in UK wages,8.11987771664553
1206,2021-07-01,Annual change in UK employment,-0.10000000000000009
1207,2021-07-01,Annual change in UK GDP,9.121641223526034
1208,2021-07-01,Annual UK inflation,1.9946264182379103
1209,2021-07-01,Annual change in UK wages,7.133147800542972
1210,2021-08-01,Annual change in UK employment,-0.7
1211,2021-08-01,Annual change in UK GDP,7.101469677111538
1212,2021-08-01,Annual UK inflation,2.987999565627142
1213,2021-08-01,Annual change in UK wages,5.635293655113216
1214,2021-09-01,Annual change in UK employment,-0.9000000000000001
1215,2021-09-01,Annual change in UK GDP,6.811214675998567
1216,2021-09-01,Annual UK inflation,2.888287414878654
1217,2021-09-01,Annual change in UK wages,4.896082719570138
1218,2021-10-01,Annual change in UK employment,-0.9999999999999996
1219,2021-10-01,Annual change in UK GDP,3.615912771133356
1220,2021-10-01,Annual UK inflation,3.7740327982847433
1221,2021-10-01,Annual change in UK wages,4.344731975893623
1222,2021-11-01,Annual change in UK employment,-1.0999999999999996
1223,2021-11-01,Annual change in UK GDP,6.640008204460823
1224,2021-11-01,Annual UK inflation,4.481036402900518
1225,2021-11-01,Annual change in UK wages,3.290340110694512
1226,2021-12-01,Annual change in UK employment,-1.1999999999999997
1227,2021-12-01,Annual change in UK GDP,5.4835354837902806
1228,2021-12-01,Annual UK inflation,4.730913414744453
1229,2021-12-01,Annual change in UK wages,5.6280835898589565
1230,2022-01-01,Annual change in UK employment,-1.1999999999999997
1231,2022-01-01,Annual change in UK GDP,8.701515397178294
1232,2022-01-01,Annual UK inflation,4.735140909814639
1233,2022-01-01,Annual change in UK wages,4.9625237286853086
1234,2022-02-01,Annual change in UK employment,-1.1999999999999997
1235,2022-02-01,Annual change in UK GDP,8.776034148666945
1236,2022-02-01,Annual UK inflation,5.339346408611867
1237,2022-02-01,Annual change in UK wages,5.657035148839462
1238,2022-03-01,Annual change in UK employment,-1.0000000000000002
1239,2022-03-01,Annual change in UK GDP,6.885261267949083
1240,2022-03-01,Annual UK inflation,6.014190572457068
1241,2022-03-01,Annual change in UK wages,9.662683568907227
1242,2022-04-01,Annual change in UK employment,-1.1000000000000003
1243,2022-04-01,Annual change in UK GDP,4.466347456766329
1244,2022-04-01,Annual UK inflation,7.501335926853425
1245,2022-04-01,Annual change in UK wages,4.746653723892358
1246,2022-05-01,Annual change in UK employment,-0.9000000000000001
1247,2022-05-01,Annual change in UK GDP,4.367463667348481
1248,2022-05-01,Annual UK inflation,7.5458411251593915
1249,2022-05-01,Annual change in UK wages,4.212922921740336
1250,2022-06-01,Annual change in UK employment,-1.0000000000000002
1251,2022-06-01,Annual change in UK GDP,2.5010365238022914
1252,2022-06-01,Annual UK inflation,7.852242543752563
1253,2022-06-01,Annual change in UK wages,6.05226694281118
1254,2022-07-01,Annual change in UK employment,-1.0000000000000002
1255,2022-07-01,Annual change in UK GDP,3.1494718097589747
1256,2022-07-01,Annual UK inflation,8.431474614202994
1257,2022-07-01,Annual change in UK wages,5.52441712952314
1258,2022-08-01,Annual change in UK employment,-0.5999999999999999
1259,2022-08-01,Annual change in UK GDP,3.13611706300847
1260,2022-08-01,Annual UK inflation,8.298902519768259
1261,2022-08-01,Annual change in UK wages,5.820428985636905
1262,2022-09-01,Annual change in UK employment,-0.3999999999999997
1263,2022-09-01,Annual change in UK GDP,1.8834386832693895
1264,2022-09-01,Annual UK inflation,8.441310523353529
1265,2022-09-01,Annual change in UK wages,5.801129235646663
1266,2022-10-01,Annual change in UK employment,-0.40000000000000036
1267,2022-10-01,Annual change in UK GDP,2.390016029024178
1268,2022-10-01,Annual UK inflation,9.17766072230135
1269,2022-10-01,Annual change in UK wages,6.421959273429412
1270,2022-11-01,Annual change in UK employment,-0.30000000000000027
1271,2022-11-01,Annual change in UK GDP,1.6216805980295845
1272,2022-11-01,Annual UK inflation,8.96371990672975
1273,2022-11-01,Annual change in UK wages,7.228104271311597
1274,2022-12-01,Annual change in UK employment,-0.30000000000000027
1275,2022-12-01,Annual change in UK GDP,1.5333628165204338
1276,2022-12-01,Annual UK inflation,8.839083776669732
1277,2022-12-01,Annual change in UK wages,4.855322541699003
1278,2023-01-01,Annual change in UK employment,-0.10000000000000009
1279,2023-01-01,Annual change in UK GDP,1.1888571665252812
1280,2023-01-01,Annual UK inflation,8.5264651654688
1281,2023-01-01,Annual change in UK wages,6.150805745671395
1282,2023-02-01,Annual change in UK employment,0.10000000000000009
1283,2023-02-01,Annual change in UK GDP,0.6845992507989784
1284,2023-02-01,Annual UK inflation,8.787755287747867
1285,2023-02-01,Annual change in UK wages,6.765864847381486
1286,2023-03-01,Annual change in UK employment,-0.10000000000000009
1287,2023-03-01,Annual change in UK GDP,0.0978952598984506
1288,2023-03-01,Annual UK inflation,8.471976899736955
1289,2023-03-01,Annual change in UK wages,5.7523844138186675
1290,2023-04-01,Annual change in UK employment,0.10000000000000009
1291,2023-04-01,Annual change in UK GDP,0.5876608488985191
1292,2023-04-01,Annual UK inflation,7.5247778510060925
1293,2023-04-01,Annual change in UK wages,7.493544427375376
1294,2023-05-01,Annual change in UK employment,0.30000000000000027
1295,2023-05-01,Annual change in UK GDP,-0.4889985294192378
1296,2023-05-01,Annual UK inflation,7.559868528866875
1297,2023-05-01,Annual change in UK wages,7.775524956593749
1298,2023-06-01,Annual change in UK employment,0.5999999999999999
1299,2023-06-01,Annual change in UK GDP,1.3712261863982
1300,2023-06-01,Annual UK inflation,7.1258629136091045
1301,2023-06-01,Annual change in UK wages,8.891277644880002
1302,2023-07-01,Annual change in UK employment,0.6000000000000005
1303,2023-07-01,Annual change in UK GDP,0.3917732728901946
1304,2023-07-01,Annual UK inflation,6.237033072645826
1305,2023-07-01,Annual change in UK wages,7.979211250871199
1306,2023-08-01,Annual change in UK employment,0.30000000000000027
1307,2023-08-01,Annual change in UK GDP,0.2936859673310366
1308,2023-08-01,Annual UK inflation,6.0528026791003775
1309,2023-08-01,Annual change in UK wages,7.017687679183737
1310,2023-09-01,Annual change in UK employment,0.10000000000000009
1311,2023-09-01,Annual change in UK GDP,0.7850874475739289
1312,2023-09-01,Annual UK inflation,6.182634282533339
1313,2023-09-01,Annual change in UK wages,8.041424771124905
1314,2023-10-01,Annual change in UK employment,0.10000000000000009
1315,2023-10-01,Annual change in UK GDP,-0.3917732728901946
1316,2023-10-01,Annual UK inflation,4.637373125780275
1317,2023-10-01,Annual change in UK wages,5.733560884351263
1318,2023-11-01,Annual change in UK employment,-0.10000000000000009
1319,2023-11-01,Annual change in UK GDP,-0.19569477869616492
1320,2023-11-01,Annual UK inflation,4.082199452025481
1321,2023-11-01,Annual change in UK wages,5.398380799917657
1322,2023-12-01,Annual change in UK employment,0.20000000000000018
1323,2023-12-01,Annual change in UK GDP,0.0
1324,2023-12-01,Annual UK inflation,4.066236486072583
1325,2023-12-01,Annual change in UK wages,5.680729024083586
1326,2024-01-01,Annual change in UK employment,0.30000000000000027
1327,2024-01-01,Annual change in UK GDP,0.0
1328,2024-01-01,Annual UK inflation,4.082199452025481
1329,2024-01-01,Annual change in UK wages,5.348868495098635
1330,2024-02-01,Annual change in UK GDP,-0.19512201312616995
1331,2024-02-01,Annual UK inflation,3.7387532071620377
1332,2024-02-01,Annual change in UK wages,5.308296922231381
1333,2024-03-01,Annual UK inflation,3.715597688809158
